Primary Industry Type,,Employer,Doing Business As,Workforce Size,Number of Hiring Sites,Hiring Site Locations (by state)
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Loyal Source Government Services,,"1,000 to 2,499",318,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Loyal Source Government Services,Loyal Source Government Services,"1,000 to 2,499",235,"AK, AR, AZ, CA, CO, CT, DC, DE, FL, GU, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",LS Gallegos & Associates Inc,,20 to 99,6,"CA, CO, FL, IL, PA, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","LSA Associates, Inc.",,100 to 499,10,"CA, CO"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","LSC Transportation Consultants, Inc.",,20 to 99,3,"CA, CO"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","LT Environmental, Inc.",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Lucid Dimensions, Inc.",Lucid Dimensions,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Luckys Market 2 LP,,500 to 999,9,"CO, FL, GA, IN, KY, MI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Luckys Market Parent CO LLC,,100 to 499,30,"CA, CO, FL, IA, KY, MO, MT, OH"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",LumenData Inc,,20 to 99,10,"AZ, CA, CO, DC, FL, GA, IA, MD, TX, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Luxoft USA, Inc.",,100 to 499,18,"CA, CO, CT, FL, GA, IA, IL, IN, MA, MI, MO, NC, NJ, NY, SC, TN, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Lynard Services INC,,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Lyons, Gaddis, Kahn & Hall, P.C.",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",M&D Ventures Inc,M&D Sanitation Services,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",M&M Food Stores Inc.,Broadmoor Self Storage,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","M-E Engineers, Inc.",,100 to 499,9,"AZ, CA, CO, MO, NY, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","M. Arthur Gensler Jr. & Associates, Inc. - South West",,100 to 499,6,"CA, CO, NV"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",M.J. Hecker & Associates,,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MA ENTERPRISES,Symbia Logistics,10 to 19,3,"CO, GA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Machol & Johannes,,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Machol & Johannes, LLC",,100 to 499,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MacMillan, Sobanski & Todd, LLC",,20 to 99,3,"CO, MI, OH"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Madsen, Kneppers and Associates, Inc",,100 to 499,15,"AZ, CA, CO, FL, GA, IL, LA, NJ, NV, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Madwire, LLC",,500 to 999,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Madwire, LLC",,500 to 999,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MagData, Inc.",,100 to 499,20,"AZ, CA, CO, FL, GA, IL, MA, MD, MO, NH, NJ, NV, OH, OR, PA, TN, TX, UT, VA, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Magellan Advisors LLC,Magellan Advisors,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Magic Leap, Inc.","Magic Leap, Inc.",500 to 999,9,"CA, CO, FL, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Magna IV Engineering Inc,,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Magnetic Variation Services LLC,Magnetic Variation Services LLC,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Magnolia Medical Corporation,,10 to 19,3,"AR, CO, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Mail Managersd Inc,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Maintenance Design Group, LLC",,20 to 99,5,"CA, CO, MD, MN, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MAINTENANCE DESIGN GROUP, LLC",Maintenance Design Group LLC,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Malcolm Pirnie, Inc.",,"1,000 to 2,499",17,"AZ, CO, FL, GA, MA, NY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mammoth Universal, Inc","mTusker, Inc",5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Managed Business Solution,,100 to 499,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Managed Business Solutions, LLC",M B S,100 to 499,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Management Controls, Inc.",,20 to 99,2,"CO, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MANAGEMENT SERVICES NETWORK,,100 to 499,15,"AL, AZ, CO, GA, KS, LA, MS, SC, TN"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Manhard Consulting, Ltd.",Manhard Consulting,100 to 499,8,"CA, CO, IL, NV, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MANN & COMPANY, PC",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Manpower,,"1,000 to 2,499",1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mantel Technologies, Inc.",,5 to 9,3,"CO, FL, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Mantick Maintenance LLC,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Manufacturing Technical Solutions, Inc.",MTS,100 to 499,10,"AL, CO, DC, FL, LA, MA, MI, MS, TX, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Manweiler Telecom Consulting, Inc.","Manweiler Telecom Consulting, Inc.",10 to 19,35,"AZ, CO, FL, GA, NM, TX, UT"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Maritz Holdings, Inc. & Subsidiaries",,"5,000 to 9,999",62,"AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mark L. Hill, Inc. dba: Superior Alarm, Inc.",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mark/Ryan Associates, Ltd.",,20 to 99,18,"CO, IL, TN"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Market Force Information, LLC",,100 to 499,3,"CO, GA, NY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MarketingProfs LLC,,20 to 99,19,"CA, CO, CT, DE, FL, HI, MA, ME, MN, MT, NC, NJ, NY, PA, SC, TN, TX, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MarketPay Associates, LLC",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Marmot Library Network, Inc",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Marsh,Marsh & McLennan Companies,"5,000 to 9,999",43,"AK, AL, AZ, CA, CO, CT, DC, DE, FL, GA, HI, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NC, ND, NJ, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Marsh & McLennan Companies,,"1,000 to 2,499",150,"AL, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, NC, NH, NJ, NV, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Marsh & McLennan Companies,,"1,000 to 2,499",32,"AL, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, NC, NJ, NV, NY, OH, OR, PA, SC, TN, TX, UT, VA, WA, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Marshfield Food Safety LLC,,100 to 499,6,"CO, IN, KS, NE, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Marshfield Food Safety, LLC","ALS Marshfield, LLC",20 to 99,8,"CO, KS, MN, NC, NE, OH, TX, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Martin and Wood Water Consultants, Inc.",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Martin/Martin, Inc.",,100 to 499,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Martinez Associates, Inc.",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Martinez Associates, LLC",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Martino & Luth, Inc.",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Marvin F Poer and Company,,100 to 499,13,"AZ, CA, CO, DC, FL, GA, IL, MA, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MARX OKUBO ASSOCIATES LTD,"MARX OKUBO ASSOCIATED, INC",100 to 499,9,"CA, CO, GA, NY, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Marx-Okubo Associates, Inc.",,100 to 499,9,"CA, CO, CT, GA, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mason Russell West, LLC",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Massively Parallel Technologies Inc,,5 to 9,2,"AZ, CO"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Master Solutions, LLC",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Matrix Design Group, Inc.",,100 to 499,5,"AL, AZ, CO, KS"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Maven Companies,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MAXIMUS Health Services, Inc.",,"5,000 to 9,999",180,"AK, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, MA, MD, MI, MN, MO, MT, NC, NE, NJ, NY, OH, OR, PA, SC, TN, TX, VA, VT, WA, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MAXIMUS Services, LLC",,"10,000 and over",318,"AR, AZ, CA, CO, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MAXIMUS, INC",,"5,000 to 9,999",180,"AK, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, MA, MD, MI, MN, MO, MT, NC, NE, NJ, NY, OH, OR, PA, SC, TN, TX, VA, VT, WA, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Maxson Engineering LLC,Maxson Engineering,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mazzetti, Inc.","Mazzetti, Inc.",100 to 499,11,"CA, CO, GA, LA, MO, OR, TN, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MC Alliances,,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","mcaConnect, LLC",,100 to 499,2,"CO, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McBride Scicchitano & Leacox, PA",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McCallie Associates, Inc",,100 to 499,2,"CO, NE"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McCallum-Turner, Inc.",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MCG Geotechnical Engineering, Inc",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MCH-HJT, Inc",MCG Architecture,20 to 99,5,"CA, CO, OH"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McHale & Associates, Inc.","McHale & Associates, Inc.",20 to 99,5,"CO, ME, TN, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",McKesson,,"10,000 and over",6,"CO, CT, GA, MA, PA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",McKesson Pharmacy Systems & Automation,,500 to 999,7,"AZ, CO, GA, MN, MO, MS, UT"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",McKinley Law Group LLC,McKinley Law Group LLC,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McLaughlin Water Engineers, Ltd.",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McMahan and Associates, LLC",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McNew & Associates, Inc.",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McNurlin, Hitchcock, and Associates",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","McPherson, Breyfogle, Daveline & Goodrich, PC",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MD-IT Transcription Services LLC,,500 to 999,4,"CO, GA, NC, TN"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MDE Staffing Services Inc.,,100 to 499,4,"CO, MI, NV, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MDP Engineering Group,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MEA Consulting Engineers, Inc",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MEA Consulting Engineers, Inc.",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Meadows Dental Group,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mechanical, Electrical and Environmental Engineering, Inc.","M, E & E Engineering",5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MECX, Inc.",,20 to 99,11,"CA, CO, FL, IL, MI, NC, NY, OR, TX, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Medasource,Technical Youth dba Brooksource dba Medasource,20 to 99,18,"CO, FL, GA, IL, IN, KY, MI, MN, MO, NC, NJ, NY, OH, PA, TN, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MedAssets Services, LLC",,"2,500 to 4,999",17,"CA, CO, GA, MA, MO, NJ, TN, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Medi-Dyn, Inc",,"1,000 to 2,499",49,"AZ, CA, CO, FL, GA, KY, MS, MT, OK, TN, TX, VA, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Media Strategies and Research,,10 to 19,2,"CO, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Medical Business Resources,,20 to 99,2,"CO, IL"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Medical Management International, Inc",Banfield Pet Hospital,"5,000 to 9,999",589,"AZ, CA, CO, DC, FL, GA, IL, MA, MD, MT, NV, OK, PA, RI, TN, VA, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Medical Management International, Inc.",Banfield Pet Hospital,"5,000 to 9,999",353,"AZ, CA, CO, FL, GA, IL, MA, MD, NV, OK, OR, PA, RI, TN, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MedSave Services, Inc",,20 to 99,51,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Meeting One,,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Meeting the Challenge, Inc.",,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mega International, LLC",,"1,000 to 2,499",3,"CA, CO, PA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MEI Technologies, Non-ESES",,100 to 499,13,"AL, AZ, CA, CO, FL, IN, MD, MS, NM, OH, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Membrane Protective Technologies, Inc.",MPTI Agricultural Lab,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Memex, Inc.",,10 to 19,8,"CA, CO, GA, IL, NJ, NY, OR, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Mentor Graphics Corporation,,"1,000 to 2,499",23,"AL, AZ, CA, CO, FL, IL, MA, MI, MN, NC, NJ, OR, TX, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MEP Engineering,,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MEP Engineering Inc.,,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Mercer,Marsh & McLennan Companies,"5,000 to 9,999",34,"AK, AL, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IN, KY, LA, MA, MD, ME, MI, MN, MO, NC, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Mercer (US) Inc,,"5,000 to 9,999",160,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NC, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Mercury Intelligence Systems,,20 to 99,6,"CA, CO, GA, HI, MD, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Meridian Financial,,"1,000 to 2,499",270,"AZ, CA, CO, HI, ID, MI, NM, NV, NY, TX, UT, WA, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Meridian Institute,,20 to 99,2,"CO, DC"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Merkle Inc.,,"2,500 to 4,999",63,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Merkle Inc.,,"2,500 to 4,999",63,"AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WY"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Merrick & Company,,100 to 499,5,"CO, GA, NM"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mesloh-Ullman, Inc.",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Metasys Technologies Inc,,100 to 499,296,"AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Metcalf Archaeological Consultants, Inc.",,20 to 99,4,"CO, ND"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","METRIX ADVISORS, LLC",,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Metrix Advisors, LLC",MetrixIQ,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Metron, Inc",,100 to 499,5,"CA, CO, HI, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MetroVolunteers,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Mettler-Toledo, LLC",,500 to 999,38,"AL, AZ, CA, CO, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, MT, NC, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, WA, WI, WV"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Meyer & Sams, Inc.","GMS, Inc.",10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MFH ENVIRONMENTAL CORP,,20 to 99,2,"CO, TX"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MHA Petroleum Consultants, LLC",,10 to 19,2,"CA, CO"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MHS Payco LLC,,"1,000 to 2,499",174,"AL, AR, AZ, CA, CO, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, MT, NC, NE, NJ, NV, NY, OH, OK, OR, RI, SC, TN, TX, UT, VA, WA, WI"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MI3 Petroleum Engineering Corporation,,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Michael Baker International,,"2,500 to 4,999",77,"AK, AL, AR, AZ, CA, CO, FL, GA, ID, IL, IN, KY, LA, MD, MI, MN, MS, NC, NV, NY, OH, PA, SC, TN, TX, UT, VA, WA, WI, WV"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Michael Baker International, Inc.",,"2,500 to 4,999",83,"AK, AL, AR, AZ, CA, CO, CT, FL, GA, ID, IL, IN, KY, LA, MA, MD, MI, MN, MS, NC, NJ, NV, NY, OH, PA, RI, SC, TN, TX, UT, VA, WA, WI, WV"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MICRO-G LACOSTE, INC",,20 to 99,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Microbac Laboratories, Inc.",,500 to 999,26,"CO, IL, KY, MA, MD, NC, NY, OH, PA, SC, TN, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Microbac Laboratories, Inc.",,100 to 499,28,"CO, IN, KY, MA, MD, NC, NY, OH, PA, SC, TN, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Microelectronics Research Development Corporation,Micro-RDC,5 to 9,2,"CO, NM"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MicroPact Global, Inc.",,100 to 499,8,"AL, CO, GA, MO, NC, TN, VA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","MICROS Systems, Inc - Corporate",,"1,000 to 2,499",29,"AZ, CA, CO, CT, FL, IL, MA, MD, NJ, NM, NV, NY, OR, PA, TX, VA, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Microsel of Colorado LLC,Trinware,10 to 19,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Miles Partnership, LLLP",,100 to 499,2,"CO, FL"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Milestone Technologies,,"1,000 to 2,499",40,"AZ, CA, CO, FL, IA, IL, MA, NC, NE, NV, NY, OR, TX, UT, VA, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","Milestone Technologies, Inc.",,500 to 999,14,"AZ, CA, CO, CT, FL, HI, IL, NC, NE, NY, OR, TX, UT, WA"
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Miletich PC,Miletich PC,5 to 9,1,CO
54,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",Millennium Systems Services Inc.,,20 to 99,5,"AL, CA, CO, OK, TX"
