,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2946,C-10168-50300,2010-07-01,2010-06-17,DENIED,H-2B,LA,2010-10-01,2011-01-31,"LAFOURCHE SUGARS, L.L.C.",141 LEIGHTON QUARTERS ROAD,,THIBODAUX,LA,70301,JACKIE MITCHELL,BATON ROUGE,LA,521.382-010,EVAPORATOR OPERATOR,3.0,0,,,,
2947,C-10168-50294,2010-07-01,2010-06-17,DENIED,H-2B,LA,2010-10-01,2011-01-31,"LAFOURCHE SUGARS, L.L.C.",141 LEIGHTON QUARTERS ROAD,,THIBODAUX,LA,70301,JACKIE MTICHELL,BATON ROUGE,LA,522.382-034,SUGAR BOILER,5.0,0,7.25,HR,7.25,HR
2948,C-10189-50453,2010-07-12,2010-07-08,CERTIFIED,H-2B,LA,2010-10-01,2011-01-31,"LAFOURCHE SUGARS, L.L.C.",141 LEIGHTON QUARTERS RD,,THIBODAUX,LA,70301,JACKIE MITCHELL,BATON ROUGE,LA,521.685-126,FILTER OPERATOR,4.0,4,,,,
2949,C-10189-50464,2010-07-12,2010-07-08,CERTIFIED,H-2B,LA,2010-10-01,2011-01-31,"LAFOURCHE SUGARS, L.L.C.",141 LEIGHTON QUARTERS ROAD,,THIBODAUX,LA,70301,JACKIE MITCHELL,BATON ROUGE,LA,521.685-138,FILTERING MACHINE TENDER,5.0,5,7.25,HR,7.25,HR
2950,C-10189-50452,2010-07-12,2010-07-08,CERTIFIED,H-2B,LA,2010-10-01,2011-07-31,"LAFOURCHE SUGARS, L.L.C.",141 LEIGHTON QUARTERS ROAD,,THIBODAUX,LA,70301,JACKIE MITCHELL,BATON ROUGE,LA,899.261-014,"MAINTENANCE REPAIRER, INDUSTRIAL",3.0,3,10.04,HR,10.04,HR
2951,C-10189-50456,2010-07-15,2010-07-08,CERTIFIED,H-2B,LA,2010-10-01,2011-01-31,"LAFOURCHE SUGARS, L.L.C.",141 LEIGHTON QUARTERS RD,,THIBODAUX,LA,70301,JACKIE MITCHELL,BATON ROUGE,LA,521.382-010,EVAPORATOR OPERATOR,3.0,3,7.25,HR,7.25,HR
2952,C-10214-50711,2010-08-17,2010-08-02,CERTIFIED,H-2B,LA,2010-10-01,2011-01-30,"LAFOURCHE SUGARS, LLC",141 LEIGHTON QUARTERS ROAD,,THIBODAUX,LA,70301,BRENDA DEARMAS RICCI /LAW OFFICES OF BRENDA J. DEA,NEW ORLEANS,LA,691.687-010,PRODUCTION HELPER,1.0,1,,,,
2953,C-10214-50712,2010-08-18,2010-08-02,CERTIFIED,H-2B,LA,2010-10-01,2011-01-30,"LAFOURCHE SUGARS, LLC",141 LEIGHTON QUARTERS ROAD,,THIBODAUX,LA,70301,BRENDA DEARMAS RICCI,NEW ORLEANS,LA,529.686-070,PRODUCTION HELPER,1.0,1,12.8,HR,12.8,HR
2954,C-10074-49653,2010-03-29,2010-03-15,PARTIAL CERTIFIED,H-2B,LA,2010-04-30,2010-12-30,"PEARL, INC. DBA INDIAN RIDGE SHRIMP CO.",5557 HWY. 56,,CHAUVIN,LA,70344,MALVERN C BURNETT,NEW ORLEANS,LA,522.384-010,FISH ROE TECHNICIAN,60.0,59,7.25,HR,7.25,HR
2955,C-10070-49621,2010-03-30,2010-03-11,CERTIFIED,H-2B,LA,2010-05-15,2011-01-15,CAJUN CRAB LLC,6022 BAYOUSIDE DRIVE,,CHAUVIN,LA,70344,MALVEM C. BURNETT,NEW ORLEANS,LA,525.687-126,CRAB MEAT PROCESSOR,30.0,30,,,,
2956,C-10105-49884,2010-05-03,2010-04-15,CERTIFIED,H-2B,LA,2010-04-15,2010-12-31,CRAB CONNECTION LLC,6401 HWY 56,,CHAUVIN,LA,70344,MALVEM C. BURNETT,NEW ORLEANS,LA,525.687-126,CRAB MEAT PROCESSOR,40.0,40,,,,
2957,C-09222-46125,2009-10-29,2009-08-10,DENIED,H-2B,LA,2009-09-01,2010-07-01,"NORTH AMERICAN SHIPBUILDING, LLC",16201 EAST MAIN,,GALLIANO,LA,70354,,,,824.261-014,ELECTRICIAN APPRENTICE,90.0,0,16.26,HR,16.26,HR
2958,C-10084-49745,2010-04-13,2010-03-25,DENIED,H-2B,LA,2010-04-01,2012-03-31,LASHIP,16201 EAST MAIN,,GALLIANO,LA,70354,,,,824.261-010,ELECTRICIAN,90.0,0,,,,
2959,C-10084-49746,2010-04-13,2010-03-25,DENIED,H-2B,LA,2010-04-01,2012-03-31,"LASHIP, LLC",16201 EAST MAIN,,GALLIANO,LA,70354,,,,860.281-014,"CARPENTER, SHIP",40.0,0,16.05,HR,16.05,HR
2960,C-10084-49748,2010-04-13,2010-03-25,DENIED,H-2B,LA,2010-04-01,2012-03-31,"LASHIP, LLC",16201 EAST MAIN,,GALLIANO,LA,70354,,,,819.687-014,WELDER HELPER,170.0,0,,,,
2961,C-10084-49747,2010-04-13,2010-03-25,DENIED,H-2B,LA,2010-04-01,2012-03-31,"LASHIP, LLC",16201 EAST MAIN,,GALLIANO,LA,70354,,,,806.381-046,SHIPFITTER,100.0,0,21.21,HR,21.21,HR
2962,C-10084-49749,2010-04-13,2010-03-25,DENIED,H-2B,LA,2010-04-01,2012-03-31,"LASHIP, LLC",16201 MAIN,,GALLIANO,LA,70354,,,,862.261-010,PIPE FITTER,100.0,0,17.83,HR,17.83,HR
2963,C-09223-46156,2009-10-29,2009-08-11,DENIED,H-2B,LA,2009-08-01,2010-06-01,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,,,,806.381-046,SHIPFITTER,50.0,0,,,,
2964,C-10113-49956,2010-04-29,2010-04-23,CERTIFIED,H-2B,LA,2010-05-01,2011-01-15,LOUISIANA SHRIMP & PACKING CO. INC.,22801 HWY. 1,,GOLDEN MEADOW,LA,70357,MALVEM C. BURNETT LAW OFFICES OF MALVEM C. BURNETT,NEW ORLEANS,LA,522.384-010,FISH ROE TECHNICIAN,60.0,60,9.68,HR,9.68,HR
2965,C-10118-50005,2010-05-28,2010-04-28,DENIED,H-2B,LA,2010-04-01,2011-04-01,FRANKLIN CEVALLOS,9 PARATUS PL,,GRAND ISLE,LA,70358,,,,301.687-010,CARETAKER,,0,,,,
2966,C-09261-46482,2009-10-01,2009-09-18,CERTIFIED,H-2B,LA,2009-12-01,2010-09-30,JENSEN TUNA INC.,5885 HIGHWAY 311,,HOUMA,LA,70360,,,,525.684-030,FISH CLEANER,20.0,20,7.25,HR,7.25,HR
2967,C-10246-50979,2010-09-27,2010-09-03,PARTIAL CERTIFIED,H-2B,LA,2010-10-01,2011-07-01,WINE ISLAND LLC,PO BOX 134,,HOUMA,LA,70361,MALVERN C. BURNETT/ LAW OFFICES OF MALVERN C. BURN,NEW ORLEANS,LA,691.687-010,PRODUCTION HELPER,45.0,39,,,,
2968,C-09230-46235,2009-10-06,2009-08-18,DENIED,H-2B,LA,2009-10-01,2010-08-01,DIRECT MARINE SERVICES LLC DBA DIRECT MARINE SERVI,132 INDUSTRIAL BLVD.,,HOUMA,LA,70363,DONGLAI YANG/THE LAW OFFICES OF DONGLAI YANG,MARRERO,LA,619.360-014,METAL FABRICATOR,50.0,0,15.74,HR,15.74,HR
2969,C-09187-45473,2009-10-28,2009-07-06,DENIED,H-2B,LA,2009-10-01,2010-07-31,GLOBAL FABRICATION,6448 W. PARK AVENUE,,HOUMA,LA,70364,PERRY P. RUSSELL,BATON ROUGE,LA,819.361-010,WELDER FITTER,36.0,0,15.36,HR,15.36,HR
2970,C-09301-46859,2009-12-03,2009-10-28,DENIED,H-2B,LA,2009-10-01,2010-07-30,"TECHNICAL MARINE MAINTENANCE SERVICES, LLC",6031 WEST MAIN ST.,,HOUMA,LA,70364,PATRICIA ANNE BOLLMAN,NEW ORLEANS,LA,819.361-010,WELDER FITTER,25.0,0,20.23,HR,20.23,HR
2971,C-10047-49361,2010-03-04,2010-02-16,PARTIAL CERTIFIED,H-2B,LA,2010-04-15,2011-01-15,INNOVATIT SEAFOOD SYSTEMS LLC,412 PALM AVENUE,,HOUMA,LA,70364,MALVERN BURNETT,NEW ORLEANS,LA,521.687-122,SHELLFISH SHUCKER,50.0,44,,,,
2972,C-10132-50106,2010-06-14,2010-05-12,DENIED,H-2B,LA,2010-03-01,2010-12-31,"CON EL, INC. DBA",169 MONARCH DR.,,HOUMA,LA,70364,JORGE FONSECA,DALLAS,TX,319.484-010,"FOOD ASSEMBLER, KITCHEN",10.0,0,,,,
2973,C-10173-50336,2010-06-25,2010-06-22,CERTIFIED,H-2B,LA,2010-10-01,2011-06-30,BUDDY'S SEAFOOD INC.,120 N. HOLLYWOOD ROAD,,HOUMA,LA,70364,EVELYN AMANDA WRIGHT,ROSELAND,VA,522.384-010,FISH ROE TECHNICIAN,10.0,10,9.68,HR,9.68,HR
2974,C-09224-46167,2009-10-02,2009-08-12,DENIED,H-2B,LA,2009-10-01,2010-06-30,EAGLE INDUSTRIAL EQUIPMENT,230 N. BARRIOS ST.,,LOCKPORT,LA,70374,LORI A. WHITTEN,WYLIE,TX,845.381-014,"PAINTER, TRANSPORTATION EQUIPMENT",75.0,0,17.4,HR,17.4,HR
2975,C-10056-49480,2010-03-02,2010-02-25,CERTIFIED,H-2B,LA,2010-04-01,2010-12-28,CRABS LLC,157 TWIN ACRES DR.,,LOCKPORT,LA,70374,LORI ANN WHITTEN / ACTION VISA ASSISTANCE,WYLIE,TX,525.687-126,CRAB MEAT PROCESSOR,50.0,50,9.68,HR,9.68,HR
2976,C-10049-49376,2010-04-01,2010-02-18,DENIED,H-2B,LA,2010-04-01,2011-02-01,"BOLLINGER SHIPYARDS LOCKPORT, LLC",8365 HWY 308 SOUTH,,LOCKPORT,LA,70374,LAURIE MICHELLE CHESS,MIAMI,FL,819.361-010,WELDER FITTER,75.0,0,15.03,HR,15.03,HR
2977,C-10069-49611,2010-04-19,2010-03-10,DENIED,H-2B,LA,2010-03-01,2011-01-01,"MASSE CONTRACTING, INC.",P.O BOX 394,5644 HWY. 1,LOCKPORT,LA,70374,MARVIC G. THOMPSON,BATON ROUGE,LA,553.684-010,"HEAT WELDER, PLASTICS",100.0,0,15.03,HR,15.03,HR
2978,C-10132-50104,2010-05-26,2010-05-12,CERTIFIED,H-2B,LA,2010-03-01,2010-12-31,TAMPICO RESTAURANT INC.,1025 VICTOR II BLVD SUITE I,,MORGAN CITY,LA,70380,JORGE FONSECA,DALLAS,TX,319.484-010,"FOOD ASSEMBLER, KITCHEN",10.0,10,,,,
2979,C-10172-50321,2010-06-21,2010-06-17,CERTIFIED,H-2B,LA,2010-10-01,2011-07-31,"LULA-WESTFIELD, L.L.C.",451 HWY. 1005,,PAINCOURTVILLE,LA,70391,JACKIE MITCHELL,BATON ROUGE,LA,899.261-014,"MAINTENANCE REPAIRER, INDUSTRIAL",7.0,7,9.14,HR,9.14,HR
2980,C-10236-50902,2010-09-24,2010-08-24,DENIED,H-2B,LA,2010-10-01,2011-09-30,"SKILLED LABOR MANAGEMENT, INC.",510 HWY 90 W,,PATTERSON,LA,70392,DONGLAI YANG / THE LAW OFFICES OF DONGLAI YANG,NEW ORLEANS,LA,619.361-014,METAL FABRICATOR,50.0,0,,,,
2981,C-10236-50903,2010-09-24,2010-08-24,DENIED,H-2B,LA,2010-10-01,2011-09-30,"SKILLED LABOR MANAGEMENT, INC.",510 HWY 90 W,,PATTERSON,LA,70392,DONGLAI YANG / THE LAW OFFICES OF DONGLAI YANG,NEW ORLEANS,LA,619.361-014,METAL FABRICATOR,50.0,0,13.14,HR,13.14,HR
2982,C-10123-50039,2010-06-03,2010-05-03,DENIED,H-2B,LA,2010-06-09,2011-06-09,GULF EXPRESS CATERINGNG STAFFING SERVICES INT. LLC,594 ST LOUIS ST.,,RACELAND,LA,70394,,,,,,100.0,0,,,,
2983,C-10167-50282,2010-06-18,2010-06-16,CERTIFIED,H-2B,LA,2010-10-01,2011-01-31,RACELAND RAW SUGAR CORP.,P.O. BOX 159,,RACELAND,LA,70394,JACKIE MITCHELL,BATON ROUGE,LA,526.685-022,COOKER,2.0,2,7.44,HR,7.44,HR
2984,C-10167-50284,2010-06-24,2010-06-16,CERTIFIED,H-2B,LA,2010-10-01,2011-01-31,RACELAND RAW SUGAR CORP.,HWY. 182 AND MILL STREET,,RACELAND,LA,70394,JACKIE MITCHELL,BATON ROUGE,LA,,,4.0,4,,,,
2985,C-10021-48929,2010-02-10,2010-01-21,CERTIFIED,H-2B,LA,2010-02-15,2010-12-15,"JACKSON GROUND MAINTENANCE, INC.",20007 SKINNER DRIVE,,HAMMOND,LA,70401,DANIEL W. BREMER,LAKE PARK,GA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",14.0,14,7.83,HR,7.83,HR
2986,C-10189-50458,2010-07-12,2010-07-08,CERTIFIED,H-2B,KY,2010-10-01,2011-07-31,STALL RACING LLC.,1905 W. THOMAS ST. D-361,,HAMMOND,LA,70401,LAURA E. CONLEY-MORGAN,LEXINGTON,KY,410.674-010,ANIMAL CARETAKER,4.0,4,7.52,HR,7.52,HR
2987,C-10251-50994,2010-09-30,2010-09-08,DENIED,H-2B,LA,2010-09-01,2011-07-01,"ISABELLA ENTERPRISES, LLC DBA ADOBE CANTINA & SALS",1905 WEST THOMAS ST,,HAMMOND,LA,70401,,,,319.484-010,"FOOD ASSEMBLER, KITCHEN",25.0,0,7.33,HR,7.33,HR
2988,C-10251-50993,2010-09-30,2010-09-08,DENIED,H-2B,LA,2010-09-01,2011-07-01,"LA CARRETA, INC DBA LA CARRETA MEXICAN RESTAURANT",110 N. CATE ST.,,HAMMOND,LA,70401,,,,317.687-010,COOK HELPER,25.0,0,,,,
2989,C-10169-50316,2010-06-29,2010-06-18,CERTIFIED,H-2B,LA,2010-10-01,2011-07-31,FAST LANE CAR WASH,1165 S MORRISON BLVD,,HAMMOND,LA,70403,LINDA D. WHITE,LIVINGSTON,LA,529.687-210,WASHER,12.0,12,7.25,HR,7.25,HR
2990,C-09357-48003,2009-12-28,2009-12-21,PARTIAL CERTIFIED,H-2B,LA,2010-04-01,2010-12-15,MONEY HILL GOLF & COUNTRY CLUB,100 COUNTRY CLUB DRIVE,,ABITA SPRINGS,LA,70420,"AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",27.0,26,7.25,HR,7.25,HR
2991,C-09356-47925,2009-12-28,2009-12-18,CERTIFIED,H-2B,LA,2010-02-01,2010-12-01,DERRICK SMITH CONSTRUCTION LLC,15327 WP STEWART RD,,BOGALUSA,LA,70427,FEDERATION OF EMPLOYERS & WORKERS OF AMERICA/RITA,BAY CITY,TX,869.664-014,CONSTRUCTION WORKER I,6.0,6,9.42,HR,9.42,HR
2992,C-09272-46566,2009-11-05,2009-09-29,DENIED,H-2B,LA,2009-10-15,2010-08-15,AEM PROFESSIONAL SERVICES,70367 10TH STREET,,COVINGTON,LA,70433,MARVIC G. THOMPSON,BATON ROUGE,LA,929.687-030,MATERIAL HANDLER,100.0,0,7.25,HR,7.25,HR
2993,C-09358-48081,2009-12-30,2009-12-23,CERTIFIED,H-2B,LA,2010-04-01,2011-01-15,"CEMETERY SERVICES, INC.",2280 WEST 21ST AVENUE,,COVINGTON,LA,70433,,,,408.687-014,"LABORER, LANDSCAPE",5.0,5,7.25,HR,7.25,HR
2994,C-09362-48211,2009-12-31,2009-12-24,CERTIFIED,H-2B,LA,2010-04-01,2010-12-31,"PREMIUM PACKING, LLC",808 BREWSTER ROAD,,MADISONVILLE,LA,70447,GINNY MUILENBURG,POST FALLS,ID,522.384-010,FISH ROE TECHNICIAN,23.0,23,7.25,HR,7.25,HR
2995,C-09357-48046,2010-01-12,2009-12-22,PARTIAL CERTIFIED,H-2B,LA,2010-04-01,2010-11-26,KIRBY'S LAWN & LANDSCAPE SERVICE,66063 HWY 41,,PEARL RIVER,LA,70452,USA WORKS LABOR CONSULTANTS,LAKE PARK,GA,529.687-130,LABORER,11.0,7,7.3,HR,7.3,HR
2996,C-09281-46625,2009-10-15,2009-10-08,CERTIFIED,H-2B,LA,2010-01-18,2010-11-17,ACADIAN MAINTENANCE AND LANDSCAPING,18484 WEINBERGER RD.,,PONCHATOULA,LA,70454,LORI WHITTEN,WYLIE,TX,408.687-014,"LABORER, LANDSCAPE",14.0,14,7.83,HR,7.83,HR
2997,C-10119-50015,2010-04-30,2010-04-16,CERTIFIED,H-2B,LA,2010-07-05,2011-01-31,ELMER CANDY CORPORATION,401 N. 5TH ST.,P.O. BOX 788,PONCHATOULA,LA,70454,DANIEL BREMER,LAKE PARK,GA,920.587-018,"PACKAGER, HAND",205.0,205,7.25,HR,7.25,HR
2998,C-09321-47245,2009-11-20,2009-11-17,CERTIFIED,H-2B,LA,2010-02-15,2010-11-30,MITCHELL BROTHER'S & SONS,61401 HWY 11 NORTH,,SLIDELL,LA,70458,"JOE ANGEL NICHOLS - LAW OFFICES OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,20.0,20,291.6,WK,291.6,WK
2999,C-10076-49676,2010-03-29,2010-03-17,PARTIAL CERTIFIED,H-2B,LA,2010-04-01,2010-12-01,"ROTOLO CONSULTANTS, INC.",894 ROBERT BLVD.,,SLIDELL,LA,70458,BRANDON E. DAVIS,NEW ORLEANS,LA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40.0,36,7.25,HR,7.25,HR
3000,C-10089-49789,2010-04-23,2010-03-30,CERTIFIED,H-2B,LA,2010-04-01,2010-12-31,"LOS TRES AMIGOS, INC",3636 PONTCHARTRAIN DR,,SLIDELL,LA,70458,,,,305.281-010,COOK,5.0,5,10.25,HR,10.25,HR
3001,C-10118-50002,2010-05-14,2010-04-28,PARTIAL CERTIFIED,H-2B,LA,2010-04-15,2010-12-01,"ROTOLO CONSULTANTS, INC. D/B/A RCI",894 ROBERT BLVD.,,SLIDELL,LA,70458,BRANDON ERIC DAVIS,NEW ORLEANS,LA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40.0,39,7.25,HR,7.25,HR
3002,C-09302-46870,2009-11-05,2009-10-29,CERTIFIED,H-2B,LA,2010-02-01,2010-11-19,"CRESCENT CITY CRAB, INC.",38327 SALT BAYOU RD.,,SLIDELL,LA,70461,GINNY MUILENBURG,POST FALLS,ID,525.687-126,CRAB MEAT PROCESSOR,80.0,80,9.98,HR,9.98,HR
3003,C-10047-49343,2010-03-02,2010-02-16,CERTIFIED,H-2B,LA,2010-05-01,2011-02-28,"PONTCHARTRAIN BLUE CRAB, INC.",38327 SALT BAYOU ROAD,,SLIDELL,LA,70461,GINNY MUILENBURG,POST FALLS,ID,525.687-126,CRAB MEAT PROCESSOR,80.0,80,9.98,HR,9.98,HR
3004,C-09362-48192,2010-01-08,2009-12-24,CERTIFIED,H-2B,LA,2010-01-15,2010-11-15,"CERVANTES EXCAVATING, LLC",50144 RAILROAD AVE.,,TICKFAW,LA,70466,MARVIC G. THOMPSON,BATON ROUGE,LA,869.664-014,CONSTRUCTION WORKER I,5.0,5,9.42,HR,9.42,HR
3005,C-10251-50999,2010-09-30,2010-09-08,DENIED,H-2B,LA,2010-09-01,2011-07-01,LA CARRETA OF MANDEVILLE INC.,1200 W. CAUSEWAY APPROACH,,MANDEVILLE,LA,70471,,,,529.137-054,"SUPERVISOR, READY MIXED FOOD PREPARATION",25.0,0,7.39,HR,7.39,HR
3006,C-09268-46531,2009-10-02,2009-09-25,CERTIFIED,H-2B,LA,2009-12-01,2010-09-30,"ANDRE' ORAN LEGER, INC.",139 TISSINGTON,,LAFAYETTE,LA,70501,KELLY J. COUCH,NEW ROADS,LA,529.686-014,CANNERY WORKER,50.0,50,8.03,HR,8.03,HR
3007,C-09341-47543,2009-12-18,2009-12-07,CERTIFIED,H-2B,LA,2010-03-01,2010-11-15,"OAKBOURNE COUNTRY CLUB, INC.",3700 E. SIMCOE ST.,"P.O. BOX 90174, LAFAYETTE, LA 70509",LAFAYETTE,LA,70501,MARVIC G. THOMPSON,BATON ROUGE,LA,408.687-014,"LABORER, LANDSCAPE",5.0,5,7.35,HR,7.35,HR
3008,C-09334-47428,2009-12-17,2009-11-30,CERTIFIED,H-2B,LA,2010-02-15,2010-12-15,"PARADISE PLANTSCAPES, INC.",108 LESIN BROUSSARD RD.,,LAFAYETTE,LA,70507,ROBERT WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",7.0,7,8.15,HR,8.15,HR
3009,C-09364-48338,2010-01-05,2009-12-29,CERTIFIED,H-2B,LA,2010-04-01,2010-12-30,SCAPES INC.,3019 N.W. EVANGELINE THRWY,,LAFAYETTE,LA,70507,"LINDA D. WHITE / LINDA WHITE & ASSOCIATES, INC.",LIVINGSTON,LA,408.687-014,"LABORER, LANDSCAPE",9.0,9,7.35,HR,7.35,HR
3010,C-09296-46782,2009-10-30,2009-10-23,CERTIFIED,H-2B,LA,2010-02-01,2010-11-30,RANDOL INC.,2320 KALISTE SALOOM ROAD,,LAFAYETTE,LA,70508,MALVERN C. BURNETT,NEW ORLEANS,LA,529.687-094,GENERAL HELPER,40.0,40,,,,
3011,C-09313-47053,2009-11-19,2009-11-09,CERTIFIED,H-2B,LA,2010-02-01,2010-12-01,"DAILY SERVICES, LLC.",1686 GENERAL MOUTON AVE.,"P.O. BOX 53966, LAFAYETTE, LA 70505",LAFAYETTE,LA,70508,MARVIC G. THOMPSON,BATON ROUGE,LA,408.687-014,"LABORER, LANDSCAPE",12.0,12,7.35,HR,7.35,HR
3012,C-10169-50315,2010-06-25,2010-06-18,CERTIFIED,H-2B,LA,2010-10-01,2011-07-01,"CRAWFISH MAGIC, INC DBA LOUISIANA CRAWFISH TIME",1312 VEROT SCHOOL ROAD,,LAFAYETTE,LA,70508,"LINDA D. WHITE LINDA WHITE & ASSOCIATES, INC.",LIVINGSTON,LA,522.384-010,FISH ROE TECHNICIAN,5.0,5,8.46,HR,8.46,HR
3013,C-10195-50511,2010-07-16,2010-07-14,CERTIFIED,H-2B,LA,2010-10-01,2011-07-31,GREENSCAPE GROUNDS MANAGEMENT LLC,308 W FARREL RD,"MAILING : 2851 JOHNSTON ST, PMB 297, LAFAYETTE, LA",LAFAYETTE,LA,70508,APRIL DAWN MCKINNEY/ FEDERATION OF EMPLOYERS AND W,BAY CITY,TX,406.687-010,LANDSCAPE SPECIALIST,40.0,40,,,,
3014,C-09271-46556,2009-11-03,2009-09-28,DENIED,H-2B,LA,2009-12-01,2010-05-01,"MARIA'S SEAFOOD, INC.",204 WEST ELINA ST.,,ABBEVILLE,LA,70510,,,,525.684-030,FISH CLEANER,40.0,0,7.25,HR,7.25,HR
3015,C-09303-46901,2009-11-06,2009-10-30,CERTIFIED,H-2B,LA,2010-02-01,2010-12-01,"LOUISIANA BLUE CRAB, L.L.C.",16505 LIONEL RD,,ABBEVILLE,LA,70510,JACKIE MITCHELL,BATON ROUGE,LA,691.687-010,PRODUCTION HELPER,20.0,20,9.35,HR,9.35,HR
3016,C-09317-47176,2009-11-25,2009-11-13,PARTIAL CERTIFIED,H-2B,LA,2010-02-20,2010-12-20,HARVEST TIME SEAFOOD INC.,208 WEST ELINA STREET,,ABBEVILLE,LA,70510,"LINDA D. WHITE / LINDA WHITE & ASSOCIATES, INC.",LIVINGSTON,LA,525.687-126,CRAB MEAT PROCESSOR,50.0,46,7.84,HR,7.84,HR
3017,C-10025-49014,2010-02-24,2010-01-25,DENIED,H-2B,LA,2010-03-15,2011-01-15,FOURNERAT TOUPS CRAWFISH LLC,P.O. BOX 937,,BASILE,LA,70515,SHELLY M. BIEBER,MAMOU,LA,529.686-070,PRODUCTION HELPER,24.0,0,,,,
3018,C-09279-46606,2009-10-09,2009-10-06,CERTIFIED,H-2B,LA,2010-01-01,2010-10-31,"BAYOU LAND SEAFOOD, LLC",1008 VINCENT BERARD ROAD,,BREAUX BRIDGE,LA,70517,KELLY J. COUCH,NEW ROADS,LA,529.686-014,CANNERY WORKER,50.0,50,9.05,HR,9.05,HR
3019,C-09328-47367,2009-12-09,2009-11-24,CERTIFIED,H-2B,LA,2010-01-12,2010-11-26,"PROCESSORS, INC",1093 HENDERSON HWY,,BREAUX BRIDGE,LA,70517,,,,920.687-130,PACKER,70.0,70,7.69,HR,7.69,HR
3020,C-10012-48673,2010-01-25,2010-01-12,CERTIFIED,H-2B,LA,2010-02-01,2010-12-01,"ROYAL FIBERGLASS POOLS, INC.",1407 ANSE BROUSSARD HWY.,,BREAUX BRIDGE,LA,70517,MARVIC G. THOMPSON,BATON ROUGE,LA,522.686-014,GENERAL HELPER,10.0,10,7.38,HR,7.38,HR
3021,C-10214-50726,2010-08-05,2010-08-02,CERTIFIED,H-2B,LA,2010-10-01,2011-07-15,"ATCHAFALAYA CRAWFISH PROCESSING, LLC.",MAIL - PO BOX 528,PHYSICAL - 1509 HENDERSON HIGHWAY,HENDERSON,LA,70517,KELLY J COUCH / COUCH APPLICATION SERVICE ASSISTAN,NEW ROADS,LA,920.587-018,"PACKAGER, HAND",70.0,70,,,,
3022,C-10263-51062,2010-09-22,2010-09-20,CERTIFIED,H-2B,LA,2010-11-01,2011-07-31,"BONANZA CRAWFISH FARM, INC.",P.O. BOX 648 HENDERSON STATION,1010 B MELANCON STREET,HENDERSON,LA,70517,KELLY J COUCH / COUCH APPLICATION SERVICE ASSISTAN,NEW ROADS,LA,920.687-130,PACKER,55.0,55,,,,
3023,C-09258-46458,2009-10-15,2009-09-15,DENIED,H-2B,LA,2009-10-15,2010-07-31,"BAYOU SHRIMP PROCESSORS, INC.",9818 J. DOOLEY ROAD,P.O. BOX 247,DELCAMBRE,LA,70528,,,,529.686-014,CANNERY WORKER,70.0,0,7.25,HR,7.25,HR
3024,C-10007-48557,2010-01-12,2010-01-06,PARTIAL CERTIFIED,H-2B,LA,2010-04-01,2010-12-31,"GULF CROWN SEAFOOD CO., INC.",P.O. BOX 198,306 JON FLOYD ROAD,DELCAMBRE,LA,70528,,,,529.686-058,"LABORER, SHELLFISH PROCESSING",79.0,78,7.25,HR,7.25,HR
3025,C-10015-48770,2010-02-01,2010-01-14,CERTIFIED,H-2B,LA,2010-04-15,2011-02-15,"BAYOU SHRIMP PROCESSORS, INC.",9818 J. DOOLEY RD.,,DELCAMBRE,LA,70528,DONGLAI YANG/THE LAW OFFICES OF DONGLAI YANG,MARRERO,LA,525.687-126,CRAB MEAT PROCESSOR,40.0,40,,,,
3026,C-10088-49778,2010-04-09,2010-03-29,PARTIAL CERTIFIED,H-2B,LA,2010-03-01,2010-12-31,ROCLAN SERVICES INC.,115 CHARBONNET ROAD,,DUSON,LA,70529,LINDA PEREZ,BROWNSVILLE,TX,929.687-030,MATERIAL HANDLER,47.0,46,,,,
3027,C-09281-46623,2009-10-15,2009-10-08,CERTIFIED,H-2B,LA,2009-12-01,2010-09-30,"RICELAND CRAWFISH, INC.",101 SOUTH EAST STREET,,EUNICE,LA,70535,KELLY J. COUCH,NEW ROADS,LA,529.686-014,CANNERY WORKER,70.0,70,7.25,HR,7.25,HR
