,CASE_NUMBER,RECENT_DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2647,H-400-14008-790567,2014-01-23,2014-01-08,Certification Expired,H-2B,CA,2014-01-23,2014-06-29,"TFA Barcelona League, Inc.",220 King Street,,Santa Cruz,CA,95060,BSIS,CORY CAOUETTE,SAN DIEGO,CA,27-2022,Coaches and Scouts,IN-SEASON TECHNICAL DIRECTOR,2,18.0,Hour,18.0,Hour
2648,H-400-14009-054100,2014-02-03,2014-01-20,Certification,H-2B,MA,2014-04-15,2014-10-31,"VIKING SHORES, INC.",P.O. BOX 1899,5200 STATE HIGHWAY ROUTE 6,NORTH EASTHAM,MA,02651,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,3,11.92,Hour,11.92,Hour
2649,H-400-14007-496962,2014-01-21,2014-01-07,Certification,H-2B,MD,2014-02-17,2014-11-01,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Jackson Lewis P.C.,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,40,10.9,Hour,10.9,Hour
2650,H-400-14009-342665,2014-02-07,2014-01-09,Withdrawn,H-2B,TX,2014-03-01,2014-12-01,JM Lawncare & Sprinkler,11835 Hilltop,,Argyle,TX,76226,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,0,11.13,Hour,11.13,Hour
2651,H-400-14010-789860,2014-02-05,2014-01-22,Certification,H-2B,OK,2014-03-01,2014-12-31,United Golf LLC,2108 N 129th E Ave,,Tulsa,OK,74116,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,47-2061,Construction Laborers,Laborer,20,10.81,Hour,10.81,Hour
2652,H-400-14007-293501,2014-01-31,2014-01-07,Withdrawn,H-2B,UT,2014-03-01,2014-11-30,ARTIFICIAL RAIN MAKERS,1368 E 1820 S,,SPANISH FORK,UT,84660,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,13.52,Hour,13.52,Hour
2653,H-400-14027-720964,2014-02-20,2014-01-27,Withdrawn,H-2B,AK,2014-04-01,2014-10-28,"Frontier Landscaping, Inc",4518 Virgo Ave,,Anchorage,AK,99516,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping worker,0,14.61,Hour,14.61,Hour
2654,H-400-14007-448866,2014-01-22,2014-01-08,Certification,H-2B,AL,2014-04-01,2014-11-30,Castle Construction Company,588 US Route 250 E,,Ashland,OH,44805,"AMIGOS LABOR SOLUTIONS, INC.",Robert Wingfield,DALLAS,TX,47-3012,Helpers--Carpenters,Carpenter Helper,18,9.1,Hour,9.1,Hour
2655,H-400-14013-167991,2014-01-27,2014-01-13,Partial Certification,H-2B,PA,2014-03-01,2014-12-31,"B. DeMichele, Inc",390 Parkmount Rd,,Media,PA,19063,F.E.W.A.,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,27,10.09,Hour,10.09,Hour
2656,H-400-14013-946611,2014-01-28,2014-01-14,Certification,H-2B,MA,2014-04-15,2014-10-31,"SWORDFISH ENTERPRISES, INC.",12 Menemsha Inn Rd.,P.O. Box 38,Menemsha,MA,02552,LAW OFFICES OF ANA OCHOA COHEN,ANA COHEN,BETHESDA,MD,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,15,13.39,Hour,13.39,Hour
2657,H-400-14015-754651,2014-01-29,2014-01-15,Certification,H-2B,NJ,2014-03-20,2014-12-12,Mava Landscape Inc,23 Miele Pl.,"P.O. Box 311, Summit, NJ 07902",Summit,NJ,07901,F.E.W.A.,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,10.19,Hour,10.19,Hour
2658,H-400-14015-983164,2014-02-10,2014-01-27,Certification,H-2B,CO,2014-04-01,2014-11-30,"Landscape Technology Group, Inc.",3288A Cooley Mesa Road,,Gypsum,CO,81637,"LAW OFFICE OF CHRIS POOLEY, ESQ.",CHRISTOPHER POOLEY,AVON,CO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,15.35,Hour,15.35,Hour
2659,H-400-14013-124709,2014-01-27,2014-01-13,Certification,H-2B,VA,2014-03-15,2014-11-15,G A Lawn Care Turf Mgt Stone LLC,321 East Fairfax Street,"Mailing: PO Box 1184, Berryville, VA 22611",Berryville,VA,22611,F.E.W.A.,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,16,10.41,Hour,10.41,Hour
2660,H-400-14015-912715,2014-04-07,2014-03-07,Denied,H-2B,CA,2014-04-17,2014-11-17,Coral Reef Management LLC,"601 Carlson Parkway, Suite 1235",,Minnetonka,MN,55305,WOLFSDORF ROSENTHAL LLP,RICHARD YEMM,SANTA MONICA,CA,39-2021,Nonfarm Animal Caretakers,Groom (Horses),0,25.0,Hour,25.0,Hour
2661,H-400-14016-279696,2014-02-03,2014-01-20,Certification,H-2B,MD,2014-03-01,2014-12-01,Property Management and Maintenance,"2802 Chevy Chase Circle, Jefferson, MD 21755 (mailing)",11421 Daysville Road,Libertytown,MD,21762,The Labor Company LLC (TLC),Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,12,10.26,Hour,10.26,Hour
2662,H-400-14016-911648,2014-01-30,2014-01-16,Certification,H-2B,IN,2014-04-01,2014-12-01,"Whispering Creek, LLC",4110 Bridlegate Way,PO Box 24385  Huber Heights OH 45424,Dayton,OH,45424,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.82,Hour,9.82,Hour
2663,H-400-14016-507853,2014-02-10,2014-01-16,Certification,H-2B,PA,2014-03-03,2014-12-12,Hidden Valley Landscape Construction,2417 Yellow Springs Road,,Malvern,PA,19355,LAW OFFICE OF STEVEN P. BARSAMIAN,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,10,14.04,Hour,14.04,Hour
2664,H-400-14016-992592,2014-02-27,2014-02-05,Certification,H-2B,AR,2014-03-01,2014-10-31,"Casa Manaña, Inc.",18321 Hwy 10,,Little Rock,AR,72223,"TOM TRAVIS, P.A.",TOM TRAVIS,LITTLE ROCK,AR,35-2014,"Cooks, Restaurant",Cook,5,9.41,Hour,9.41,Hour
2665,H-400-14017-287527,2014-01-31,2014-01-17,Certification,H-2B,TN,2014-04-01,2014-10-31,"Rossville Farms, LP",871 Ridgeway Loop Road,Suite 107,Memphis,TN,38120,Friestad Law Firm,Shawn Friestad,San Diego,CA,39-2021,Nonfarm Animal Caretakers,Horse Groom,6,10.93,Hour,10.93,Hour
2666,H-400-14017-777363,2014-01-31,2014-01-17,Certification,H-2B,NJ,2014-04-01,2014-11-30,"Beacon Hill Show Stables, Inc.",55 Laird Road,,Colts Neck,NJ,07722,Friestad Law Firm,Shawn Friestad,San Diego,CA,39-2021,Nonfarm Animal Caretakers,Horse Groom,8,11.42,Hour,11.42,Hour
2667,H-400-14021-873635,2014-02-04,2014-01-21,Certification,H-2B,NC,2014-04-01,2014-12-01,"Arborcrest Gardens, Inc",174 Evergreen Lane,,Boone,NC,28607,International Labor Management Corp,Daniel Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,11.42,Hour,11.42,Hour
2668,H-400-14037-300490,2014-02-25,2014-02-11,Certification,H-2B,MN,2014-03-16,2014-12-01,Southview Designs Inc.,1875 E 50th St,,Inver Grove Heights,MN,55077,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,JONI SNOW,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,35,10.53,Hour,10.53,Hour
2669,H-400-14033-082365,2014-02-14,2014-02-02,Certification,H-2B,TX,2014-04-21,2015-01-16,"Port Enterprises, Ltd.",11303 Conroy Lane,,Manchaca,TX,78652,BENOUIS LAW OFFICE,KEMAL BENOUIS,MANCHACA,TX,47-3016,Helpers--Roofers,Laborer/Helper,40,12.2,Hour,12.2,Hour
2670,H-400-14048-412154,2014-03-03,2014-02-17,Certification,H-2B,MO,2014-04-01,2014-11-08,"TINSLEY'S AMUSEMENTS, INC.",1014 BOONESLICK RD.,"[MAIL: PO BOX 77, HIGH HILL, MO 63350]",HIGH HILL,MO,63350-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,12,400.0,Week,400.0,Week
2671,H-400-14017-397963,2014-02-05,2014-01-22,Partial Certification,H-2B,CO,2014-04-01,2014-12-31,"Sprung Construction, Inc.",3030 Walnut Street,,Denver,CO,80205,Friestad Law Firm,Shawn Friestad,San Diego,CA,39-2021,Nonfarm Animal Caretakers,Horse Groom,2,12.82,Hour,12.82,Hour
2672,H-400-14022-296045,2014-02-12,2014-01-22,Partial Certification,H-2B,MI,2014-04-28,2014-11-01,tdh & assoc inc,797 N. State st,,Saint Ignace,MI,49781,HELP,JOSEPH YOUNG,GOFFSTOWN,NH,37-2012,Maids and Housekeeping Cleaners,"MAIDS AND HOUSEKEEPING, CLEANERS",15,9.37,Hour,9.37,Hour
2673,H-400-14027-247605,2014-02-13,2014-01-30,Certification,H-2B,MA,2014-05-05,2014-10-14,THE WIANNO CLUB,107 SEA VIEW AVENUE,P.O. BOX 249,OSTERVILLE,MA,02655,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-3031,Waiters and Waitresses,LEAD SERVER,8,13.1,Hour,13.1,Hour
2674,H-400-14027-801880,2014-02-28,2014-02-06,Certification,H-2B,ME,2014-05-01,2014-11-01,"PREGO, LLC.",P.O. BOX 2026,50 SHORE ROAD,OGUNQUIT,ME,03907,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-3031,Waiters and Waitresses,WAITSTAFF,5,9.62,Hour,9.62,Hour
2675,H-400-14030-425974,2014-03-18,2014-03-04,Certification,H-2B,VA,2014-03-18,2014-12-21,Sunrise Landscape & Design,43813 Beaver Meadow Rd Suite 100,,Sterling,VA,20166,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,12,10.48,Hour,10.48,Hour
2676,H-400-14037-056297,2014-03-04,2014-02-07,Partial Certification,H-2B,FL,2014-03-04,2014-10-30,Coastal Hospitality LLC,12918 Hutchison Boulevard,,Panama City Beach,FL,32407,SilzerLaw Chartered,SCOT SILZER,Orlando,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,13,9.49,Hour,9.49,Hour
2677,H-400-14037-224069,2014-03-18,2014-03-04,Certification,H-2B,AK,2014-06-10,2014-10-31,"NIPPON SUISAN (U.S.A.), INC.",15400 N.E. 90TH STREET,SUITE 100,REDMOND,WA,98052-3507,Davis Wright Tremaine LLP,Richard Rawson,Seattle,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),1,10.0,Hour,10.0,Hour
2678,H-400-14008-547276,2014-01-27,2014-01-13,Certification,H-2B,MD,2014-03-01,2014-11-30,CLIP LAWN CARE LLC,218 W. PATRICK STREET,,FREDERICK,MD,21701,,,,,37-3011,Landscaping and Groundskeeping Workers,Lawn Maintenance Technician,17,10.15,Hour,10.15,Hour
2679,H-400-14009-275571,2014-01-23,2014-01-09,Certification,H-2B,NY,2014-04-01,2014-11-30,VILLAGE HARDWARE,32 NEWTOWN LANE,,EASTHAMPTON,NY,11937,MELINDA A RUBIN PC,MELINDA RUBIN,HAMPTON BAYS,NY,43-5081,Stock Clerks and Order Fillers,STOCK CLERK,3,12.03,Hour,12.03,Hour
2680,H-400-14009-362145,2014-01-23,2014-01-09,Certification,H-2B,MO,2014-04-01,2014-12-14,Concrete Aggregates LLC,5151 Highway 109,"P.O. Box 746; Eureka, MO 63025",Eureka,MO,63025,"Arthur G. Carr III, Esq.",Arthur Carr III,St. Louis,MO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,12.25,Hour,12.25,Hour
2681,H-400-14009-751526,2014-01-24,2014-01-10,Certification,H-2B,MA,2014-04-13,2014-12-06,"TRAVIS HOSPITALITY, INC.",225 ROUTE 28,,WEST YARMOUTH,MA,02673,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,CLEANERS,10,11.92,Hour,11.92,Hour
2682,H-400-14006-881372,2014-01-22,2014-01-06,Certification Expired,H-2B,NC,2014-02-14,2014-05-15,"GREEN-TEE GOLF, INC.",898 FRIEDMAN LANE,PO BOX 9434,PADUCAH,KY,42001,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,37-3011,Landscaping and Groundskeeping Workers,Landscaping & Groundskeepers Worker I,20,11.42,Hour,11.42,Hour
2683,H-400-14006-393435,2014-01-22,2014-01-06,Certification,H-2B,IN,2014-03-03,2014-11-28,"Tepe Environmental Services, Ltd",7021 Cleves Warsaw Road,,Cincinnati,OH,45233,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,10,9.75,Hour,9.75,Hour
2684,H-400-14010-767452,2014-02-12,2014-01-29,Certification,H-2B,NJ,2014-02-26,2014-12-19,West Slope Construction Inc,73 West Parkway,,Pompton Plains,NJ,07444,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,6,10.65,Hour,10.65,Hour
2685,H-400-14010-549007,2014-01-27,2014-01-13,Certification,H-2B,VA,2014-03-01,2014-12-12,Green Acres Lawn Care Inc,19090 Ebenezer Church Rd.,,Round Hill,VA,20141,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,24,10.41,Hour,10.41,Hour
2686,H-400-14010-513510,2014-02-07,2014-01-21,Certification,H-2B,AL,2014-04-01,2014-12-01,B & C Irrigation Systems,1919 Winchester Road,Suite C,Huntsville,AL,35811,LABORQUEST USA,Thomas Robinson,WELLINGTON,FL,37-3011,Landscaping and Groundskeeping Workers,LABORER,10,10.61,Hour,10.61,Hour
2687,H-400-14027-712291,2014-02-10,2014-01-27,Partial Certification,H-2B,MO,2014-04-05,2014-12-01,Metro Lawn Sprinklers,291 Indacom Dr.,,St. Peters,MO,63376,Labor Consultants International,Ginny Muilenburg,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,14,9.69,Hour,9.69,Hour
2688,H-400-14027-056699,2014-02-10,2014-01-27,Certification,H-2B,OH,2014-03-15,2014-12-15,New Vista Enterprises,2541 Milford Rd.,,University Hts.,OH,44118,SINTSIRMAS & MUELLER CO. L.P.A.,CAROLINE MUELLER,TWINSBURG,OH,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,8,12.05,Hour,12.05,Hour
2689,H-400-14014-163340,2014-01-28,2014-01-14,Certification,H-2B,MO,2014-03-15,2014-11-30,"Bunton & Meyer Tree Service, Inc.",1560 Fairview Ave.,,St. Louis,MO,63132,Amigos Labor Solutions,Robert Wingfield,Dallas,TX,37-3013,Tree Trimmers and Pruners,Tree Trimmer,6,11.9,Hour,11.9,Hour
2690,H-400-14015-167562,2014-02-10,2014-01-15,Certification,H-2B,OH,2014-04-01,2014-12-20,"Horizon Lawn Management, Inc.",7777 Wall Street,,Valley View,OH,44125,WORKFORCE ADVANTAGE,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,15,9.59,Hour,9.59,Hour
2691,H-400-14015-855937,2014-02-20,2014-01-29,Partial Certification,H-2B,KY,2014-03-05,2014-11-30,Hillenmeyer Nurseries Inc,2337 Sanderville Road,,Lexington,KY,40511,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Worker,72,9.29,Hour,9.29,Hour
2692,H-400-14013-178726,2014-02-18,2014-02-04,Certification,H-2B,MA,2014-05-01,2014-10-31,"76 MAIN STREET, LLC.",76 MAIN STREET,,NANTUCKET,MA,02554,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,4,11.92,Hour,11.92,Hour
2693,H-400-14016-831234,2014-02-12,2014-01-16,Denied,H-2B,OH,2014-03-15,2014-12-15,Brian Thompson Landscaping,995 Richmond Road,,Lyndhurst,OH,44124,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Installation and Maintenance Worker,0,12.05,Hour,12.05,Hour
2694,H-400-14016-873223,2014-01-30,2014-01-16,Certification,H-2B,CA,2014-02-03,2014-11-02,"Lipstick Prophets, Inc.",704 S. Spring St. Suite 301,,los Angeles,CA,90014,Labor Consultants International,Nicole Ward,Coeur d'Alene,ID,51-9031,"Cutters and Trimmers, Hand",Cutters and Trimmers,3,10.59,Hour,10.59,Hour
2695,H-400-14014-187060,2014-01-28,2014-01-14,Partial Certification,H-2B,PA,2014-03-03,2014-12-12,"The Land Crew, Inc.",721 W. Melissa Circle,,Yardley,PA,19067,LAW OFFICE OF STEVEN P. BARSAMIAN,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,13,14.04,Hour,14.04,Hour
2696,H-400-14017-570861,2014-02-03,2014-01-20,Certification,H-2B,MA,2014-05-01,2014-10-31,"PAMET RESTAURANT GROUP, INC.",17 TRURO CENTER ROAD,P.O. BOX 258,TRURO,MA,02652,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,35-2021,Food Preparation Workers,PREP COOK,6,10.93,Hour,10.93,Hour
2697,H-400-14008-589475,2014-02-21,2014-01-27,Certification,H-2B,CT,2014-03-15,2014-12-15,LAWNS ETC. LLC,1 FARVIEW RD,,BROOKFIELD,CT,06804,,,,,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,13,14.17,Hour,14.17,Hour
2698,H-400-14017-567271,2014-01-31,2014-01-17,Partial Certification,H-2B,PA,2014-02-18,2014-12-13,Bill Johnston Landscape Company,556 Davisville Road,,Willow Grove,PA,19090,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,10.0,Hour,10.0,Hour
2699,H-400-14037-380362,2014-03-07,2014-02-06,Withdrawn,H-2B,VA,2014-03-15,2014-11-15,"River Birch, Inc.",PO Box 159,5952 General Puller Way Hwy,Locust Hill,VA,23092,"PORTER LAW OFFICES, LLC",VINCENT PORTER,CHICAGO,IL,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,0,11.37,Hour,11.37,Hour
2700,H-400-14037-504210,2014-02-20,2014-02-06,Certification Expired,H-2B,MA,2014-05-15,2014-09-30,JETTIES BEACH INC.,4 BATHING BEACH ROAD,P.O. BOX 3464,NANTUCKET,MA,02554,,,,,35-2015,"Cooks, Short Order",SHORT ORDER COOK,10,12.55,Hour,12.55,Hour
2701,H-400-14037-979596,2014-03-04,2014-02-07,Partial Certification,H-2B,MA,2014-04-01,2014-12-20,MACAULEY BROTHERS INC.,84 PLEASANT STREET,,NORWELL,MA,02061,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORERS,12,15.13,Hour,15.13,Hour
2702,H-400-14037-725395,2014-03-18,2014-02-27,Certification,H-2B,PA,2014-04-01,2014-12-31,Nemacolin Resort and Spa,1001 Lafayette Drive,,Farmington,PA,15437,"ECKERT SEAMANS CHERIN & MELLOTT, LLC",KATHRYN MOORE,WASHINGTON,DC,35-3031,Waiters and Waitresses,Dining Room Attendant,30,9.58,Hour,9.58,Hour
2703,H-400-14037-775427,2014-02-20,2014-02-06,Certification,H-2B,OH,2014-04-01,2014-10-31,Criders Lawn Care LLC,145 Micks Street,,Greenup,KY,41144,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,8,8.87,Hour,8.87,Hour
2704,H-400-14037-732291,2014-02-20,2014-02-06,Certification,H-2B,NY,2014-04-01,2014-12-15,"Westchester Tree Life, Inc.",480-A King Street,,Chappaqua,NY,10514,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3013,Tree Trimmers and Pruners,Tree Trimmer,3,15.03,Hour,15.03,Hour
2705,H-400-14023-268368,2014-02-06,2014-01-23,Partial Certification,H-2B,LA,2014-03-15,2014-12-31,Bayouside Drive Seafood LLC,6025 Bayouside Drive,,Chauvin,LA,70344,Law Offices of Malvern C. Burnett,Malvern Burnett,New Orleans,LA,53-7064,"Packers and Packagers, Hand",SORTER/PACKER,9,9.64,Hour,9.64,Hour
2706,H-400-14024-696535,2014-02-07,2014-01-24,Certification,H-2B,LA,2014-02-27,2014-11-27,"Grasshopper Lawns, L.L.C.",58291 Hwy 433,Suite F,Slidell,LA,70460,BARBARA A. ARNOLD WATZKE ATTORNEY,BARBARA WATZKE,SLIDELL,LA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,12,10.5,Hour,10.5,Hour
2707,H-400-14024-573196,2014-02-07,2014-01-24,Certification,H-2B,VT,2014-04-01,2014-12-19,"Blue Chip Farms, LLC",807 Hoagerburgh Road,,Wallkill,NY,12589,"Friestad Law Firm, APC",Shawn Friestad,San Diego,CA,39-2021,Nonfarm Animal Caretakers,Horse Groom,3,10.97,Hour,10.97,Hour
2708,H-400-14023-274910,2014-02-06,2014-01-23,Certification,H-2B,UT,2014-04-01,2014-12-01,"Kappus Landscape Sprinkler, LLC.",2695 S. 600 W.,,Salt Lake City,UT,84115,"Anderson & Associates, P.C.",Joel Anderson,Aurora,CO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,9,13.52,Hour,13.52,Hour
2709,H-400-14024-016629,2014-02-10,2014-01-24,Certification,H-2B,MA,2014-05-01,2014-10-31,ISLAND GOURMET CORP,1 MAIN STREET,P.O. BOX 838,NANTUCKET,MA,02554,,,,,35-2014,"Cooks, Restaurant",COOK,4,14.49,Hour,14.49,Hour
2710,H-400-14004-644276,2014-01-17,2014-01-04,Partial Certification,H-2B,MI,2014-04-22,2014-10-31,"Mackinaw Seasonal Resorts, Inc.",701 South Huron Avenue,,Mackinaw City,MI,49701,"TIMOTHY J. O'LEARY, ATTORNEY AT LAW",TIMOTHY OLEARY,WASHINGTON,DC,35-9021,Dishwashers,Kitchen Helper,31,8.3,Hour,8.3,Hour
2711,H-400-14003-473514,2014-01-22,2014-01-07,Certification,H-2B,MA,2014-03-15,2014-12-15,"ISLAND CONCRETE FORM, LLC.",13 BAYBERRY LANE,,NANTUCKET,MA,02554,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,47-2061,Construction Laborers,CONSTRUCTION LABORER,3,16.83,Hour,16.83,Hour
2712,H-400-14008-320604,2014-01-22,2014-01-08,Certification,H-2B,AL,2014-01-22,2014-10-31,"LOS RANCHEROS, INC.",3662-F AIRPORT BLVD.,,MOBILE,AL,36608,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,51-9198,Helpers--Production Workers,HELPERS-PRODUCTION WORKERS,10,10.58,Hour,10.58,Hour
2713,H-400-14008-459281,2014-01-23,2014-01-08,Certification,H-2B,IL,2014-03-01,2014-12-31,"EL TORO BRAVO, INC.",2561 W. SPRINGFIELD AVE.,,CHAMPAIGN,IL,61821,"DATA PROCESSING SPECIALISTS, INC.",NORMA LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,10,8.97,Hour,8.97,Hour
2714,H-400-14008-854642,2014-01-23,2014-01-08,Certification,H-2B,DE,2014-04-01,2014-12-15,Tim F. Ritchey Racing Stables Inc.,535 Nottingham Road,,Elkton,MD,21921,,n/a n/a,,,39-2021,Nonfarm Animal Caretakers,Stable Attendant,4,10.37,Hour,10.37,Hour
2715,H-400-14007-646771,2014-01-21,2014-01-07,Certification,H-2B,ME,2014-04-15,2014-11-01,KENNEBUNKPORT RESORT COLLECTION,182 PORT ROAD,,KENNEBUNK,ME,04043,,,,,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,15,10.0,Hour,10.0,Hour
2716,H-400-14009-745308,2014-01-23,2014-01-09,Certification,H-2B,MA,2014-04-01,2014-12-01,Morin's Landscaping Inc.,301 Depot Road,,Hollis,NH,03049,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,30,10.49,Hour,10.49,Hour
2717,H-400-14009-681240,2014-02-03,2014-01-10,Partial Certification,H-2B,TX,2014-02-10,2014-11-28,SOUTHERN BOTANICAL INC,1525 HINTON ST.,,DALLAS,TX,75235,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,101,9.36,Hour,9.36,Hour
2718,H-400-14009-176650,2014-01-31,2014-01-17,Certification,H-2B,CA,2014-04-01,2014-10-31,Lahontan Golf Club,12700 Lodgetrail Dr.,,Truckee,CA,96161,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,10.31,Hour,10.31,Hour
2719,H-400-14009-002010,2014-02-07,2014-01-10,Partial Certification,H-2B,NC,2014-03-01,2014-12-01,"W.F. Atwell, Inc.",1235 Mooresville Road,,Kannapolis,NC,28081,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,48,9.19,Hour,9.19,Hour
2720,H-400-14009-615563,2014-01-27,2014-01-13,Certification,H-2B,MA,2014-04-20,2014-10-31,"TSA, INC.",33 OCEAN STREET,,HYANNIS,MA,02601,PEAK SEASON WORKFORCE,JOSEPH BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,5,11.92,Hour,11.92,Hour
2721,H-400-14016-735265,2014-01-30,2014-01-16,Certification,H-2B,LA,2014-04-15,2015-01-15,Martin Agricultural Repair Service,9419 East Old Spanish Trail,,Jeanerette,LA,70544,"Foreign Labor Solutions, L.L.C.",Jackie Mitchell,Baton Rouge,LA,49-3041,Farm Equipment Mechanics and Service Technicians,Farm Equipment Mechanics,6,16.43,Hour,16.43,Hour
