,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2561,C-08322-41822,2009-01-07 13:23:16,2008-11-17 00:00:00,PARTIAL CERTIFIED,NC,2009-02-15 00:00:00,2009-12-15 00:00:00,"RHODES BROTHERS PAVING, INC.",3033 HIGHLANDS ROAD,,FRANKLIN,NC,28734,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,MATERIAL HANDLER,29,7.78,HR,7.78,HR
2562,C-08322-41823,2008-12-31 16:01:27,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,TERRA CONSTRUCTION,300 PRICE LANE,,CLINTON,MO,64735,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",17,8.65,HR,8.66,HR
2563,C-08322-41824,2008-11-18 08:21:57,2008-11-17 00:00:00,PARTIAL CERTIFIED,FL,2008-12-15 00:00:00,2009-11-05 00:00:00,DILLS CONCESSIONS INC,1830 IRONWOOD COURT,,VENICE,FL,34293,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,AMUSEMENT PARK WORKER,15,8.07,HR,8.07,HR
2564,C-08322-41825,2008-12-31 14:32:17,2008-11-17 00:00:00,PARTIAL CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"CREATIVE SURROUNDINGS, INC.",1810 BUSINESS 70 WEST,,COLUMBIA,MO,65202,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",18,8.54,HR,8.56,HR
2565,C-08322-41826,2009-01-20 15:59:56,2008-11-17 00:00:00,CERTIFIED,NY,2009-02-23 00:00:00,2009-12-15 00:00:00,CARMINE LABRIOLA CONTRACTING CORP,200 JOHNSON RD.,,SCARSDALE,NY,10583,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",80,9.19,HR,9.65,HR
2566,C-08322-41828,2009-01-07 10:22:04,2008-11-17 00:00:00,PARTIAL CERTIFIED,MO,2008-12-13 00:00:00,2009-08-15 00:00:00,"MGM UNION, LLC","195 MEADOWBROOK DRIVE, 3-3",,BRANSON,MO,65616,JAY C. RUBY,600 PEACHTREE STREET N.E.,ATLANTA,GA,HOUSEKEEPER,33,7.75,HR,7.75,HR
2567,C-08322-41829,2009-03-06 11:41:22,2008-11-17 00:00:00,DENIED,NY,2009-02-20 00:00:00,2009-12-15 00:00:00,AMI INC,10 MAGENTA LANE,,EAST NORTHPORT,NY,11731,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",0,8.4,HR,8.4,HR
2568,C-08322-41830,2009-01-07 12:52:34,2008-11-17 00:00:00,CERTIFIED,VA,2009-02-15 00:00:00,2009-12-15 00:00:00,VIRGINIA IRRIGATION LLC,13100 JOHNNY MOORE LN,,CLIFTON,VA,20124,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",20,8.49,HR,8.49,HR
2569,C-08322-41831,2009-01-02 09:44:05,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"CONROY LAWN AND LANDSCAPE, LLC.",1971 BRIAFIELD DR.,,O'FALLON,MO,63367,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",15,8.65,HR,8.66,HR
2570,C-08322-41832,2009-03-06 16:25:10,2008-11-17 00:00:00,DENIED,NY,2009-02-20 00:00:00,2009-11-30 00:00:00,CRAIG JAMES SOCIA GARDEN DESIGN,P.O. BOX 2739,,EASTHAMPTON,NY,11937,MELINDA A RUBIN,"1 JACKSON AVE SOUTH, BUILD 1",HAMPTON BAYS,NY,"LABORER, LANDSCAPE",0,8.4,HR,8.46,HR
2571,C-08322-41833,2008-12-31 14:49:45,2008-11-17 00:00:00,CERTIFIED,AL,2009-02-01 00:00:00,2009-11-30 00:00:00,"PCH HOTELS & RESORTS, INC DBA RENAISSANCE MONTGOME",201 TALLAPOOSA STREET,,MONTGOMERY,AL,36104,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA STRICKLAND","8809 SWAMP FOX HWY. WEST, SUITE 102",TABOR CITY,NC,COOK,9,6.93,HR,9.0,HR
2572,C-08322-41834,2009-01-09 12:24:56,2008-11-17 00:00:00,CERTIFIED,NY,2009-02-21 00:00:00,2009-12-15 00:00:00,PROFESSIONAL TOUCH GARDENS & LANDSCAPING INC.,37 SHORE ROAD,,HAMPTON BAYS,NY,11946,MELINDA A RUBIN,"1 JACKSON AVE SOUTH, BUILD 1",HAMPTON BAYS,NY,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",2,8.4,HR,8.46,HR
2573,C-08322-41835,2009-01-15 16:45:38,2008-11-17 00:00:00,CERTIFIED,AL,2009-02-01 00:00:00,2009-11-30 00:00:00,"PCH HOTELS & RESORTS, INC DBA RENAISSANCE MONTGOME",201 TALLAPOOSA STREET,,MONTGOMERY,AL,36104,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA STRICKLAND","8809 SWAMP FOX HWY. WEST, SUITE 102",TABOR CITY,NC,"WAITER/WAITRESS, INFORMAL",25,6.55,HR,6.73,HR
2574,C-08322-41836,2008-12-31 15:25:29,2008-11-17 00:00:00,PARTIAL CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"RELIABLE LANDSCAPING & TREE CARE, INC.",5005 MATTIS ROAD,,ST. LOUIS,MO,63128,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",13,8.65,HR,8.66,HR
2575,C-08322-41837,2008-12-19 14:32:43,2008-11-17 00:00:00,PARTIAL CERTIFIED,MD,2009-02-01 00:00:00,2009-12-01 00:00:00,"EXEC-U-LAWN LANDSCAPE MANAGEMENT, INC.",P.O. BOX 2041,,BOWIE,MD,20718,WORKFORCE ADVANTAGE/ FERNANDO SAENZ,PO BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",25,8.49,HR,8.49,HR
2576,C-08322-41838,2008-12-11 10:39:29,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-02 00:00:00,2009-11-30 00:00:00,OAK HILL LAWNCARE AND LANDSCAPING,1839 SUSQUEHANNA HALL ROAD,,WHITEFORD,MD,21160,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",5,8.89,HR,8.89,HR
2577,C-08322-41839,2009-01-05 15:43:10,2008-11-17 00:00:00,PARTIAL CERTIFIED,MD,2009-02-13 00:00:00,2009-12-13 00:00:00,"ED'S PLANT WORLD, INC.",11811 BRANCH AVENUE,,BRANDYWINE,MD,20613,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",45,8.89,HR,8.89,HR
2578,C-08322-41840,2009-01-05 15:51:36,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-13 00:00:00,2009-12-13 00:00:00,"CLASSIC LAWN & LANDSCAPE, LTD",111 EARLS ROAD,,BALTIMORE,MD,21220,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",15,8.89,HR,8.89,HR
2579,C-08322-41841,2009-01-26 10:03:41,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-13 00:00:00,2009-12-01 00:00:00,"QUALITY ONE, INC.",1723 DETH'S FORD ROAD,,HAVRE DE GRACE,MD,21078,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",11,8.89,HR,8.89,HR
2580,C-08322-41842,2009-03-09 16:12:47,2008-11-17 00:00:00,DENIED,NY,2009-02-15 00:00:00,2009-12-15 00:00:00,LANDSCAPES BY LEONARD INC.,4 COLLINS DRIVE,,POUGHKEEPSIE,NY,12603,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",0,9.45,HR,9.45,HR
2581,C-08322-41843,2009-01-09 10:19:24,2008-11-17 00:00:00,CERTIFIED,PA,2009-02-16 00:00:00,2009-11-20 00:00:00,"DEL SUPPO, INC.",26 MCKEAN AVENUE,,DONORA,PA,15033,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,SURVEYOR HELPER,6,7.15,HR,9.15,HR
2582,C-08322-41844,2009-02-27 16:23:02,2008-11-17 00:00:00,CERTIFIED,LA,2009-02-16 00:00:00,2009-12-15 00:00:00,BNL ENTERPRISES LLC DBA U.S. LAWNS OF NEW ORLEANS,PO BOX 10223,,NEW ORLEANS,LA,70181,"THE LABOR COMPANY, AMANDA WRIGHT","417 S. MAIN STREET, SUITE 107",AMHERST,VA,"LABORER, LANDSCAPE",20,7.86,HR,7.86,HR
2583,C-08322-41845,2009-01-06 08:03:35,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-13 00:00:00,2009-12-13 00:00:00,"PORTER LANDSCAPING, INC.",9321 SNYDER LANE,,PERRY HALL,MD,21128,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",22,8.89,HR,8.89,HR
2584,C-08322-41846,2008-12-18 13:37:39,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-02 00:00:00,2009-12-01 00:00:00,WENTWORTH NURSERY,41170 OAKVILLE ROAD,,MECHANICSVILLE,MD,20659,WORKFORCE ADVANTAGE FERNANDO SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",30,8.76,HR,8.76,HR
2585,C-08322-41847,2009-01-09 18:05:15,2008-11-17 00:00:00,PARTIAL CERTIFIED,MD,2009-02-02 00:00:00,2009-11-30 00:00:00,"OUTDOOR CREATIONS LANDSCAPE  SERVICES, INC.",P.O. BOX 758,,WALDORF,MD,20604,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",15,8.49,HR,8.49,HR
2586,C-08322-41848,2009-01-06 15:27:37,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-14 00:00:00,2009-12-14 00:00:00,ECOLOGICAL DESIGN SOLUTIONS,11 PINEHURST TRAIL COURT,,MARYLAND HEIGHTS,MO,63043,TONG (TONY) GAO,THE LAW OFFICE OF TONY T.GAO,ST. LOUIS,MO,"LABORER, LANDSCAPE",4,8.65,HR,8.65,HR
2587,C-08322-41849,2008-12-31 15:13:20,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-10 00:00:00,2009-11-30 00:00:00,"T.E. WOOD FARMS, INC.",8647 DANGERFIELD PLACE,,CLINTON,MD,20735,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",18,8.49,HR,8.9,HR
2588,C-08322-41850,2009-01-06 11:08:17,2008-11-17 00:00:00,PARTIAL CERTIFIED,VA,2009-02-13 00:00:00,2009-12-13 00:00:00,GRELEN NURSERY INC.,11110 YAGER ROAD,,SOMERSET,VA,22972,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",11,9.39,HR,9.39,HR
2589,C-08322-41851,2008-12-30 09:19:02,2008-11-17 00:00:00,PARTIAL CERTIFIED,VA,2009-02-10 00:00:00,2009-12-10 00:00:00,"RSG LANDSCAPING & LAWN CARE, INC.",P.O. BOX 110,,CONCORD,VA,24538,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",70,8.13,HR,8.13,HR
2590,C-08322-41852,2009-02-18 10:11:54,2008-11-17 00:00:00,DENIED,LA,2009-02-20 00:00:00,2010-01-15 00:00:00,STERLING SUGARS INC.,611 IRISH BEND RD,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,"MAINTENANCE REPAIRER, INDUSTRIAL",0,8.27,HR,9.02,HR
2591,C-08322-41853,2008-12-18 13:49:35,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-02 00:00:00,2009-11-02 00:00:00,CARNIE'S LAWN CARE,2309 CHANTAWAY COURT,,BEL AIR,MD,21015,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",6,8.89,HR,8.89,HR
2592,C-08322-41854,2009-01-05 15:41:49,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-13 00:00:00,2009-12-13 00:00:00,"MAXALEA, INC.",900 OAK HILL ROAD,,BALTIMORE,MD,21239,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",40,8.89,HR,8.89,HR
2593,C-08322-41855,2009-02-19 09:25:10,2008-11-17 00:00:00,DENIED,LA,2009-02-20 00:00:00,2010-01-15 00:00:00,"STERLING SUGARS, INC.",611 IRISH BEND RD.,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,"MAINTENANCE REPAIRER, INDUSTRIAL",0,8.27,MTH,9.02,MTH
2594,C-08322-41856,2009-01-05 16:22:33,2008-11-17 00:00:00,PARTIAL CERTIFIED,WV,2009-02-13 00:00:00,2009-12-13 00:00:00,"KALARAMA, INC.",P.O. BOX 459,,ONA,WV,25545,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",11,7.29,HR,7.5,HR
2595,C-08322-41857,2009-01-05 15:26:29,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-13 00:00:00,2009-12-13 00:00:00,"BONTANICA ENTERPRISES, INC.",350 SOUTH MULBERRY ST,,HAGERSTOWN,MD,21740,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",20,8.12,HR,9.0,HR
2596,C-08322-41858,2008-12-24 16:31:13,2008-11-17 00:00:00,PARTIAL CERTIFIED,MD,2009-02-02 00:00:00,2009-11-30 00:00:00,"DREAM GARDEN LANDSCAPE, INC",13211 DUMBARTON DRIVE,,ROCKVILLE,MD,20853,VICTOR A. CUCO LAW OFFICE OF VICTOR A. CUCO,"3300 N. FAIRFAX DRIVE, SUITE 222",ARLINGTON,VA,"LABORER, LANDSCAPE",5,8.89,HR,9.0,HR
2597,C-08322-41859,2009-02-18 09:28:05,2008-11-17 00:00:00,DENIED,LA,2009-02-20 00:00:00,2010-01-15 00:00:00,STERLING SUGARS INC.,611 IRISH BEND RD.,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,"MAINTENANCE REPAIRER, INDUSTRIAL",0,8.27,HR,9.02,HR
2598,C-08322-41860,2009-02-19 09:06:11,2008-11-17 00:00:00,DENIED,LA,2009-02-20 00:00:00,2010-01-15 00:00:00,STERLING SUGARS INC.,611 IRISH BEND RD,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,"MAINTENANCE REPAIRER, INDUSTRIAL",0,8.27,HR,9.02,HR
2599,C-08322-41861,2008-12-18 13:57:05,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-02 00:00:00,2009-12-01 00:00:00,"MCHALE AND MCHALE LANDSCAPE DESIGN, INC.",6212 LEAPLEY RD.,,UPPER MARLBORO,MD,20772,WORKFORCE ADVANTAGE / FERNANDO SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",35,8.89,HR,8.89,HR
2600,C-08322-41862,2009-01-13 13:42:18,2008-11-17 00:00:00,PARTIAL CERTIFIED,VA,2009-03-01 00:00:00,2009-12-31 00:00:00,"LITTLE RIVER SEAFOOD, INC.",440 ROCK TOWN ROAD,,REEDVILLE,VA,22539,"MAS LABOR H2B, LLC  ELIZABETH  WHITLEY",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,"FISH CHOPPER, GANG KNIFE",65,6.55,WK,6.55,WK
2601,C-08322-41863,2009-01-05 15:34:22,2008-11-17 00:00:00,PARTIAL CERTIFIED,MD,2009-02-12 00:00:00,2009-12-11 00:00:00,"GREEN ANGELS LANDSCAPING, LLC",10457 WATERFOWL TERRACE,,COLUMBIA,MD,21044,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",13,8.89,HR,8.89,HR
2602,C-08322-41864,2009-01-05 15:25:44,2008-11-17 00:00:00,CERTIFIED,MD,2009-02-13 00:00:00,2009-12-13 00:00:00,BMS LAWN & LANDSCAPE,7521 NORWOOD AVE.,,SYKESVILLE,MD,21784,"MAS LABOR H2B, LLC  ELIZABETH  WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",11,8.89,HR,8.89,HR
2603,C-08322-41865,2009-01-09 11:29:20,2008-11-17 00:00:00,PARTIAL CERTIFIED,NY,2009-02-19 00:00:00,2009-11-30 00:00:00,"CUSTOM LAWNSCAPES, INC.",P.O. BOX 2251,,SYRACUSE,NY,13220,"MASLABOR H2B, LLC",ELIZABETH WHITLEY,LOVINGSTON,VA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",11,8.01,HR,8.01,HR
2604,C-08322-41866,2009-02-06 12:51:58,2008-11-17 00:00:00,DENIED,MT,2009-02-01 00:00:00,2009-12-01 00:00:00,"HOSPITALITY & CATERING MANAGEMENT SERVICES, INC.",980 N. MICHIGAN AVE,SUITE 1080,CHICAGO,IL,60611,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE 1",ASTORIA,NY,FAST FOODS WORKER,0,6.86,HR,7.19,HR
2605,C-08323-41867,2008-12-29 16:05:20,2008-11-17 00:00:00,PARTIAL CERTIFIED,VA,2009-02-08 00:00:00,2009-12-08 00:00:00,"EVERGREEN LAWN MAINTENANCE, INC",300 GREENBAY ROAD,,CHATHAM,VA,24531,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",15,8.1,HR,8.1,HR
2606,C-08323-41868,2009-01-05 16:10:24,2008-11-17 00:00:00,PARTIAL CERTIFIED,VA,2009-02-13 00:00:00,2009-12-13 00:00:00,"HAYMORE LANDSCAPING, INC.",2720 FRANKLIN TURNPIKE,,DANVILLE,VA,24540,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",20,7.69,HR,7.69,HR
2607,C-08323-41869,2008-12-31 14:18:58,2008-11-17 00:00:00,CERTIFIED,IN,2009-02-09 00:00:00,2009-11-20 00:00:00,NATURE'S PARTNER,P.O. BOX 361141,,INDIANAPOLIS,IN,46236,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",23,7.99,HR,7.99,HR
2608,C-08323-41870,2009-01-05 15:36:06,2008-11-17 00:00:00,CERTIFIED,VA,2009-02-13 00:00:00,2009-11-30 00:00:00,"HRC, INCORPORATED",2813 CATAWBA ROAD,,BLACKSBURG,VA,24060,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,ROOFER,14,9.91,HR,9.91,HR
2609,C-08323-41871,2009-01-12 11:17:41,2008-11-17 00:00:00,CERTIFIED,VA,2009-02-13 00:00:00,2009-12-11 00:00:00,"KT ENTERPRISES, INC.",43571 JOHM MOSBY HIGHWAY,,CHANTILLY,VA,20152,"MASLABOR H2B, LLC ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",50,8.49,HR,8.49,HR
2610,C-08323-41872,2008-12-22 15:43:52,2008-11-18 00:00:00,PARTIAL CERTIFIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,HYATT REGENCY LOST PINES RESORT & SPA,575 HYATT RESORT DRIVE,,LOST PINES,TX,78612,SONIA QUIGLEY  INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,"LABORER, LANDSCAPE",20,,,,
2611,C-08323-41873,2008-12-31 12:42:47,2008-11-18 00:00:00,PARTIAL CERTIFIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,HYATT REGENCY HILL COUNTRY RESORT AND SPA,9800 HYATT  RESORT DR.,,SAN ANTONIO,TX,78251,SONIA QUIGLEY  INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,HOUSEKEEPER,40,6.55,HR,7.25,HR
2612,C-08323-41874,2009-01-05 16:14:46,2008-11-18 00:00:00,CERTIFIED,TX,2009-02-02 00:00:00,2009-12-01 00:00:00,MANUEL MANRIQUE CONSTRUCTION,10414 STEUBEN,,SAN ANTONIO,TX,78230,BELINDA RODRIGUEZ  PRO SERVICE,6326 SOVEREIGN SUITE 100,SAN ANTONIO,TX,COOPER HELPER,16,8.65,HR,8.65,HR
2613,C-08323-41875,2009-01-14 16:03:08,2008-11-18 00:00:00,CERTIFIED,TX,2009-02-02 00:00:00,2009-10-30 00:00:00,LA COSTENITA DISTRIBUIDOR INC.,2002 E. 4TH STREET,,AUSTIN,TX,78702,DARIA GUTIERREZ,1648 E. 6TH STREET,AUSTIN,TX,"SALES REPRESENTATIVE, DOOR TO DOOR",30,7.7,HR,9.18,HR
2614,C-08323-41876,2008-12-22 15:53:15,2008-11-18 00:00:00,CERTIFIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,HYATT REGENCY LOST PINES RESORT AND SPA,575 HYATT RESORT DRIVE,,LOST PINES,TX,78612,SONIA QUIGLEY  INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,KITCHEN HELPER,20,6.55,HR,7.75,HR
2615,C-08323-41877,2009-02-04 13:51:33,2008-11-18 00:00:00,DENIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,HYATT REGENCY HILL COUNTRY RESORT AND SPA,9800 HYATT RESORT DR.,,SAN ANTONIO,TX,78251,SONIA QUIGLEY INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,"LABORER, LANDSCAPE",0,7.45,HR,8.0,HR
2616,C-08323-41878,2009-01-16 17:43:42,2008-11-18 00:00:00,CERTIFIED,NC,2009-02-13 00:00:00,2009-12-13 00:00:00,"CLARK PAVEMENT MARKING, INC.",1096 INVESTMENT BLVD.,,APEX,NC,27502,TAMMY V. ALECIO BILINGUAL HR CONSULTANTS INC.,PO BOX 5644,CARY,NC,CONSTRUCTION WORKER I,25,9.95,HR,10.76,HR
2617,C-08323-41879,2009-01-09 11:23:39,2008-11-17 00:00:00,CERTIFIED,LA,2009-01-01 00:00:00,2009-10-31 00:00:00,MARUCCI BAT COMPANY,5818 MCCANN DR.,,BATON ROUGE,LA,70809,"THOMPSON LEGAL SERVICES, PC.",11934 COURSEY BLVD. SUITE C.,BATON ROUGE,LA,LACER,5,8.16,HR,8.16,HR
2618,C-08323-41880,2009-01-07 15:52:38,2008-11-18 00:00:00,PARTIAL CERTIFIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,HYATT REGENCY HILL COUNTRY RESORT AND SPA,9800 HYATT RESORT DR.,,SAN ANTONIO,TX,78251,SONIA QUIGLEY,INTERNATIONAL TRAINEE NETWORK,LOS ANGELES,CA,KITCHEN HELPER,12,6.55,HR,6.75,HR
2619,C-08323-41881,2009-01-09 16:59:23,2008-11-18 00:00:00,CERTIFIED,CA,2008-12-15 00:00:00,2009-10-15 00:00:00,POLO ADVENTURES,"2658 DEL MAR HEIGHTS RD., #185",,DEL MAR,CA,92014,"MARTIN J. ARBURUA, ESQ.",MJA ATTORNEYS AT LAW,LAGUNA NIGUEL,CA,ANIMAL CARETAKER,6,8.29,HR,9.11,HR
2620,C-08323-41882,2008-12-17 09:07:45,2008-11-18 00:00:00,CERTIFIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,"GRESS LANDSCAPING, INC.","8951 HARVEST OAKS DR., SUITE 205",,RALEIGH,NC,27615,TAMMY  ALECIO BILINGUAL HR CONSULTANTS INC.,PO BOX 5644,CARY,NC,LANDSCAPE GARDENER,20,7.96,HR,7.96,HR
2621,C-08323-41883,2008-12-22 16:14:49,2008-11-18 00:00:00,CERTIFIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,HYATT REGENCY HILL COUNTRY RESORT AND SPA,9800 HYATT  RESORT DR.,,SAN ANTONIO,TX,78251,SONIA QUIGLEY INTERNATIONAL TRAINEE NETWORK,3325 WILSHIRE BLVD.,LOS ANGELES,CA,COOK,7,7.32,HR,8.0,HR
2622,C-08323-41884,2009-03-06 11:24:00,2008-11-18 00:00:00,DENIED,CO,2009-02-15 00:00:00,2009-11-30 00:00:00,"NATURE'S PALLET CUSTOM LANDSCAPE & DESIGN, INC.",2060 ROBB ST,,LAKEWOOD,CO,80215,,,,,"LABORER, LANDSCAPE",0,8.92,HR,8.92,HR
2623,C-08323-41885,2009-01-07 13:29:51,2008-11-17 00:00:00,CERTIFIED,LA,2009-02-15 00:00:00,2009-12-15 00:00:00,"GO-DEVIL MANUFACTURES OF LOUISIANA, INC.",18649 WOMACK RD.,,BATON ROUGE,LA,70817,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, CONSTRUCTION OR LEAK GANG",11,8.16,HR,8.16,HR
2624,C-08323-41886,2009-01-06 10:56:22,2008-11-18 00:00:00,CERTIFIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,"FRED ADAMS PAVING CO,. INC.",118 INTERNATIONAL DRIVE STE 101,,MORRISVILLE,NC,27511,TAMMY  ALECIO BILINGUAL HR CONSULTANTS INC.,PO BOX 5644,CARY,NC,LANDSCAPE GARDENER,35,7.96,HR,8.25,HR
2625,C-08323-41887,2009-02-09 11:13:12,2008-11-18 00:00:00,DENIED,FL,2009-02-01 00:00:00,2009-11-30 00:00:00,"ROYAL PALM BUSINESS MGMT, LLC","2316 PINE RIDGE ROAD, UNIT 457",,NAPLES,FL,34109,,,,,LAUNDRY WORKER I,0,8.09,HR,8.09,HR
