,CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2877,H-400-12320-614829,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,MN,2013-04-01 00:00:00,2013-12-01 00:00:00,Rhone Racing,811 Satinleaf Ave,,Oldsmar,FL,34677,Craig McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Horse Groom,9,9.55,Hour,9.55,Hour
2878,H-400-12338-298042,2013-02-21 00:00:00,2013-02-06 00:00:00,Partial Certified,H-2B,FL,2013-04-01 00:00:00,2013-12-15 00:00:00,Florida Lawns Inc.,6424 NW 18th Dr.,,Gainesville,FL,32653,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,8.08,Hour,8.08,Hour
2879,H-400-12361-967989,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MD,2013-04-01 00:00:00,2013-12-01 00:00:00,Chapingo LLC,1199-A Schaffer Drive,,Frederick,MD,21702,MORRIS DEUTSCH,WASHINGTON,DC,37-3013,Tree Trimmers and Pruners,Tree Care Technician,1,15.84,Hour,15.84,Hour
2880,H-400-13007-297663,2013-02-21 00:00:00,2013-01-24 00:00:00,Denied,H-2B,NJ,2013-03-18 00:00:00,2013-12-21 00:00:00,CHOPPERS LANDSCAPING AND MASONRY INC.,523 MILTONIA STREET,,LINDEN,NJ,07036,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaper,0,10.0,Hour,10.0,Hour
2881,H-400-13009-886035,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,TX,2013-05-01 00:00:00,2013-12-15 00:00:00,Milt's Seafood Plant Inc.,1414 7th Street,"P.O. Box 895, Port Bolivar, TX 77650",Port Bolivar,TX,77650,BRANDI COWAN,BAY CITY,TX,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Production Laborers,6,8.23,Hour,8.23,Hour
2882,H-400-13014-575395,2013-02-21 00:00:00,2013-01-28 00:00:00,Partial Certified,H-2B,NC,2013-04-01 00:00:00,2013-12-31 00:00:00,"Davis Landscape Ltd, Inc.",60 Rupert Road,,Raleigh,NC,27603,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers,33,8.950000000000001,Hour,8.950000000000001,Hour
2883,H-400-13022-837235,2013-02-21 00:00:00,2013-01-22 00:00:00,Partial Certified,H-2B,NC,2013-04-01 00:00:00,2013-11-29 00:00:00,"Greenscape Services, Inc.",714 Old Montezuma Rd.,,Newland,NC,28657,Nicole Ward,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscape Workers,32,8.39,Hour,8.39,Hour
2884,H-400-13022-807319,2013-02-21 00:00:00,2013-01-22 00:00:00,Denied,H-2B,WA,2013-02-15 00:00:00,2013-08-15 00:00:00,Buddhist Cultural Center of Northwest,6924 42nd Ave South,,Seattle,WA,,,,,27-1025,Interior Designers,Fresco Interior Designers,0,800.0,Month,800.0,Month
2885,H-400-13022-039788,2013-02-21 00:00:00,2013-01-22 00:00:00,Certified,H-2B,NJ,2013-02-21 00:00:00,2013-12-15 00:00:00,Amatos Nursery & Landscaping Inc Co,47 Deans Rhode Hall Road,,Monmouth Junction,NJ,08858,Patricia Sowards,Lexington,KY,37-3011,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping,5,8.56,Hour,8.56,Hour
2886,H-400-13022-197237,2013-02-21 00:00:00,2013-01-23 00:00:00,Denied,H-2B,IL,2013-02-15 00:00:00,2013-12-15 00:00:00,T. Landscaping Corporation,104 Woodlawn Drive,,Mundelein,IL,60060,CHARLES CUI,CHICAGO,IL,37-3011,Landscaping and Groundskeeping Workers,Landscaper,0,9.25,Hour,9.25,Hour
2887,H-400-13023-269747,2013-02-21 00:00:00,2013-01-31 00:00:00,Withdrawn,H-2B,VA,2013-05-20 00:00:00,2013-09-30 00:00:00,"AMERICAN POOL ENTERPRISES, INC.","11515 CRONRIDGE DRIVE, SUITE Q",,OWINGS MILLS,MD,21117,,,,33-9092,"Lifeguards, Ski Patrol, and Other Recreational",Lifeguard Supervisor,0,11.09,Hour,11.09,Hour
2888,H-400-13023-589131,2013-02-21 00:00:00,2013-01-23 00:00:00,Partial Certified,H-2B,VA,2013-02-21 00:00:00,2013-11-01 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,58,8.99,Hour,8.99,Hour
2889,H-400-13024-633317,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-15 00:00:00,"Vista Maintenance Services, Inc.",215 Morton Ave.,Suite A,Folsom,PA,19033,THOMAS ROBINSON,WELLINGTON,FL,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,9.22,Hour,9.22,Hour
2890,H-400-13024-178769,2013-02-21 00:00:00,2013-01-24 00:00:00,Certified,H-2B,AR,2013-04-10 00:00:00,2013-11-01 00:00:00,Progressive Solutions LLC,PO Box 1130,106 West College Ave,Marshall,AR,72650,,,,45-4011,Forest and Conservation Workers,Foreman Brush Clearing Crew (SCA 08010),10,14.0,Hour,14.0,Hour
2891,H-400-13024-095599,2013-02-21 00:00:00,2013-01-24 00:00:00,Certified,H-2B,AR,2013-04-19 00:00:00,2013-11-01 00:00:00,Progressive Solutions LLC,PO Box 1130,106 West College Ave,Marshall,AR,72650,,,,45-4011,Forest and Conservation Workers,Foreman Brush Clearing Crew (SCA 08010),16,14.0,Hour,14.0,Hour
2892,H-400-13024-558505,2013-02-21 00:00:00,2013-01-24 00:00:00,Partial Certified,H-2B,UT,2013-04-01 00:00:00,2014-01-31 00:00:00,Summitt Forests Inc.,5065 S. Pacific Hwy,,Phoenix,OR,97535,Stephen Ward,Coeur d'Alene,ID,45-4011,Forest and Conservation Workers,Forestry Worker,77,11.96,Hour,11.96,Hour
2893,H-400-13024-336312,2013-02-21 00:00:00,2013-01-24 00:00:00,Certified,H-2B,NJ,2013-03-01 00:00:00,2013-12-15 00:00:00,CLINTAR NEW JERSEY,PO BOX 294,215 WOODWARD ROAD,PERRINEVILLE,NJ,08535,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,18,9.5,Hour,9.5,Hour
2894,H-400-13024-293450,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,NY,2013-02-21 00:00:00,2013-11-15 00:00:00,Hidden Brook Farm LP,471 Hibernia Road,,Salt Point,NY,12578,Jeffrey Devore,PALM BEACH GARDENS,FL,39-2021,Nonfarm Animal Caretakers,Horse Show Groom,1,10.85,Hour,10.85,Hour
2895,H-400-13024-364047,2013-02-21 00:00:00,2013-01-24 00:00:00,Denied,H-2B,FL,2013-03-01 00:00:00,2013-11-01 00:00:00,"ACADEMY OF HOSPITALITY SERVICES, LLC",415 Richard Jackson Blvd,Suite 207,Panama City Beach,FL,32407,RICHARD ALVOID,PENSACOLA,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,8.25,Hour,8.25,Hour
2896,H-400-13025-705808,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,MS,2013-03-01 00:00:00,2013-12-31 00:00:00,DOS HERMANOS INC.,920 CEDAR LAKE ROAD STE. E1,,BILOXI,MS,39532,LINDA PEREZ,BROWNSVILLE,TX,35-2021,Food Preparation Workers,FOOD PREPARATION WORKER,6,8.36,Hour,8.36,Hour
2897,H-400-13025-004757,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,MS,2013-03-01 00:00:00,2013-12-31 00:00:00,EL SALTILLO INC.,3100 BIENVILLE BLVD. #78,,OCEAN SPRINGS,MS,39564,LINDA PEREZ,BROWNSVILLE,TX,35-2021,Food Preparation Workers,FOOD PREPARATION WORKER,5,8.28,Hour,8.28,Hour
2898,H-400-13025-732626,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,TN,2013-03-01 00:00:00,2013-12-31 00:00:00,3 J'S INC.,1340 W. MAIN ST.,,FRANKLIN,TN,37064,LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,6,8.700000000000001,Hour,8.700000000000001,Hour
2899,H-400-13025-181545,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,NC,2013-04-08 00:00:00,2013-11-15 00:00:00,"Aurora Packing Company, Incorporated",PO Box 354,655 Second Street,Aurora,NC,27806,,,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Picker,21,2.35,Piece Rate,2.35,Piece Rate
2900,H-400-13025-951499,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,TX,2013-03-01 00:00:00,2013-12-31 00:00:00,"JAL-MEX, INC.",614 E. VALENTINE ST.,,TYLER,TX,75702,LINDA PEREZ,BROWNSVILLE,TX,35-3021,"Combined Food Preparation and Serving Workers,",FOOD SERVICE WORKER,5,8.36,Hour,8.36,Hour
2901,H-400-13025-243465,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,NY,2013-04-01 00:00:00,2013-12-15 00:00:00,Creative Stone Designs,218 Gilchrist Rd.,,Argyle,NY,12809,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,Landscape Construction,10,12.57,Hour,12.57,Hour
2902,H-400-13025-831509,2013-02-21 00:00:00,2013-01-25 00:00:00,Certified,H-2B,WY,2013-04-01 00:00:00,2013-11-30 00:00:00,I.S.T. Global LLC,PO Box 2679,,Jackson,WY,83001,GLENN MANDEL,EGG HARBOR,WI,43-5081,Stock Clerks and Order Fillers,Sales Clerk,11,9.74,Hour,9.74,Hour
2903,H-400-13028-053524,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,OK,2013-02-21 00:00:00,2013-12-04 00:00:00,"CARSON & BARNES CIRCUS CO., INC.",2694 E. 2070 RD.,"[MAIL:PO BOX J, HUGO, OK 74743]",HUGO,OK,74743-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ci,40,317.6,Week,317.6,Week
2904,H-400-13029-515552,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,MN,2013-04-01 00:00:00,2013-12-01 00:00:00,Francisco J. Bravo,3216 N. US Hwy 177,,Sulphur,OK,73086,Craig McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Horse Grooms,5,9.55,Hour,9.55,Hour
2905,H-400-13030-863613,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MA,2013-05-07 00:00:00,2013-10-31 00:00:00,"THE LIGHTHOUSE INN, INC.",1 LIGHTHOUSE INN ROAD,P.O. BOX 128,WEST DENNIS,MA,02670,Matthew Lee,Boston,MA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,12,9.24,Hour,9.24,Hour
2906,H-400-13030-881703,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MA,2013-05-07 00:00:00,2013-10-31 00:00:00,"THE LIGHTHOUSE INN, INC.",1 LIGHTHOUSE INN ROAD,P.O. BOX 128,WEST DENNIS,MA,02670,Matthew Lee,Boston,MA,35-9021,Dishwashers,Dishwashers,8,8.66,Hour,8.66,Hour
2907,H-400-13030-195157,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MA,2013-05-01 00:00:00,2013-10-31 00:00:00,OCEAN EDGE RESORT LIMITED PARTNERSHIP,2907 MAIN STREET,,BREWSTER,MA,02631,MATTHEW LEE,BOSTON,MA,35-3031,Waiters and Waitresses,Servers,20,9.39,Hour,9.39,Hour
2908,H-400-13030-776705,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,,2013-04-01 00:00:00,2013-12-01 00:00:00,"A-1 Snow Removal & Lawn Care, Inc.","P. O. Box 2556, Ann Arbor, MI 48106",4419 Concourse Drive,Ann Arbor,MI,48108,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers,9,9.16,Hour,9.16,Hour
2909,H-400-13031-744732,2013-02-21 00:00:00,2013-02-07 00:00:00,Partial Certified,H-2B,FL,2013-04-01 00:00:00,2013-12-15 00:00:00,"Landcare Landscaping, Inc.",6767 S. Lois Ave.,,Tampa,FL,33616,Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborers,37,8.44,Hour,8.44,Hour
2910,H-400-13031-282785,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,TN,2013-04-01 00:00:00,2013-12-31 00:00:00,Kiesner Training,3418 Miser Station Rd.,,Louisville,TN,37777,Craid McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Show Horse Groom,3,8.74,Hour,8.74,Hour
2911,H-400-13036-634532,2013-02-21 00:00:00,2013-02-07 00:00:00,Partial Certified,H-2B,MA,2013-05-01 00:00:00,2013-11-17 00:00:00,"WEQUASSETT INN, LLP",ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,02633,Matthew Lee,Boston,MA,43-4081,"Hotel, Motel, and Resort Desk Clerks",Overnight Desk Clerks,3,9.66,Hour,9.66,Hour
2912,H-400-13036-984019,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,AR,2013-04-01 00:00:00,2013-12-31 00:00:00,Arkansas Soccer Club,#1 Oakmont Ct,,Little Rock,AR,72212,George Ernst,Little Rock,AR,27-2022,Coaches and Scouts,Assistant Director of Soccer Coaching,1,14.96,Hour,14.96,Hour
2913,H-400-13037-083124,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,RI,2013-05-01 00:00:00,2013-10-14 00:00:00,ALLISON BROWN-PADIEN INC,PO BOX 753,ONE CORN NECK ROAD,BLOCK ISLAND,RI,02807,,,,51-3011,Bakers,baker,1,10.75,Hour,10.75,Hour
2914,H-400-13037-674007,2013-02-21 00:00:00,2013-02-06 00:00:00,Withdrawn,H-2B,SD,2013-04-15 00:00:00,2013-11-15 00:00:00,Regency CSP Ventures LP,3211 W Secore,,Sioux Falls,SD,57107,Craig McDougal,NORMAN,OK,35-2021,Food Preparation Workers,Food Prep Worker,0,8.120000000000001,Hour,8.120000000000001,Hour
2915,H-400-13037-389444,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MA,2013-05-01 00:00:00,2013-10-20 00:00:00,ISLAND INN CORPORATION,10 CLIFF ROAD,,NANTUCKET,MA,02554,Matthew Lee,Boston,MA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,4,11.450000000000001,Hour,11.450000000000001,Hour
2916,H-400-13037-099907,2013-02-21 00:00:00,2013-02-06 00:00:00,Partial Certified,H-2B,ME,2013-05-01 00:00:00,2013-11-30 00:00:00,PORTLAND HARBOR HOTEL,468 FORE STREET,,PORTLAND,ME,04101,,,,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,9,8.950000000000001,Hour,8.950000000000001,Hour
2917,H-400-13037-955055,2013-02-21 00:00:00,2013-02-06 00:00:00,Certified,H-2B,NY,2013-05-01 00:00:00,2013-11-15 00:00:00,HAMPTONS HOME SERVICES INC,P.O. BOX 1387,5 PRESIDENTS ST,EASTHAMPTON,NY,11937,MELINDA RUBIN,HAMPTON BAYS,NY,37-2012,Maids and Housekeeping Cleaners,HOUSE CLEANER,1,11.14,Hour,11.14,Hour
2918,H-400-13037-468180,2013-02-21 00:00:00,2013-02-07 00:00:00,Partial Certified,H-2B,,2013-03-19 00:00:00,2013-11-15 00:00:00,"FAMILY ATTRACTIONS AMUSEMENTS, LLC",8491 HIGHWAY 84,"[MAILING: 1709A GORNTO RD #379,VALDOSTA, GA 31601]",QUITMAN,GA,31643-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,27,319.2,Week,319.2,Week
2919,H-400-13037-364166,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,MD,2013-03-01 00:00:00,2013-12-21 00:00:00,Larson's Tree Service & Landscaping Ltd.,741 Leeds Rd.,Mailing: P.O. Box 168 Childs MD  21916,Elkton,MD,21921,Elizabeth Whitley,LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,5,9.16,Hour,9.16,Hour
2920,H-400-13038-127858,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,VA,2013-03-01 00:00:00,2013-12-20 00:00:00,"Basnight Land & Lawn, Inc.",2525 Sign Pine Road,,Chesapeake,VA,23322,Barry Rowell,Virginia Beach,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,80,8.1,Hour,8.1,Hour
2921,H-400-13038-451422,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,ME,2013-05-02 00:00:00,2013-11-13 00:00:00,"ANCHORAGE MOTOR INN OF OGUNQUIT, INC.",PO BOX 2406,125 SHORE ROAD,OGUNQUIT,ME,03907,JANE BISHOP,MASHPEE,MA,51-6011,Laundry and Dry-Cleaning Workers,LAUNDRY WORKERS,4,8.26,Hour,8.26,Hour
2922,H-400-13038-567841,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,MN,2013-03-15 00:00:00,2013-12-15 00:00:00,L&K Tree & Shrub Inc,3240 Iffert Ave NE,3333 Iffert Ave. NE,St Michael,MN,55376,Sarah Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,16,9.63,Hour,9.63,Hour
2923,H-400-13038-859046,2013-02-21 00:00:00,2013-02-07 00:00:00,Partial Certified,H-2B,FL,2013-04-01 00:00:00,2013-12-01 00:00:00,"The Lawn Ranger of St. Augustine, Inc.",1660 State Rd. 16,,St. Augustine,FL,32084,Nicole Ward,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,13,8.32,Hour,8.32,Hour
2924,H-400-13038-943576,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,ME,2013-05-02 00:00:00,2013-11-13 00:00:00,"ANCHORAGE MOTOR INN OF OGUNQUIT, INC.",PO BOX 2406,125 SHORE ROAD,OGUNQUIT,ME,03907,JANE BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPERS,30,8.24,Hour,8.24,Hour
2925,H-400-13038-706923,2013-02-21 00:00:00,2013-02-07 00:00:00,Partial Certified,H-2B,TX,2013-04-01 00:00:00,2014-01-31 00:00:00,"Southern Refractories, Inc.",880 Davis Blvd.,Suite A,Southlake,TX,76092,Robert Wingfield,DALLAS,TX,49-9045,"Refractory Materials Repairers, Except Brickmasons",Refractory Worker,21,19.0,Hour,19.0,Hour
2926,H-400-13038-491395,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,MI,2013-04-01 00:00:00,2013-10-20 00:00:00,"ELLIOTT'S AMUSEMENTS, LLC",1985 S. MERIDIAN RD,"[MAIL: PO BOX 236, MASON, MI 48854]",MASON,MI,48854-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,23,322.8,Week,322.8,Week
2927,H-400-13038-254489,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,TX,2013-02-21 00:00:00,2013-12-13 00:00:00,"Commercial Consolidated, Inc.",10265 Highway 29 West,,Georgetown,TX,78628,KEMAL BENOUIS,MANCHACA,TX,47-2061,Construction Laborers,Laborer,35,9.01,Hour,9.01,Hour
2928,H-400-13038-708316,2013-02-21 00:00:00,2013-02-07 00:00:00,Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-01 00:00:00,Sarver Landscape Maintenance Company,340 Graham Road,,Wexford,PA,15090,ROBERT WINGFIELD,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,8.5,Hour,8.5,Hour
2929,H-400-13038-881054,2013-02-21 00:00:00,2013-02-07 00:00:00,Partial Certified,H-2B,PA,2013-03-01 00:00:00,2013-12-01 00:00:00,"Celtic Roots, Inc.",120 Biddle Drive,,Exton,PA,19341,STEVEN BARSAMIAN,PHILADELPHIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,9.22,Hour,9.22,Hour
2930,H-400-13039-455846,2013-02-21 00:00:00,2013-02-09 00:00:00,Withdrawn,H-2B,LA,2013-04-11 00:00:00,2013-09-30 00:00:00,Klondike Aviation,230 Bean Road,,Gueydan,LA,70542,ASHLEY DEES,LAKE CHARLES,LA,51-9198,Helpers--Production Workers,Airplane Pilot Helper,0,8.68,Hour,8.68,Hour
2931,H-400-13051-868774,2013-02-21 00:00:00,2013-02-20 00:00:00,Withdrawn,H-2B,NE,2013-03-01 00:00:00,2013-12-01 00:00:00,"TOWN PUMP, INC.",1006 SOUTH HAYNES,,MILES CITY,MT,59301,KEVIN OPP,ABERDEEN,SD,37-2012,Maids and Housekeeping Cleaners,ROOM ATTENDANTS,0,8.25,Hour,8.25,Hour
2932,H-400-13051-099007,2013-02-21 00:00:00,2013-02-21 00:00:00,Withdrawn,H-2B,MT,2013-03-01 00:00:00,2013-12-01 00:00:00,"TOWN PUMP, INC.",455 MCKINLEY AVENUE,,SHELBY,MT,59474,KEVIN OPP,ABERDEEN,SD,37-2012,Maids and Housekeeping Cleaners,ROOM ATTENDANTS,0,8.22,Hour,8.22,Hour
2933,H-400-12363-246320,2013-02-22 00:00:00,2013-02-09 00:00:00,Certified,H-2B,MI,2013-04-01 00:00:00,2013-11-30 00:00:00,"THE BAYBERRY GROUP, INC",1 WOOD RIDGE ROAD,,GLEN ARBOR,MI,49636,Scott Patterson,Bloomfield Hills,MI,51-6011,Laundry and Dry-Cleaning Workers,Laundry Worker,9,8.28,Hour,8.28,Hour
2934,H-400-13011-400714,2013-02-22 00:00:00,2013-02-08 00:00:00,Partial Certified,H-2B,NE,2013-04-01 00:00:00,2013-11-30 00:00:00,"LANDSCAPES MANAGEMENT COMPANY, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE KAN,FARMERS BRANCH,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER II,13,13.02,Hour,13.02,Hour
2935,H-400-13015-768052,2013-02-22 00:00:00,2013-01-30 00:00:00,Certified,H-2B,MA,2013-04-15 00:00:00,2013-12-15 00:00:00,Brickman's Inc.,8 Main Street,PO Box 338,Vineyard Haven,MA,02568,MARK CARCHIDI,YARMOUTH PORT,MA,41-2031,Retail Salespersons,Retail Salesclerks,2,11.620000000000001,Hour,11.620000000000001,Hour
2936,H-400-13016-189944,2013-02-22 00:00:00,2013-02-08 00:00:00,Certified,H-2B,MA,2013-04-01 00:00:00,2013-12-01 00:00:00,"Nantucket Lawn and Garden, Inc.",P.O. Box 3362,53 Vestal street,Nantucket,MA,02584,MARK CARCHIDI,YARMOUTH PORT,MA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,6,15.030000000000001,Hour,15.030000000000001,Hour
2937,H-400-13019-137826,2013-02-22 00:00:00,2013-02-10 00:00:00,Certified,H-2B,UT,2013-04-01 00:00:00,2013-10-31 00:00:00,"TRUCO ENTERPRISES, INC.",2225 SOUTH 400 WEST,,SALT LAKE CITY,UT,84115,MARIA SAENZ,NEW YORK,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPING AND GROUNDSKEEPING WORKER,30,9.23,Hour,9.23,Hour
2938,H-400-13021-821861,2013-02-22 00:00:00,2013-01-30 00:00:00,Partial Certified,H-2B,GA,2013-03-01 00:00:00,2013-12-25 00:00:00,Thelen & Associates,559 South Cemetery Street,,Norcross,GA,30071,RUTH OTT,ATLANTA,GA,37-3011,Landscaping and Groundskeeping Workers,Commercial Landscaper,32,12.620000000000001,Hour,12.620000000000001,Hour
2939,H-400-13022-517968,2013-02-22 00:00:00,2013-01-28 00:00:00,Certified,H-2B,CT,2013-03-01 00:00:00,2013-10-31 00:00:00,The Stanwich Club,888 North Street,,Greenwich,CT,06831,LETICIA FANTAUZZI,MOUNT KISCO,NY,11-2022,Sales Managers,Merchandise Manager,1,1320.0,Week,1320.0,Week
2940,H-400-13022-030195,2013-02-22 00:00:00,2013-02-02 00:00:00,Certified,H-2B,OK,2013-02-25 00:00:00,2013-10-25 00:00:00,"OAK TREE GOLF CLUB, LLC",1515 W. OAK TREE DRIVE,,EDMOND,OK,73025,,,,37-3011,Landscaping and Groundskeeping Workers,Golf Course Maintenance Crew Member,6,8.040000000000001,Hour,8.040000000000001,Hour
2941,H-400-13022-277978,2013-02-22 00:00:00,2013-01-28 00:00:00,Partial Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-15 00:00:00,WARNER PROPERTY MANAGEMENT,12A REAR SMEDLEY LANE,,NEWTOWN SQUARE,PA,19073,SHARON ALEXANDER,KENNETT SQUARE,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,11,9.540000000000001,Hour,9.540000000000001,Hour
2942,H-400-13023-741067,2013-02-22 00:00:00,2013-01-30 00:00:00,Certified,H-2B,MA,2013-05-01 00:00:00,2013-11-01 00:00:00,"Jerope, Inc.",3580 State Highway,,Eastham,MA,02642,KENDRA ELLIOTT,ENOLA,PA,41-2011,Cashiers,Cashiers,5,9.53,Hour,9.53,Hour
2943,H-400-13024-021786,2013-02-22 00:00:00,2013-01-25 00:00:00,Denied,H-2B,WY,2013-03-01 00:00:00,2013-12-31 00:00:00,"PERTECH INDUSTRIES, INC.",860 COLLEGEVIEW DRIVE,,RIVERTON,WY,82501,,,,11-3031,Financial Managers,Financial Operations Liaison,0,3457.0,Bi-Weekly,3457.0,Bi-Weekly
2944,H-400-13025-570161,2013-02-22 00:00:00,2013-01-28 00:00:00,Certified,H-2B,FL,2013-03-01 00:00:00,2013-11-01 00:00:00,"JAMAICAN ME CLEAN, LLC",2199 Hagood Loop,,Crestview,FL,32536,RICHARD ALVOID,PENSACOLA,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,23,8.25,Hour,8.25,Hour
2945,H-400-13025-595026,2013-02-22 00:00:00,2013-01-28 00:00:00,Certified,H-2B,FL,2013-03-01 00:00:00,2013-11-01 00:00:00,"JAMAICAN ME CLEAN, LLC",2199 Hagood Loop,,Crestview,FL,32536,RICHARD ALVOID,PENSACOLA,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,82,8.25,Hour,8.25,Hour
2946,H-400-13028-918303,2013-02-22 00:00:00,2013-01-28 00:00:00,Partial Certified,H-2B,NY,2013-04-01 00:00:00,2013-12-15 00:00:00,"Sundown Lawn and Landscape, Inc.",871 Altamont-Voorheesville Rd.,P O Box 544,Altamont,NY,12009,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,5,10.700000000000001,Hour,10.700000000000001,Hour
2947,H-400-13028-869862,2013-02-22 00:00:00,2013-01-28 00:00:00,Certified,H-2B,MA,2013-04-01 00:00:00,2013-11-30 00:00:00,Boston Soccer Academy,P.O. Box 3306,,Beverly,MA,01915,Keith Pabian,Boston,MA,27-2022,Coaches and Scouts,Staff Soccer Coach,2,18.2,Hour,18.2,Hour
