AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_POSTAL_CODE,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,ALIEN_WORK_CITY,ALIEN_WORK_STATE,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NO,CASE_RECEIVED_DATE,CASE_STATUS,STATUS_STANDARDIZED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_REP_BY_AGENT,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQD_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NUM_MONTHS_TRAINING,ORGANIZATION_FLAG,OTHER_EDU,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PRIMARY/SUB,PRIMARY_CROP,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME,TRAINING_REQ,VISA_CLASS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_LOCATION_STATE
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16322-637934,11/17/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/30/17,1/29/18,12/20/16,None,"59625 Lucres Drive, Montrose CO 81403 (Physical Address)","59625 Lucres Drive, Montrose CO 81403 (Mailing Address)",Montrose,UNITED STATES OF AMERICA,Juan Inda,970-596-5609,,81403,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/30/17,CO6761026,11/18/16,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Montrose,Montrose,81403,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17004-226062,1/4/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/17,2/28/18,1/20/17,None,"1775 12 Road, Loma CO 81524 (Physical Address)","1775 12 Road, Loma CO 81524 (Mailing Address)",Loma,UNITED STATES OF AMERICA,"Chacon Sheep Company, LLC",970-462-6361,,81524,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,9/1/17,CO6808537,1/6/17,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Loma,Mesa,81524,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1389.67,Month,H-300-17205-833972,7/24/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,10/31/17,10/30/18,8/4/17,None,"734 Main St., Meeker CO 81641","PO Box 267, Meeker CO 81641",Meeker,UNITED STATES OF AMERICA,Theos Swallow Fork Ranch Inc.,970-942-8214,,81641,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,4/30/18,CO7052681,7/25/17,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,5,5,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Meeker,Rio Blanco,81641,CO
,,Casper,LISA MEYER,,WY,Y,,,60,1389.67,Month,H-300-17240-397599,8/28/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,11/30/17,11/29/18,9/12/17,None,"5737 CR 321, Ignacio CO 81137 (Physical Address)","5737 CR 321, Ignacio CO 81137 (Mailing Address)",Ignacio,UNITED STATES OF AMERICA,FOX FIRE FARMS/RICHARD PARRY,970-563-3186,,81137,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,5/30/18,CO7109480,8/29/17,Sheepherder,Mountain Plains Agriculture Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Ignacio,La Plata,81137,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206.31,Month,H-300-16265-951544,9/21/16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,12/1/16,3/31/17,10/19/16,None,"351 School Street # 1, Craig CO 81625","351 School Street # 1, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Diamond Peak Cattle Company,970-824-5750,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,1/31/17,6688570,9/22/16,Range Winter Cattle Herder,MPAS,,112410,,Seasonal,6,6,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,DENVER,CERIDWEN KOSKI,,CO,Y,,,48,11.59,Hour,H-300-17026-754016,2/20/17,DETERMINATION ISSUED - WITHDRAWN,Withdrawn,4/10/17,11/30/17,4/13/17,None,3005 Rocky Mountain Ave,,Loveland,UNITED STATES OF AMERICA,"Crop Production Services, Inc.",916-591-1361,,80538,,,CO,N,,Y,2017,7:00 AM,4:00 PM,8/5/17,TX2986145,2/15/17,Seasonal Technician,OGLETREE DEAKINS NASH SMOAK STEWART P.C.,,1119,,Seasonal,0,6,,Individual Employer,,N,,,PRI,General Farm Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Texas Workforce Commission,,N,H-2A,El Campo,Wharton,77437,TX
,,Myrtle Beach,Donusia Lipinski,,SC,Y,,,48,11.27,Hour,H-300-16313-591584,11/8/16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/15/17,6/15/17,12/7/16,None,14245 County Road 26,,Sterling,UNITED STATES OF AMERICA,P&M LLC,970-590-6055,,80751,,,CO,Y,6,Y,2017,7:00 AM,4:00 PM,3/3/17,CO6746961,11/4/16,Sheepshearer,Myrtle Beach Immigration Law Office,None,115210,,Seasonal,8,8,,H-2A Labor Contractor or Job Contractor,None,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO Department of Labor and Employment,,N,H-2A,Ault,Weld,80610,CO
,,Centennial,CHRISTINE MASTIN,,CO,Y,,,40,1389.67,Month,H-300-17139-798937,6/6/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,9/16/17,9/15/18,7/19/17,None,40445 Highway 385,,Julesburg,UNITED STATES OF AMERICA,Marc Newman Farms,970-854-2330,,80737,,,CO,Y,3,Y,2017,1:00 AM,12:55 AM,3/16/18,CO6991004,6/7/17,Sheepherder,MASTIN BERGSTROM LLC,,112410,,Seasonal,4,4,,Individual Employer,,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Fort Morgan Workforce Center,,N,H-2A,Julesburg,Sedgwick,80737,CO
,,PALISADE,KIMBERLY NOLAND,,CO,Y,,,35,11,Hour,H-300-17058-723635,2/27/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,5/1/17,9/10/17,3/23/17,None,329 33 3/4 ROAD,,PALISADE,UNITED STATES OF AMERICA,SOWELL ORCHARDS FRUIT AND SALES,970-270-0769,,81526,,,CO,Y,1,Y,2017,6:00 AM,2:00 PM,7/6/17,CO6863624,2/24/17,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,13,13,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Agency,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,Y,,,36,11,Hour,H-300-17068-942234,3/9/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,5/15/17,9/15/17,4/4/17,None,2138 DOMINGUEZ CANYON ROAD,,DELTA,UNITED STATES OF AMERICA,DOMINGUEZ CANYON FRUIT COMPANY,970-241-0851,,81416,,,CO,Y,1,Y,2017,7:00 AM,2:00 PM,7/15/17,CO6872131,3/2/17,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,9,9,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta County Workforce Center,,N,H-2A,Delta,Delta,81416,CO
,,PALISADE,KIMBERLY NOLAND,,CO,Y,,,40,11,Hour,H-300-17086-195891,3/27/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,5/22/17,9/8/17,4/10/17,None,3491 E ROAD,,PALISADE,UNITED STATES OF AMERICA,"3491 E ROAD, LLC",970-464-9189,,81526,,,CO,Y,1,Y,2017,7:00 AM,3:00 PM,7/15/17,CO6881814,3/9/17,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,16,16,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Agency,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,Y,,,35,11,Hour,H-300-17058-007928,2/27/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,5/1/17,9/5/17,3/14/17,None,3654 F ROAD,,PALISADE,UNITED STATES OF AMERICA,MAX L. NOLAND FAMILY LTD. PARTNERSHIP,970-464-0597,,81526,,,CO,Y,1,Y,2017,6:00 AM,2:00 PM,7/3/17,CO6863609,2/23/17,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,25,25,,Individual Employer,,N,,,PRI,Fruits,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Agency,NOLAND ORCHARDS,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,Y,,,40,11,Hour,H-300-17115-118586,4/25/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,7/1/17,10/1/17,6/27/17,None,7513 HIGH MESA ROAD,"(MAILING ADDRESS:  PO BOX 952, OLATHE, CO  81425)",OLATHE,UNITED STATES OF AMERICA,EFREN SUAREZ GARCIA,970-323-5914,,81425,,,CO,Y,1,Y,2017,6:00 AM,2:00 PM,8/16/17,CO6931994,4/19/17,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,3,3,,Individual Employer,,N,,,PRI,Fruits,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta County Workforce Center,SUAREZ ORCHARD,N,H-2A,Olathe,Delta,81425,CO
,,Lovingston,Elizabeth Whitley,,VA,Y,,,40,13.8,Hour,H-300-17193-660184,7/13/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,9/1/17,9/15/17,7/31/17,None,52944 U.S. Hwy. 131,"mailing: 52944 U.S. Hwy. 131 , Three Rivers MI  49093",Three Rivers,UNITED STATES OF AMERICA,"L. Walther & Sons, Inc. - Colorado",269-278-2389,,49093,,,MI,Y,24,Y,2017,10:00 PM,5:00 AM,9/9/17,CO7022347,6/30/17,Agricultural Equipment Operator,"MAS Labor H-2A, LLC",,111211,,Seasonal,13,13,,Individual Employer,,Y,,,PRI,Potatoes,N,,45-2091,Agricultural Equipment Operators,,N,Yuma Workforce Center,,N,H-2A,Wray,Yuma,80758,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17020-008786,1/24/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/19/17,11/15/17,2/15/17,None,34343 County Road PP,"mailing: 34343 County Road PP , Wiley CO  81092",Wiley,UNITED STATES OF AMERICA,REED REED REED FARMS,719-829-4747,,81092,,,CO,Y,6,Y,2017,8:00 AM,4:00 PM,3/16/17,CO6820599,1/17/17,Farmworker,"MAS LABOR H2A, LLC",,111191,,Seasonal,2,2,,Individual Employer,,Y,,,PRI,Hay and Straw,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Lamar Workforce Center,,N,H-2A,Wiley,Bent,81092,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17094-008555,4/4/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,5/31/17,11/1/17,4/19/17,None,24120 CR 8,"mailing: 24120 CR 8 , Hudson CO  80642",Hudson,UNITED STATES OF AMERICA,Mazzotti's Garden Center,303-536-4089,,80642,,,CO,Y,3,Y,2017,6:00 AM,1:30 PM,5/28/17,CO6907390,3/31/17,Farm Worker,"MAS LABOR H2A, LLC",,111219,,Seasonal,2,2,,Individual Employer,,N,,,PRI,General Farm Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Adams County Workforce & Business Center,,N,H-2A,Hudson,Weld,80642,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,35,11.27,Hour,H-300-16344-689191,12/9/16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2/1/17,7/30/17,12/29/16,None,14095 N. Peyton Hwy.,"mailing: 3742 Blue Bird Canyon Road, Vista, CA  92084",Peyton,UNITED STATES OF AMERICA,"Altman Specialty Plants, Inc.",760-744-8191,156,80831,,,CO,Y,3,Y,2017,7:30 AM,2:00 PM,5/1/17,CO6774569,12/2/16,Nursery Worker,"MAS LABOR H2A, LLC",,1114,,Seasonal,35,35,,Individual Employer,,N,,,PRI,Nursery and Greenhouse Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,CO Department of Labor,,N,H-2A,Peyton,El Paso,80831,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17097-806288,4/10/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,6/3/17,11/17/17,5/3/17,None,14110 Brighton Road,"mailing: 14110 Brighton Road , Brighton CO  80601",Brighton,UNITED STATES OF AMERICA,"Petrocco Farms, Inc.",303-659-6498,,80601,,,CO,Y,3,Y,2017,6:00 AM,2:00 PM,8/25/17,CO6914112,4/4/17,Farmworker,"MAS LABOR H-2A, LLC",,111219,,Seasonal,270,270,,Individual Employer,,Y,,,PRI,Vegetables,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Adams County Workforce & Business Center,,N,H-2A,Brighton,Adams,80601,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17039-440505,2/9/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,4/1/17,9/30/17,3/1/17,None,4680 CR 87,"mailing: 4680 CR 87 , Roggen CO  80652",Roggen,UNITED STATES OF AMERICA,"Kiowa Valley Organics, Inc.",303-419-8305,,80652,,,CO,Y,3,Y,2017,8:00 AM,4:00 PM,7/1/17,CO6835058,1/31/17,Farm Worker,MAS LABOR H-2A,,1112,,Seasonal,10,10,,Individual Employer,,N,,,PRI,Asparagus,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Employment Services of Weld County,dba Golden West Farms,N,H-2A,Roggen,Weld,80652,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,50,11,Hour,H-300-17131-941110,5/25/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,7/10/17,5/10/18,6/15/17,None,17673 CR 80,"mailing: PO Box 8 , Eaton CO  80615",Eaton,UNITED STATES OF AMERICA,"Fagerberg Produce, Inc.",970-834-1353,,80615,,,CO,Y,3,Y,2017,7:00 AM,5:00 PM,12/8/17,CO6980916,5/25/17,Farm/Packing Shed Worker,"MAS LABOR H-2A, LLC",,115115,,Seasonal,20,20,,H-2A Labor Contractor or Job Contractor,,Y,,,PRI,General Farm Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Employment Services of Weld County,,N,H-2A,Eaton,Weld,80615,CO
,,Lovingston,Elizabeth Whitley,,VA,Y,,,35,11,Hour,H-300-17079-937529,3/24/17,DETERMINATION ISSUED - WITHDRAWN,Withdrawn,5/14/17,9/1/17,4/20/17,None,22274 Antelope Hill Rd.,"mailing: 22274 Antelope Hill Rd. , Austin CO  81410",Austin,UNITED STATES OF AMERICA,"Hulteen Orchards, Inc.",970-835-3111,,81410,,,CO,Y,3,Y,2017,7:00 AM,1:30 PM,7/8/17,CO6890843,3/15/17,Orchard Worker,"MAS Labor H-2A, LLC",,111336,,Seasonal,0,12,,Individual Employer,,N,,,PRI,Oranges,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta Workforce Center,,N,H-2A,Austin,Delta,81410,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,35,11.5,Hour,H-300-17095-886840,4/6/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,5/26/17,9/7/17,5/1/17,None,695 38 1/2 Road,"mailing: 695 38 1/2 Road , Palisade CO  81526",Palisade,UNITED STATES OF AMERICA,Saims Fruit Inc.,970-261-5299,,81526,,,CO,Y,3,Y,2017,6:30 AM,1:00 PM,5/23/17,CO6904694,3/27/17,Farm Worker,"MAS LABOR H2A, LLC",,111339,,Seasonal,3,3,,Individual Employer,,Y,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado Department of Labor - Workforce Development Program,,N,H-2A,Palisade,Mesa,81526,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,35,11,Hour,H-300-17066-365679,3/9/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,5/15/17,10/5/17,3/30/17,None,20553 Nowhere Road,"mailing: 20553 Nowhere Road , Eckert CO  81418",Eckert,UNITED STATES OF AMERICA,"Wag's World, Inc.",970-778-5327,,81418,,,CO,Y,3,Y,2017,7:00 AM,2:00 PM,7/25/17,CO6872086,3/1/17,Orchard Worker,"MAS LABOR H2A, LLC",,111339,,Seasonal,9,9,,Individual Employer,,N,,,PRI,Cherries,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta Workforce Center,,N,H-2A,Eckert,Delta,81418,CO
,,Lovingston,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17073-393291,3/20/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,5/7/17,10/15/17,4/5/17,None,29114 South Rd,"mailing: 29114 South Rd. , Pueblo CO  81006",Pueblo,UNITED STATES OF AMERICA,"DISANTI FARMS, LLC",719-948-2526,,81006,,,CO,Y,3,Y,2017,8:00 AM,4:00 PM,7/26/17,CO6881718,3/8/17,Farm Worker,"MAS Labor H-2A, LLC",,111219,,Seasonal,15,15,,Individual Employer,,Y,,,PRI,Vegetables,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Pueblo Workforce Center,,N,H-2A,Pueblo,Pueblo,81006,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17047-021509,2/17/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/11/17,11/30/17,3/21/17,None,340 1500 Rd.,"mailing: 384 1500 Rd. , Delta CO  81416",Delta,UNITED STATES OF AMERICA,Mountain Fresh LLC,970-874-4835,,81416,,,CO,Y,3,Y,2017,6:00 AM,2:00 PM,8/5/17,CO6849287,2/10/17,Farm Worker,"MAS LABOR H-2A, LLC",,111219,,Seasonal,20,20,,Individual Employer,,Y,,,PRI,Sweet Corn,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta Workforce Center,,N,H-2A,Delta,Delta,81416,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17123-652571,5/4/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,7/1/17,9/20/17,5/18/17,None,340 1500 Rd.,"mailing: 384 1500 Rd. , Delta CO  81416",Delta,UNITED STATES OF AMERICA,Mountain Fresh LLC,970-249-1633,,81416,,,CO,Y,3,Y,2017,6:00 AM,2:00 PM,8/10/17,CO6945914,4/28/17,Farm Worker,"MAS LABOR H-2A, LLC",,111219,,Seasonal,30,30,,Individual Employer,,Y,,,PRI,Sweet Corn,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta Workforce Center,,N,H-2A,Delta,Delta,81416,CO
,,Lovingston,Elizabeth Whitley,,VA,Y,,,40,11.27,Hour,H-300-16354-832341,12/19/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/13/17,10/28/17,1/17/17,None,3801 F 1/4 Rd.,"mailing: 3782 F 1/4 Rd., Palisade, CO 81526",Palisade,UNITED STATES OF AMERICA,"Talbott's Mountain Gold, LLLP",970-464-5656,,81526,,,CO,Y,3,Y,2017,8:00 AM,3:30 PM,6/21/17,CO6787842,12/15/16,Farm Worker,"MAS LABOR H2A, LLC",,111339,,Seasonal,40,40,,Individual Employer,,Y,,,PRI,General Farm Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado Department of Labor,,N,H-2A,Palisade,Mesa,81526,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11.27,Hour,H-300-16347-542373,12/12/16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/31/17,9/15/17,12/30/16,None,3620 F Road,"mailing: 3708 F Road, Palisade, CO 81526",Palisade,UNITED STATES OF AMERICA,C & R Farms,970-361-7712,,81526,,,CO,Y,3,Y,2017,8:00 AM,3:30 PM,5/24/17,CO6775127,12/1/16,Farm Worker,"MAS LABOR H2A, LLC",,111339,,Seasonal,24,24,,Individual Employer,,Y,,,PRI,General Farm Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado Department of Labor,,N,H-2A,Palisade,Mesa,81526,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17053-673169,2/23/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/17/17,11/1/17,3/15/17,None,9754 3100 Road,"mailing: 9754 3100 Road , Hotchkiss CO 81419",Hotchkiss,UNITED STATES OF AMERICA,LEROUX CREEK FOOD CORP.,970-872-2256,,81419,,,CO,Y,3,Y,2017,7:00 AM,2:30 PM,7/25/17,CO6854900,2/15/17,Orchard Worker,"MAS LABOR H2A, LLC",,111339,,Seasonal,10,10,,Individual Employer,,Y,,,PRI,Apples,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta Workforce Center,,N,H-2A,Hotchkiss,Delta,81419,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,35,11.27,Hour,H-300-16327-355162,11/22/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/17,10/15/17,12/19/16,None,14095 Peyton Hwy.,"mailing: 3742 Blue Bird Canyon Road, Vista, CA  92084",Peyton,UNITED STATES OF AMERICA,"Altman Specialty Plants, Inc.",760-744-8191,156,80831,,,CO,Y,3,Y,2017,7:30 AM,2:00 PM,5/31/17,CO6759764,11/16/16,Nursery Worker,"MAS LABOR H-2A, LLC",,1114,,Seasonal,30,30,,Individual Employer,,N,,,PRI,Nursery and Greenhouse Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,CO Dept. of Labor,,N,H-2A,Peyton,El Paso,80831,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11,Hour,H-300-17076-882667,3/21/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,5/10/17,10/15/17,4/10/17,None,15836 Black Bridge Road,"mailing: 15836 Black Bridge Road , Paonia CO  81428",Paonia,UNITED STATES OF AMERICA,"BLACK BRIDGE WINERY, LLC",970-527-6838,,81428,,,CO,Y,3,Y,2017,8:00 AM,4:00 PM,7/28/17,CO6887445,3/10/17,Vineyard/Orchard Worker,"MAS LABOR H2A, LLC",,111339,,Seasonal,8,8,,Individual Employer,,Y,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado Department of Labor - Workforce Development Program,,N,H-2A,Paonia,Delta,81428,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11.27,Hour,H-300-16342-035520,12/7/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/16/17,11/6/17,1/12/17,None,11610 WCR 14 1/2,"mailing: P.O. Box 208, Fort Lupton, CO  80621",Fort Lupton,UNITED STATES OF AMERICA,"Olson's Greenhouses of Colorado, LLC",303-720-7636,,80621,,,CO,Y,3,Y,2017,7:00 AM,2:30 PM,6/27/17,CO6776655,12/5/16,Nursery Worker,"MAS LABOR H2A, LLC",,424930,,Seasonal,27,27,,Individual Employer,,Y,,,PRI,Nursery and Greenhouse Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Adams County Workforce & Business Center,,N,H-2A,Fort Lupton,Weld,80621,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,Y,,,40,11.27,Hour,H-300-16315-500502,11/11/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/6/17,11/6/17,11/30/16,None,11610 WCR 14 1/2,"mailing: P.O. Box 208, Fort Lupton, CO  80621",Fort Lupton,UNITED STATES OF AMERICA,"Olson's Greenhouses of Colorado, LLC",303-720-7636,,80621,,,CO,Y,3,Y,2017,7:00 AM,2:30 PM,6/6/17,CO6738538,10/27/16,Nursery Worker,"MAS LABOR H-2A, LLC",,424930,,Seasonal,26,26,,Individual Employer,,Y,,,PRI,Nursery and Greenhouse Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Adams County Workforce & Business Center,,N,H-2A,Fort Lupton,Weld,80621,CO
