AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,AGENT_POC_EMP_REP_BY_AGENT,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYEE_POSTAL_CODE,EMPLOYEE_WORKSITE_CITY,EMPLOYEE_WORKSITE_COUNTY,EMPLOYEE_WORK_STATE,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FEIN,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQUIRED_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,NUMBER_OF_HOURS,NUM_MONTHS_TRAINING,OTHER_EDUCATION,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,PREVAILING_WAGE,PW_UNIT_OF_PAY,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUBMITTED_DATE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME_DBA,TRAINING_REQUIRED,VISA_TYPE,WORKSITE_ADDRESS_1,WORKSITE_ADDRESS_2,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_STATE,
WINDSOR,SUE BOWEN,CO,,,,$13.13 ,Hour,H-400-15314-042973,Certification,4/1/16,10/31/16,3/7/16,None,,,,,1 BALLYNEAL LANE,,HOLYOKE,UNITED STATES OF AMERICA,BALLYNEAL GOLF LTD,970-854-5904,,80734,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Peakload,10,10,,,,,N,19.7,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Holyoke,,80734,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.70 ,Hour,H-400-15314-110791,Certification,4/1/16,11/30/16,2/29/16,None,,,,,2853 STONE CANYON ROAD,,LYONS,UNITED STATES OF AMERICA,TRIPLE V STONE LLC,720-409-7557,,80540,,CO,N,,,Y,2016,,,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Peakload,20,20,,,,,N,23.55,,,,,N,,47-5051,"Rock Splitters, Quarry",1/2/16,,N,,,N,H-2B,,,Lyons,,80540,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-150501,Certification,4/1/16,10/21/16,3/18/16,None,,,,,"3160 SOUTH ZUNI STREET, SUITE 201",,ENGLEWOOD,UNITED STATES OF AMERICA,"WESTERN PROSCAPES, INC",303-789-3934,,80016,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,40,40,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Englewood,,80016,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.11 ,Hour,H-400-15314-187024,Certification,4/15/16,10/31/16,3/24/16,None,,,,,120 EAST AGATE AVENUE,,GRANBY,UNITED STATES OF AMERICA,"COLORADO MOUNTAIN LANDSCAPES, LLC",970-887-3156,,80446,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,5,5,,,,,Y,22.67,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/16/16,,N,,,N,H-2B,,,Granby,,80446,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-196060,Certification,4/1/16,10/30/16,2/24/16,None,,,,,10037 NORTH 95TH STREET,,LONGMONT,UNITED STATES OF AMERICA,"B AND G COMPLETE LANDSCAPING AND FENCE, LLC",720-684-9831,,80501,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,17,17,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Longmont,,80501,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-373507,Certification,4/1/16,11/30/16,2/25/16,None,,,,,"2221 EAST STREET, SUITE 200",,GOLDEN,UNITED STATES OF AMERICA,"B and D LANDSCAPE, INC.",303-973-6047,,80401,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,6,6,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Littleton,,80127,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-469260,Certification,4/1/16,11/15/16,2/26/16,None,,,,,275 SOUTH THIRD AVENUE,,BRIGHTON,UNITED STATES OF AMERICA,"BEE-LINE SPRINKLER, INC.",303-356-4057,,80601,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,5,5,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Brighton,,80601,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.80 ,Hour,H-400-15314-487046,Certification,4/1/16,10/31/16,3/15/16,None,,,,,11300 JERSEY CIRCLE,,THORNTON,UNITED STATES OF AMERICA,"COLORADO DRAIN SYSTEMS, INC.",303-862-9309,,80233,,CO,N,,,Y,2016,,,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238910,,Peakload,16,16,,,,,Y,23.7,,,,,N,,47-2061,Construction Laborers,1/2/16,,N,,,N,H-2B,,,Commerce City,,80022,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-491096,Certification,4/1/16,11/30/16,3/2/16,None,,,,,1640 SOUTH VALLEJO STREET,,DENVER,UNITED STATES OF AMERICA,VIC'S LANDSCAPING,720-422-3974,,80223,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,20,20,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Denver,,80223,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-525443,Certification,4/1/16,11/1/16,2/24/16,None,,,,,8000 PRESERVATION TRAIL,,PARKER,UNITED STATES OF AMERICA,"COLORADO GOLF CLUB, INC.",303-840-5400,2451,80134,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,713910,,Peakload,22,22,,,,,N,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Parker,,80134,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.70 ,Hour,H-400-15314-537443,Certification,4/1/16,12/15/16,2/11/16,None,,,,,4168 UTE HIGHWAY,,LONGMONT,UNITED STATES OF AMERICA,"BLUE MOUNTAIN STONE, INC.",303-823-9625,,80503,,CO,N,,,Y,2016,,,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Peakload,60,60,,,,,N,23.55,,,,,N,,47-5051,"Rock Splitters, Quarry",1/2/16,,N,,,N,H-2B,,,Lyons,,80540,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.24 ,Hour,H-400-15314-578450,Certification,4/1/16,11/30/16,3/11/16,None,,,,,335 SOUTH SUMMIT VIEW DR.,,FORT COLLINS,UNITED STATES OF AMERICA,"ZAK GEORGE LANDSCAPING, LLC",970-221-9228,,80524,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,25,25,,,,,Y,19.86,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Fort Collins,,80524,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-599383,Certification,4/1/16,11/30/16,2/22/16,None,,,,,7225 URBAN DRIVE,,ARVADA,UNITED STATES OF AMERICA,"VERTECH SPRINKLER and LANDSCAPE, LLC",303-564-1008,,80005,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,7,7,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Arvada,,80005,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-600004,Certification,4/1/16,12/20/16,3/3/16,None,,,,,1241 JEFFERSON AVENUE,,LOUISVILLE,UNITED STATES OF AMERICA,"COLORADO TURF GRASS SPECIALISTS, LLC",303-666-8845,,80027,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,4,4,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Louisville,,80027,CO,
WINDSOR,SUE BOWEN,CO,,,,$16.71 ,Hour,H-400-15314-624125,Certification,4/1/16,11/30/16,2/16/16,None,,,,,6000 EAST EVANS AVENUE SUITE 3-315,,DENVER,UNITED STATES OF AMERICA,"CONTINENTAL HARDSCAPE SYSTEMS, LLC",303-384-3399,,80222,,CO,N,,,Y,2016,,,,,,Segmental Pavers,"LABOR SOLUTIONS, INC.",,238990,,Peakload,15,15,,,,,Y,25.07,,,,,N,,47-4091,Segmental Pavers,1/2/16,,N,,,N,H-2B,,,Denver,,80222,CO,
WINDSOR,SUE BOWEN,CO,,,,$14.58 ,Hour,H-400-15314-631830,Certification,4/1/16,11/30/16,3/17/16,None,,,,,3756 IMPERIAL STREET,,FREDERICK,UNITED STATES OF AMERICA,"WESTERN STATES RECLAMATION, INC.",303-833-8839,8839,80516,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,5,5,,,,,Y,21.87,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,,,,CO,
WINDSOR,SUE BOWEN,CO,,,,$18.14 ,Hour,H-400-15314-636855,Certification,4/1/16,11/15/16,2/24/16,None,,,,,"700 AUTOMATION DRIVE, UNIT A",PO Box 207,WINDSOR,UNITED STATES OF AMERICA,"COLOSCAPES CONCRETE, INC.",970-686-0948,,80550,,CO,N,,,Y,2016,,,,,,Cement Masons and Concrete Finishers,"LABOR SOLUTIONS, INC.",,238110,,Peakload,16,16,,,,,Y,27.21,,,,,N,,47-2051,Cement Masons and Concrete Finishers,1/2/16,,N,,,N,H-2B,,,Windsor,,80550,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.24 ,Hour,H-400-15314-667405,Certification,4/1/16,11/15/16,3/8/16,None,,,,,2000 EAST PROSPECT ROAD,,FORT COLLINS,UNITED STATES OF AMERICA,BATH INC.,970-484-5022,,80525,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,25,25,,,,,Y,19.86,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Fort Collins,,80525,CO,
HARLINGEN,JAMES JUDKINS,TX,,,,$350.00 ,Week,H-400-15314-682758,Certification,2/2/16,11/2/16,1/15/16,None,,,,,13002 CO RD. 102,"[MAIL:PO BOX 1000, ELBERT, CO 80106]",ELBERT,UNITED STATES OF AMERICA,RING & RING,281-460-4127,0,80106-0000,,CO,N,,,Y,2016,,,,,,Amusement and Recreation Attendant,"JKJ WORKFORCE AGENCY, INC",None,713990,,Seasonal,65,65,,,,,Y,0,0,,,,N,,39-3091,Amusement and Recreation Attendants,11/10/15,,N,,,N,H-2B,,,Elbert,,80106,CO,
WINDSOR,SUE BOWEN,CO,,,,$20.31 ,Hour,H-400-15314-758381,Certification,4/1/16,10/31/16,2/22/16,None,,,,,5470 LINCOLN STREET,,DENVER,UNITED STATES OF AMERICA,"D-7 ROOFING, LLC",303-758-7663,,80216,,CO,N,,,Y,2016,,,,,,Roofers,"LABOR SOLUTIONS, INC.",,238160,,Peakload,12,12,,,,,Y,30.47,,,,,N,,47-2181,Roofers,1/2/16,,N,,,N,H-2B,,,Denver,,80216,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-895527,Certification,4/1/16,11/18/16,3/11/16,None,,,,,5585 WEST AIRPORT ROAD,,SEDALIA,UNITED STATES OF AMERICA,"CONSOLIDATED DIVISIONS, INC.",303-471-1522,,80135,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,85,85,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Sedalia,,80135,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-904668,Certification Expired,4/1/16,9/30/16,2/22/16,None,,,,,8300 W. 50TH AVE.,,ARVADA,UNITED STATES OF AMERICA,WEST BRANCHES LANDSCAPE CO.,720-216-7256,,80002,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,3,3,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Arvada,,80002,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15314-948280,Certification,4/1/16,11/30/16,3/24/16,None,,,,,3756 IMPERIAL STREET,,FREDERICK,UNITED STATES OF AMERICA,"WESTERN STATES RECLAMATION, INC.",303-833-8839,8839,80516,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,35,35,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Frederick,,80516,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.43 ,Hour,H-400-15315-008084,Certification,4/1/16,11/23/16,2/22/16,None,,,,,9500 HIGHWAY 392,,WINDSOR,UNITED STATES OF AMERICA,FOOTHILLS LANDSCAPE MAINTENANCE LLC,970-472-0690,,80550,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,15,15,,,,,Y,20.15,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Windsor,,80550,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.43 ,Hour,H-400-15315-016033,Certification,4/1/16,11/30/16,3/18/16,None,,,,,"5680 VALMONT ROAD, UNIT A",,BOULDER,UNITED STATES OF AMERICA,"TORII PROPERTY SERVICES, LLC",303-444-2826,,80301,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,10,10,,,,,Y,20.15,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Boulder,,80301,CO,
CORAL GABLES,JENNIFER ESTRELLA,FL,,,,$9.56 ,Hour,H-400-15315-067386,Certification,4/6/16,10/30/16,4/6/16,None,,,,,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2016,,,,,,"Waiter, Waitress","FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",,721110,,Peakload,22,22,,,,,Y,14.34,,,,,N,,35-3031,Waiters and Waitresses,1/7/16,,N,,,N,H-2B,,,Colorado Springs,,80906,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15315-090684,Certification,4/1/16,11/30/16,3/2/16,None,,,,,10875 MAPLE ROAD,,LAFAYETTE,UNITED STATES OF AMERICA,"GREEN HILL LANDSCAPE, INC.",303-669-1713,,80026,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,8,8,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Lafayette,,80026,CO,
WINDSOR,SUE BOWEN,CO,,,,$16.95 ,Hour,H-400-15315-106988,Certification,4/1/16,11/30/16,2/22/16,None,,,,,520 EAST COSTILLA STREET,,COLORADO SPRINGS,UNITED STATES OF AMERICA,EVEN CONSTRUCTION INC.,719-442-2614,,80903,,CO,N,,,Y,2016,,,,,,Cement Masons and Concrete Finishers,"LABOR SOLUTIONS, INC.",,238110,,Peakload,20,20,,,,,Y,25.43,,,,,N,,47-2051,Cement Masons and Concrete Finishers,1/2/16,,N,,,N,H-2B,,,Colorado Springs,,80903,CO,
CORAL GABLES,JENNIFER ESTRELLA,FL,,,,$8.83 ,Hour,H-400-15315-134980,Certification,4/1/16,10/30/16,3/28/16,None,,,,,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2016,,,,,,Dining Room Attendant,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",,721110,,Peakload,22,22,,,,,Y,13.24,,,,,N,,35-9011,Dining Room and Cafeteria Attendants and Bartender,1/7/16,,N,,,N,H-2B,,,Colorado Springs,,80906,CO,
CORAL GABLES,JENNIFER ESTRELLA,FL,,,,$10.25 ,Hour,H-400-15315-174715,Withdrawn,4/1/16,11/30/16,2/25/16,None,,,,,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2016,,,,,,Housekeeping Cleaner,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",,721110,,Peakload,,52,,,,,Y,15.37,,,,,N,,37-2012,Maids and Housekeeping Cleaners,1/7/16,,N,,,N,H-2B,,,Colorado Springs,,80906,CO,
WINDSOR,SUE BOWEN,CO,,,,$12.34 ,Hour,H-400-15315-242092,Certification,4/1/16,11/30/16,3/2/16,None,,,,,7209 CALIFORNIA DRIVE,,COLORADO SPRINGS,UNITED STATES OF AMERICA,GREEN THUMB COMMERCIAL GROUNDS MAINTENANCE INC.,719-632-5184,,80923,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,10,10,,,,,Y,18.51,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Colorado Springs,,80923,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15315-295593,Certification,4/1/16,10/28/16,2/22/16,None,,,,,1770 ANTERO DRIVE,,LONGMONT,UNITED STATES OF AMERICA,GOLDEN EAGLE LAWN CARE,303-419-6656,,80504,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,2,2,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Longmont,,80504,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.80 ,Hour,H-400-15315-306880,Certification,4/1/16,12/15/16,3/2/16,None,,,,,474 NORTH 14TH COURT,,BRIGHTON,UNITED STATES OF AMERICA,"ERS CONCRETE, LLC",720-935-7061,,80601,,CO,N,,,Y,2016,,,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238110,,Peakload,6,6,,,,,Y,23.7,,,,,N,,47-2061,Construction Laborers,1/2/16,,N,,,N,H-2B,,,Brighton,,80601,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.43 ,Hour,H-400-15315-346602,Certification,4/1/16,12/30/16,2/19/16,None,,,,,3539 CR 32,,MEAD,UNITED STATES OF AMERICA,"TREE OF LIFE LANDSCAPING, INC.",303-246-6946,,80542,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,10,10,,,,,Y,20.15,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Mead,,80542,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15315-350571,Certification,4/1/16,10/31/16,3/2/16,None,,,,,1729 S. WADSWORTH BLVD,,LAKEWOOD,UNITED STATES OF AMERICA,SUSTAINABLE LANDSCAPES COLORADO LLC,303-232-2453,,80232,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,10,10,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Lakewood,,80232,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15315-372519,Certification,4/1/16,10/15/16,2/26/16,None,,,,,4900 HIMALAYA ROAD,,DENVER,UNITED STATES OF AMERICA,GREEN VALLEY RANCH GOLF CLUB,303-944-5941,,80249,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,9,9,,,,,N,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Denver,,80249,CO,
CORAL GABLES,JENNIFER ESTRELLA,FL,,,,$10.18 ,Hour,H-400-15315-401399,Partial Certification,4/1/16,10/30/16,3/28/16,None,,,,,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2016,,,,,,Cook Helper,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",,721110,,Peakload,41,42,,,,,Y,15.27,,,,,N,,35-2021,Food Preparation Workers,1/7/16,,N,,,N,H-2B,,,Colorado Springs,,80906,CO,
CORAL GABLES,JENNIFER ESTRELLA,FL,,,,$12.34 ,Hour,H-400-15315-409415,Certification,4/1/16,10/16/16,3/24/16,None,,,,,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2016,,,,,,Landscape Laborer,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",,721110,,Peakload,29,29,,,,,Y,18.51,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/7/16,,N,,,N,H-2B,,,Colorado Springs,,80906,CO,
VAIL,AMY NOVAK,CO,,,,$11.23 ,Hour,H-400-15315-422705,Certification,5/1/16,11/30/16,4/25/16,None,,,,,P.O. Box 3024 (mailing),775 Chambers Avenue (phys),Eagle,UNITED STATES OF AMERICA,"Stucco Works, Inc.",970-328-6700,,81631,,CO,N,,,Y,2016,,,,,,Laborer (Helper-Plasterer),NOVAK LAW OFFICE,None,238160,,Peakload,10,10,,,,,Y,16.85,16.85,,,,N,,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and",2/3/16,,N,,,N,H-2B,,,Eagle,,81631,CO,
VAIL,AMY NOVAK,CO,,,,$15.11 ,Hour,H-400-15315-439820,Certification,5/1/16,10/22/16,4/20/16,None,,,,,PO Box 6094 (mailing),2189 Chamonix Lane (physical),Vail,UNITED STATES OF AMERICA,Seasonal Landscapes,970-390-6479,,816587,,CO,N,,,Y,2016,,,,,,Landscaper,NOVAK LAW OFFICE,None,561730,,Seasonal,5,5,,,,,Y,22.66,27,,,,N,,37-3011,Landscaping and Groundskeeping Workers,2/3/16,,N,,,N,H-2B,,,Vail,,81657,CO,
CORAL GABLES,JENNIFER ESTRELLA,FL,,,,$8.83 ,Hour,H-400-15315-460739,Certification,4/1/16,10/30/16,3/25/16,None,,,,,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2016,,,,,,Convention Room Busser,"FRAGOMEN DEL REY BERNSEN AND LOEWY, LLP",,721110,,Peakload,12,12,,,,,Y,13.24,,,,,N,,35-9011,Dining Room and Cafeteria Attendants and Bartender,1/7/16,,N,,,N,H-2B,,,Colorado Springs,,80906,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15315-491156,Certification,4/1/16,11/15/16,2/26/16,None,,,,,1990 SOUTH FOX STREET,,DENVER,UNITED STATES OF AMERICA,"GRANDVIEW LANDSCAPING, INC.",303-710-8111,,80223,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,7,7,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Denver,,80223,CO,
WINDSOR,SUE BOWEN,CO,,,,$17.99 ,Hour,H-400-15315-499410,Certification,4/1/16,12/15/16,2/22/16,None,,,,,3587 STONE CANYON ROAD,,LYONS,UNITED STATES OF AMERICA,FRONTIER STONE LLC,720-460-1995,,80540,,CO,N,,,Y,2016,,,,,,Stonemasons,"LABOR SOLUTIONS, INC.",,238140,,Peakload,20,20,,,,,Y,26.99,,,,,N,,47-2022,Stonemasons,1/2/16,,N,,,N,H-2B,,,Lyons,,80540,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.70 ,Hour,H-400-15315-561452,Certification,4/6/16,11/30/16,4/6/16,None,,,,,2337 EMERY STREET,,LONGMONT,UNITED STATES OF AMERICA,"T BONE STONE, INC.",303-435-2495,,80501,,CO,N,,,Y,2016,,,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Peakload,20,20,,,,,N,23.55,,,,,N,,47-5051,"Rock Splitters, Quarry",1/2/16,,N,,,N,H-2B,,,Lyons,,80541,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15315-561828,Certification,4/1/16,10/31/16,2/22/16,None,,,,,9892 TITAN PARK CIRCLE #2,,LITTLETON,UNITED STATES OF AMERICA,"ERBERT LAWNS, INC.",303-948-6631,,80125,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,10,10,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Littleton,,80125,CO,
