AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,ALIEN_WORK_STATE,APPLICATION_TYPE,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,DOT_NAME,DOT_OCCUPATIONAL_CODE,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_NAME,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,FY,JOB_TITLE,LAWFIRM_NAME,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,PREVAILING_WAGE,PW_UNIT_OF_PAY,RECENT_DECISION_DATE,SOC_CODE,SOC_NAME,VISA_CLASS
,,,,CO,,11.01,HR,C-08224-39161,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"INSTRUCTOR, SPORTS",,2,,8/11/08,11.01,HR,,,,
,,,,CO,,10.14,HR,C-08224-39159,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"INSTRUCTOR, SPORTS",,9,,8/11/08,10.14,HR,,,,
,,,,CO,,9.97,HR,C-08224-39158,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"INSTRUCTOR, SPORTS",,197,,8/11/08,9.97,HR,,,,
,,,,CO,,11.01,HR,C-08224-39156,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"INSTRUCTOR, SPORTS",,101,,8/11/08,11.01,HR,,,,
,,,,CO,,7.14,HR,C-08225-39172,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,KITCHEN HELPER,,196,,8/11/08,7.14,HR,,,,
,,,,CO,,13.39,HR,C-08225-39173,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"WAITER/WAITRESS, HEAD",,18,,8/11/08,13.39,HR,,,,
,,,,CO,,8.82,HR,C-08225-39182,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,TICKET SELLER,,51,,8/11/08,8.82,HR,,,,
,,,,CO,,10.63,HR,C-08249-39510,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"COOK, SHORT ORDER",,37,,8/11/08,10.63,HR,,,,
,,,,CO,,7.94,HR,C-08225-39174,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"HOST/HOSTESS, RESTAURANT",,16,,8/12/08,7.94,HR,,,,
,,,,CO,,8.91,HR,C-08225-39180,CERTIFIED,10/31/08,4/30/09,9/17/08,,,"390 INTERLOCKEN CRESCENT, SUITE 1000",,BROOMFIELD,"VAIL RESORTS, INC.",80021,CO,2008,"COOK, SHORT ORDER",,236,,8/11/08,8.91,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.12,HR,C-08232-39322,CERTIFIED,11/10/08,4/20/09,9/18/08,,,1819 FOREST PARKWAY,,DENVER,TIGHE ENTERPRISES LLC,80220,CO,2008,SNOW SHOVELER,,20,,8/19/08,8.12,HR,,,,
"8809 SWAMP FOX HWY. WEST, SUITE 102",TABOR CITY,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA T. STRICKLA",NC,CO,,10,HR,C-08239-39415,CERTIFIED,11/15/08,4/30/09,9/18/08,,,12 SNOWMASS ROAD,P.O. BOX 5700,MT. CRESTED BUTTE,"CRESTED BUTTE, LLC",81225,CO,2008,"CLEANER, HOUSEKEEPING",,60,,8/26/08,7.86,HR,,,,
,,,,CO,,11,HR,C-08231-39312,PARTIAL CERTIFIED,10/24/08,4/23/09,9/18/08,,,P.O. BO 9050,48 E. BEAVER CREEK BLVD.,AVON,DBA/MT. EVEREST RESTAURANT LLC.,81620,CO,2008,COOK,,4,,8/18/08,10.27,HR,,,,
"1633 BABCOK ROAD, PMB 421",SAN ANTONIO,GUSTAVO GARCIA,TX,CO,,15.09,HR,C-08192-38134,DENIED,10/1/08,7/15/09,9/19/08,,,"1400 W. 64TH AVE.,",,DENVER,"NAVAJO EXPRESS, INC.",80221,CO,2008,TRACTOR TRAILER TRUCK DRIVER,,0,,7/10/08,11.03,HR,,,,
SVETLANA SCHREIBER & ASSOC. CO. L.P.A.,CLEVELAND,SVETLANA J. SCHREIBER,OH,CO,,7.59,HR,C-08203-38675,DENIED,10/1/08,4/30/09,9/19/08,,,"5589 ARAPAHOE AVE., SUITE 200",,BOULDER,"SOUND CREATIONS, INC.",80303,CO,2008,SALES CLERK,,0,,7/21/08,7.59,HR,,,,
"LAW OFFICE OF CHRIS POOLEY, ESQ",AVON,CHRIS POOLEY ESQ,CO,CO,,11,HR,C-08231-39309,CERTIFIED,10/1/08,4/30/09,9/19/08,,,225 WALL STREET,,VAIL,AMERICANN SKI EXCHANGE,81657,CO,2008,"SALESPERSON, SPORTING GOODS",,10,,8/18/08,9.54,HR,,,,
,,,,CO,,9.58,HR,C-08210-38846,DENIED,10/1/08,5/31/09,9/19/08,,,1694 MATTERHORN CIRCLE,,VAIL,"GOGREEN BUSINESS SOLUTIONS OF COLORADO, LLC",81657,CO,2008,JANITOR,,0,,7/28/08,9.58,HR,,,,
,,,,CO,,7.23,HR,C-08231-39306,CERTIFIED,10/24/08,4/23/09,9/19/08,,,P.O. BOX  9050,48 E. BEAVER CREEK BLVD,AVON,DBA/MT. EVEREST RESTAURANT LLC.,81620,CO,2008,WAITER/WAITRESS,,4,,8/18/08,7.13,HR,,,,
"P.O. BOX 4865 619 MAIN ST.,",FRISCO,"ERIC A. FISHER, ESQ",CO,CO,,9.25,HR,C-08217-38999,CERTIFIED,11/1/08,8/31/09,9/22/08,,,P.O.BOX 437,,BRECKENRIDGE,"AA JANITORIAL & MANAGEMENT SERVICES, INC",80424,CO,2008,"CLEANER, HOUSEKEEPING",,80,,8/4/08,9.25,HR,,,,
,,,,CO,,9.68,HR,C-08206-38789,CERTIFIED,10/25/08,4/19/09,9/23/08,,,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2008,COOK,,15,,7/24/08,9.48,HR,,,,
,,,,CO,,8.67,HR,C-08206-38790,CERTIFIED,10/25/08,4/19/09,9/23/08,,,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,STEAMBOAT SKI & RESORT CORPORATION,80487,CO,2008,COOK HELPER,,21,,7/24/08,8.21,HR,,,,
,,,,CO,,9.38,HR,C-08247-39494,CERTIFIED,11/15/08,4/10/09,9/24/08,,,"12 SNOWMASS RD.,",P.O. BOX 5700,MT.CRESTED BUTTE,"CRESTED BUTTE, LLC",81225,CO,2008,"INSTRUCTOR, SPORTS",,25,,9/2/08,9.38,HR,,,,
1806 11TH STREET NW,WASHINGTON,"DAVID M. MORRIS, ESQ.",DC,CO,,9,HR,C-08246-39450,CERTIFIED,11/1/08,4/30/09,9/24/08,,,"85 PARSENN RD., P.O. BOX 36",,WINTER PARK,INTRAWEST WINTER PARK OPERATIONS CORP.,80482,CO,2008,SKI TOW OPERATOR,,45,,9/2/08,9,HR,,,,
"THE MCNAMARA FIRM, L.P.",AUSTIN,JOHN MCNAMARA,TX,CO,,7.14,HR,C-08246-39485,CERTIFIED,11/1/08,4/30/09,9/24/08,,,1300 WESTHAVEN DRIVE,,VAIL,"DESTINATION VAIL HOTEL , INC DBA VAIL CASCADE RESO",81657,CO,2008,DINING ROOM ATTENDANT,,10,,9/2/08,7.14,HR,,,,
VISA LAW GROUP,WASHINGTON,DAVID M. MORRIS,DC,CO,,9.54,HR,C-08246-39452,CERTIFIED,11/1/08,4/30/09,9/24/08,,,P.O. BOX 3548,,COPPER MOUNTAIN,COPPER MOUNTAIN RESORT,80443,CO,2008,SALES CLERK,,69,,9/2/08,9.54,HR,,,,
VISA LAW GROUP,WASHINGTON,DAVID M. MORRIS,DC,CO,,9,HR,C-08246-39462,CERTIFIED,11/1/08,4/30/09,9/24/08,,,P.O. BOX 3548,,COPPER MOUNTAIN,COPPER MOUNTAIN RESORT,80443,CO,2008,SKI TOW OPERATOR,,74,,9/2/08,9,HR,,,,
"THE MCNAMARA FIRM, L.P.",AUSTIN,JOHN MCNAMARA,TX,CO,,10,HR,C-08247-39490,CERTIFIED,11/1/08,4/30/09,9/24/08,,,1300 WESTHAVEN DRIVE,,VAIL,"DESTINATION VAIL HOTEL, INC. DBA VAIL CASCADE RESO",81657,CO,2008,HOUSEKEEPER,,25,,8/2/08,9.25,HR,,,,
,,,,CO,,17,HR,C-08217-38996,CERTIFIED,11/15/08,4/15/09,9/24/08,,,"300 S. MAHONEY DR, UNIT C4 , P.O. BOX 2824",,TELLURIDE,TELLURIDE SKI AND SNOWBOARD CLUB,81435,CO,2008,"INSTRUCTOR, SPORTS",,1,,8/4/08,17,HR,,,,
"VISA LAW GROUP, 1806 11TH ST. , NW , WASHINGTON",WASHINGTON,PHILIP D. MERVIS,DC,CO,,8.45,HR,C-08218-39030,CERTIFIED,11/1/08,4/30/09,9/24/08,,,"85 PARSENN RD., P.O. BOX 36",,WINTER PARK,INTRAWEST WINTER PARK OPERATIONS CORP.,80482,CO,2008,COOK HELPER,,49,,8/5/08,8.45,HR,,,,
VISA LAW GROUP,WASHINGTON,PHILIP D. MERVIS,DC,CO,,9.54,HR,C-08218-39033,CERTIFIED,11/1/08,4/30/09,9/24/08,,,"299 MILWAUKEE STREET, SUITE 502",,DENVER,"SPECIALTY SPORTS VENTURE, LLC",80206,CO,2008,SALES CLERK,,337,,8/5/08,9.54,HR,,,,
650 FRONT STREET / P.O. BOX 507,LOVINGSTON,"MAS LABOR H2B, LLC  ELIZABETH D. WHITLEY",VA,CO,,8.51,HR,C-08226-39244,CERTIFIED,10/1/08,4/1/09,9/24/08,,,15201 E. MONCRIEF PLACE,SUITE B,AURORA,"GL, INC.",80011,CO,2008,SNOW SHOVELER,,17,,8/13/08,8.12,HR,,,,
,,,,CO,,12,HR,C-08226-39238,DENIED,11/1/08,4/12/09,9/25/08,,,P.O. BOX 5255,100 ELBERT LN # 111,SNOWMASS VILLAGE,"SNOWMASS SPORTS, INC.",81615,CO,2008,SALES CLERK,,0,,8/11/08,8.88,HR,,,,
234 CAMERON AVE,VASS,ILMC SARAH FARELL ET AL,NC,CO,,11.01,HR,C-08231-39285,PARTIAL CERTIFIED,10/1/08,7/31/09,9/26/08,,,1330 QUAIL LAKE LOOP STE 200,,COLORADO SPRINGS,TRADITIONAL GOLF MANAGEMENT,80906,CO,2008,LABORER,,80,,8/18/08,11.01,HR,,,,
"THE MCNAMARA FIRM, L.P.",AUSTIN,JOHN MCNAMARA,TX,CO,,9.25,HR,C-08253-39532,CERTIFIED,11/15/08,5/15/09,9/29/08,,,620 VILLAGE ROAD,,BRECKENRIDGE,BEAVER RUN RESORT AND CONFERENCE CENTER,80424,CO,2008,"CLEANER, HOUSEKEEPING",,28,,9/8/08,9.25,HR,,,,
"THE MCNAMARA FIRM, L.P.",AUSTIN,JOHN MCNAMARA,TX,CO,,8.5,HR,C-08253-39535,CERTIFIED,11/15/08,5/15/09,9/29/08,,,620 VILLAGE ROAD,,BRECKENRIDGE,BEAVER RUN RESORT AND CONFERENCE CENTER,80424,CO,2008,DINING ROOM ATTENDANT,,17,,9/8/08,7.1,HR,,,,
,,,,CO,,14.54,HR,C-10292-51247,PARTIAL CERTIFIED,2/1/11,11/18/11,11/4/10,"Groundskeeper, Industrial-Commercial",406.684-014,18227- D FLOWER HILL WAY,,GAITHERSBURG,THE BRICKMAN GROUP LTD LLC,20879,MD,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,37,40,10/19/10,14.54,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,,,,CO,,,,C-10320-51789,PARTIAL CERTIFIED,3/1/11,11/18/11,11/19/10,Landscape Gardener,408.161-010,18227-D FLOWER HILLWAY,,GAITHERSBURG,"THE BRICKMAN GROUP, LTD LLC",20879,MD,2011,LANDSCAPE GARDENER,,79,80,11/16/10,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,,,,CO,,8.64,HR,C-10320-51803,PARTIAL CERTIFIED,3/1/11,11/18/11,11/22/10,Landscape Gardener,408.161-010,18227 - FLOWER HILL WAY,,GAITHERSBURG,"THE BRICKMAN GROUP, LTD LLC",20879,MD,2011,LANDSCAPE GARDENER,,6,25,11/16/10,8.64,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,KANSAS CITY,ROGER L. HIATT,MO,CO,,8.56,HR,C-10363-52860,CERTIFIED,4/1/11,11/15/11,1/20/11,Head Coach,153.117-010,8263 FLINT,,LENEXA,CHALLENGER SPORTS CORP.,66214,KS,2011,HEAD COACH,,15,15,12/29/10,8.56,HR,,272022,Coaches and Scouts,H-2B
,THE WOODLANDS,JOSE J GOMEZ-URQUIZA,TX,CO,,13.14,HR,C-11144-54948,PARTIAL CERTIFIED,9/1/11,3/15/12,6/6/11,Tractor-Trailer-Truck Driver,904.383-010,305 9TH AVENUE,,SCOTTSBLUFF,AULICK LEASING CORPORATION,69363,NE,2011,TRACTOR TRAILER TRUCK DRIVER,,69,70,5/24/11,13.14,HR,,533032,"Truck Drivers, Heavy and Tractor-Trailer",H-2B
,THE WOODLANDS,JOSE J. GOMEZ-URQUIZA,TX,CO,,10.32,HR,C-11144-54947,CERTIFIED,9/1/11,3/15/12,6/6/11,Diesel Mechanic,625.281-010,305 9TH AVE,P.O. BOX,1369,AULICK LEASIING CORPORATION,69363,NE,2011,DIESEL MECHANIC,,5,5,5/24/11,10.32,HR,,493031,Bus and Truck Mechanics and Diesel Engine Specialists,H-2B
,BAY CITY,RITA ROMERO,TX,CA,,,,C-10348-52254,PARTIAL CERTIFIED,3/1/11,11/30/11,12/17/10,Landscape Specialist,406.687-010,5650 WARD RD,,ARVADA,SABELL'S ENTERPRISES LLP,80002,CO,2011,LANDSCAPE SPECIALIST,,15,20,12/14/10,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,AURORA,MELANIE K. CORRIN,CO,CO,,9.19,HR,C-10335-52093,PARTIAL CERTIFIED,3/1/11,11/30/11,12/6/10,"Groundskeeper, Industrial-Commercial",406.684-014,17050 E. SMITH ROAD,,AURORA,"ALL SEASONS LANDSCAPING, INC",80011,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,10,15,12/1/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,9.19,HR,C-10350-52346,PARTIAL CERTIFIED,4/1/11,11/30/11,12/20/10,"Groundskeeper, Industrial-Commercial",406.684-014,16080 SMITH ROAD,,AURORA,ALL PHASE LANDSCAPE CONSTRUCTION INC,80011,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,39,40,12/16/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,BAY CITY,APRIL MCKINNEY,TX,CO,,9.19,HR,C-10361-52718,PARTIAL CERTIFIED,4/1/11,11/30/11,12/30/10,"Groundskeeper, Industrial-Commercial",406.684-014,"16265 E. 33RD DRIVE, STE. 10",,AURORA,GREENWAYS LANDSCAPE SERVICES LLC,80011,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,34,35,12/27/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,BAY CITY,APRIL MCKINNEY,TX,CO,,9.6,HR,C-11020-53485,PARTIAL CERTIFIED,4/1/11,10/31/11,1/26/11,"Laborer, Landscape",408.687-014,2200 RIFLE ST.,,AURORA,METCO LANDSCAPE,80011,CO,2011,"LABORER, LANDSCAPE",,48,50,1/20/11,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,9.6,HR,C-11031-53738,PARTIAL CERTIFIED,4/1/11,12/15/11,2/7/11,"Groundskeeper, Industrial-Commercial",406.684-014,525 NORTH LAREDO STREET,,AURORA,LANDTECH CONTRACTORS INC,80011,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,98,100,1/31/11,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,LOVINGSTON,ELIZABETH D. WHITLEY,VA,CO,,9.6,HR,C-11034-53772,PARTIAL CERTIFIED,4/1/11,12/5/11,2/8/11,"Laborer, Landscape",408.687-014,16797 E 2ND AVE. SUITE C -102,,AURORA,"SINGING HILLS LANDSCAPE, INC.",80011,CO,2011,"LABORER, LANDSCAPE",,41,60,2/3/11,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,CENTENNIAL,ANN ALLOTT,CO,CO,,,,C-11095-54658,PARTIAL CERTIFIED,5/16/11,11/30/11,4/22/11,Roofer,866.381-010,14700 EAST 39TH AVENUE,,AURORA,SUPERIOR ROOFING INCORPORATED.,80011,CO,2011,ROOFER,,21,40,4/5/11,,,,472181,Roofers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,9.6,HR,C-10350-52355,DENIED,4/1/11,12/15/11,1/14/11,"Groundskeeper, Industrial-Commercial",406.684-014,525 NORTH LAREDO STREET,,AURORA,LANDTECH CONTRACTORS INC,80011,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,0,100,12/16/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,CENTENNIAL,ANN ALLOTT,CO,CO,,10.79,HR,C-11027-53671,DENIED,4/1/11,11/30/11,3/11/11,Roofer,866.381-010,14700 EAST 39TH AVENUE,,AURORA,SUPERIOR ROOFING INCORPORATED,80011,CO,2011,ROOFER,,0,40,1/27/11,10.79,HR,,472181,Roofers,H-2B
,CENTENNIAL,ANN ALLOTT,CO,CO,,9.6,HR,C-11003-52934,PARTIAL CERTIFIED,4/1/11,11/30/11,1/6/11,"Groundskeeper, Industrial-Commercial",406.684-014,1250 S CHAMBERS ROAD,,AURORA,"JBK LANDSCAPE, LLC",80017,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,40,45,1/3/11,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,NEW YORK,CHAD C. BLOCKER,NY,CO,,10.14,HR,C-10267-51081,PARTIAL CERTIFIED,12/1/10,4/10/11,10/8/10,"Cleaner, Housekeeping",323.687-014,390 INTERLOCKEN CRESCENT,,BROOMFIELD,VAIL CORPORATION,80021,CO,2011,"CLEANER, HOUSEKEEPING",,40,45,9/24/10,10.14,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,NEW YORK,CHAD C BLOCKER,NY,CO,,9.7,HR,C-10285-51170,PARTIAL CERTIFIED,12/10/10,4/30/11,10/26/10,"Cleaner, Housekeeping",323.687-014,390 INTERLOCKEN CRESCENT,,BROOMFIELD,VAIL CORPORATION,80021,CO,2011,"CLEANER, HOUSEKEEPING",,43,45,10/5/10,9.7,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,BAY CITY,RITA ROMERO/FEDERATION OF EMPLOYERS AND WORKERS OF,TX,CO,,9.6,HR,C-10354-52435,PARTIAL CERTIFIED,3/1/11,11/1/11,12/29/10,"Groundskeeper, Industrial-Commercial",406.684-014,270 INTERLOCKEN BLVD,,BROOMFIELD,VARGAS PROPERTY SERVICES INC,80021,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,49,50,12/20/10,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,BAY CITY,RITA ROMERO,TX,CO,,9.6,HR,C-11249-55520,PARTIAL CERTIFIED,11/1/11,4/30/12,9/8/11,"Laborer, Landscape",408.687-014,270 INTERLOCKEN BLVD.,,BROOMFIELD,MAGNUM SNOW REMOVAL INC.,80021,CO,2011,"LABORER, LANDSCAPE",,29,30,9/6/11,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,NEW YORK,"CHAD C BLOCKER/ FRAGOMEN, DEL REY, BERNSEN & LOEWY",NY,CO,,9.79,HR,C-10278-51134,CERTIFIED,12/1/10,4/30/11,10/8/10,"Cleaner, Housekeeping",323.687-014,390 INTERLOCKEN CRESCENT,,BROOMFIELD,"VAIL HOTEL MANAGEMENT CO., LLC",80021,CO,2011,"CLEANER, HOUSEKEEPING",,27,27,10/5/10,9.79,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,NEW YORK,CHAD C BLOCKER,NY,CO,,14.92,HR,C-10280-51152,CERTIFIED,12/15/10,4/10/11,10/13/10,"Instructor, Sports",153.227-018,390 INTERLOCKEN CRESCENT,,BROOMFIELD,VAIL CORPORATION,80021,CO,2011,"INSTRUCTOR, SPORTS",,27,27,10/7/10,14.92,HR,,399031,Fitness Trainers and Aerobics Instructors,H-2B
,NEW YORK,CHAD C BLOCKER,NY,CO,,12.93,HR,C-10280-51151,CERTIFIED,12/15/10,4/10/11,10/13/10,"Instructor, Sports",153.227-018,390 INTERLOCKEN CRESCENT,,BROOMFIELD,VAIL CORPORATION,80021,CO,2011,"INSTRUCTOR, SPORTS",,27,27,10/7/10,12.93,HR,,399031,Fitness Trainers and Aerobics Instructors,H-2B
,CENTENNIAL,ANN ALLOTT,CO,CO,,10.79,HR,C-11055-54203,PARTIAL CERTIFIED,5/1/11,11/30/11,3/3/11,Roofer,866.381-010,6270 EAST 50TH AVENUE,,COMMERCE CITY,"D&D ROOFING, INC.",80022,CO,2011,ROOFER,,9,20,2/24/11,10.79,HR,,472181,Roofers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,9.6,HR,C-10350-52326,CERTIFIED,4/1/11,11/30/11,1/3/11,"Groundskeeper, Industrial-Commercial",406.684-014,10875 MAPLE ROAD,,LAFAYETTE,"GREENHILL LANDSCAPE, INC",80026,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,6,6,12/16/10,9.6,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,RIO HONDO,JAMES KENDRICK JUDKINS,TX,CO,,317.2,WK,C-11025-53597,CERTIFIED,3/1/11,12/12/11,2/11/11,Amusement Park Worker,349.664-010,P.O. BOX 1000,,ELBERT,RING & RING DBA WRIGHT'S AMUSEMENTS CO.,80106,CO,2011,AMUSEMENT PARK WORKER,,40,40,1/25/11,317.2,WK,,393091,Amusement and Recreation Attendants,H-2B
,BAY CITY,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,TX,CO,,,,C-10334-52070,PARTIAL CERTIFIED,3/1/11,11/30/11,12/3/10,"Groundskeeper, Industrial-Commercial",406.684-014,3355 S. UMATILLA ST.,,ENGLEWOOD,KEESEN ENTERPRISES INC,80110,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,137,150,11/30/10,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,LOVINGSTON,ELIZABETH D. WHITLEY,VA,CO,,9.19,HR,C-11003-52968,PARTIAL CERTIFIED,4/1/11,11/30/11,1/7/11,"Groundskeeper, Industrial-Commercial",406.684-014,4510 S. FEDERAL,,ENGLEWOOD,"SUMMIT SERVICES, INC.",80110,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,23,25,1/3/11,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,,,C-10350-52335,CERTIFIED,4/1/11,10/31/11,12/20/10,Landscape Specialist,406.687-010,"3160 SOUTH ZUNI, SUITE 200",,ENGLEWOOD,"WESTERN PROSCAPES, INC",80110,CA,2011,LANDSCAPE SPECIALIST,,45,45,12/16/10,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,ENGLEWOOD,TODD IRWIN,CO,CO,,9.19,HR,C-10354-52479,PARTIAL CERTIFIED,4/1/11,11/30/11,12/23/10,"Groundskeeper, Industrial-Commercial",406.684-014,15440 E. FREMONT DR.,,CENTENNIAL,"COLORADO DESIGNSCAPES, INC.",80112,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,71,75,12/20/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,ENGLEWOOD,TODD IRWIN,CO,CO,,,,C-10354-52488,PARTIAL CERTIFIED,4/1/11,11/30/11,12/22/10,Landscape Specialist,406.687-010,15400 E. FREMONT DR.,,CENTENNIAL,"COLORADO GREEN GRASS, INC.",80112,CO,2011,LANDSCAPE SPECIALIST,,41,45,12/20/10,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,AURORA,LANAE MOIRA LEAVITT,CO,CO,,8,HR,C-11006-53151,CERTIFIED,3/1/11,12/31/11,1/26/11,"Cleaner, Housekeeping",323.687-014,8320 S. VALLEY HWY.,,ENGLEWOOD,COURTYARD BY MARRIOTT,80112,CO,2011,"CLEANER, HOUSEKEEPING",,6,6,1/6/11,8,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,AURORA,LANAE MOIRA LEAVITT,CO,CT,,8,HR,C-11006-53153,CERTIFIED,3/1/11,12/31/11,1/26/11,"Cleaner, Housekeeping",323.687-014,8322 SOUTH VALLEY HIGHWAY,,ENGLEWOOD,RESIDENCE INN BY MARRIOTT,80112,CO,2011,"CLEANER, HOUSEKEEPING",,6,6,1/6/11,8,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,,,,HI,,5000,MTH,C-11206-55296,DENIED,11/1/11,11/1/12,8/25/11,"Manager, Lodging Facilities",320.137-014,9200 E. PANORAMA CIRCLE #400,,ENGLEWOOD,"ELK SIERRA LLC DBA PHILLIPI 44, LLC",80112,CO,2011,"MANAGER, LODGING FACILITIES",,0,2,7/25/11,5000,MTH,,119081,Lodging Managers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,9.19,HR,C-10350-52322,CERTIFIED,4/1/11,10/31/11,12/21/10,"Groundskeeper, Industrial-Commercial",406.684-014,7047 PERRY PARK BLVD.,,LARKSPUR,PERRY PARK COUNTRY CLUB,80118,CO,2011,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",,12,12,12/16/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,AURORA,JOEL VICTOR ANDERSON,CO,CO,,9.19,HR,C-10355-52557,CERTIFIED,4/1/11,11/30/11,12/27/10,"Laborer, Landscape",408.687-014,5160 WEST MAPLEWOOD,,LITTLETON,"PARKSIDE LANDSCAPING, INC.",80123,CO,2011,"LABORER, LANDSCAPE",,27,27,12/21/10,9.19,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
