,CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
6190,H-300-14086-354642,2014-04-18 12:43:59,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-22 00:00:00,2014-11-26 00:00:00,2014-05-22 00:00:00,2014-11-26 00:00:00,"BLUE VIEW, INC.",221 JOHNNY RD.,PO BOX 189,DUNN,NC,28334,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,Farmworkers & Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",72.0,35.0,9.87,Hour,Dunn,NC,Individual Employer
6191,H-300-14086-400473,2014-04-25 11:38:25,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-08 00:00:00,2014-12-05 00:00:00,2014-06-08 00:00:00,2014-12-05 00:00:00,Duke Veazey,685 Dumas Road,,Puryear,TN,38251,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7.0,40.0,10.1,Hour,PURYEAR,TN,Association - Filing as Agent (H-2A Only)
6192,H-300-14086-408431,2014-04-18 14:24:33,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-19 00:00:00,2014-11-17 00:00:00,2014-05-19 00:00:00,2014-11-17 00:00:00,"BURNAP FRUIT FARM, LLC",7277 Maple Ave.,"mailing: 7277 Maple Ave., Sodus, NY  14551",Sodus,NY,14551,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8.0,40.0,11.22,Hour,Sodus,NY,Individual Employer
6193,H-300-14086-516914,2014-04-24 12:28:56,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-25 00:00:00,2014-11-15 00:00:00,2014-05-25 00:00:00,2014-11-15 00:00:00,Justin Folvag,525 22nd St E,,Williston,ND,58801,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MCGREGOR,IA,Farm Machine Operator,45-2091,Agricultural Equipment Operators,1.0,48.0,13.41,Hour,Williston,ND,Individual Employer
6194,H-300-14086-603005,2014-05-05 15:46:24,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-07 00:00:00,2015-02-28 00:00:00,2014-06-07 00:00:00,2015-02-28 00:00:00,Michael Watkins,3455 East Union Rd,,Carlisle,KY,40311,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",18.0,40.0,10.1,Hour,Carlisle,KY,Association - Filing as Agent (H-2A Only)
6195,H-300-14086-658339,2014-04-21 13:15:58,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-21 00:00:00,2014-11-23 00:00:00,2014-05-21 00:00:00,2014-11-23 00:00:00,KINDERHOOK CREEK FARM,5168 S. Stephentown Rd,,Stephentown,NY,12168,"H2 EXPRESS, INC",STEVEN MCKAY,HUDSON,NY,agricultural equipment operator,45-2091,Agricultural Equipment Operators,2.0,40.0,11.22,Hour,Stephentown,NY,Individual Employer
6196,H-300-14086-696665,2014-04-10 15:05:34,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-11 00:00:00,2014-12-06 00:00:00,2014-05-11 00:00:00,2014-12-06 00:00:00,Alewelt Concrete Inc.,18358 County Hwy D-20,,Alden,IA,50006,THE BERNARD FIRM P.L.C.,Aaron Bernard,IOWA FALLS,IA,Farm Worker/Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12.0,45.0,12.22,Hour,Bloomfield,IA,H-2A Labor Contractor or Job Contractor
6197,H-300-14086-713171,2014-04-29 15:40:19,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-29 00:00:00,2014-12-31 00:00:00,2014-05-29 00:00:00,2014-12-31 00:00:00,"CONOHO FARMS, INC.",1995 Bennett Road,PO Box 40,Oak City,NC,27857,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,6.0,35.0,9.87,Hour,Oak City,NC,Individual Employer
6198,H-300-14086-718462,2014-04-25 15:25:24,H-2A,2014-04-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-28 00:00:00,2014-12-31 00:00:00,2014-05-28 00:00:00,2014-12-31 00:00:00,Mckenzie Farm LLC,1254 Woodlake Rd,,Stamping Ground,KY,40379,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8.0,40.0,10.1,Hour,Stamping Ground,KY,Association - Filing as Agent (H-2A Only)
6199,H-300-14086-723272,2014-04-15 12:41:07,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2015-01-31 00:00:00,2014-05-15 00:00:00,2015-01-31 00:00:00,MA Patout and Son Limited LLC,3512 J. Patout Burns Road,,Jeanerette,LA,70544,"ASHLEY FORET DEES, IMMIGRATION LAW",ASHLEY DEES,LAKE CHARLES,LA,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5.0,40.0,9.87,Hour,Jeanerette,LA,Individual Employer
6200,H-300-14086-774106,2014-04-07 15:42:40,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-02 00:00:00,2014-12-20 00:00:00,2014-06-02 00:00:00,2014-12-20 00:00:00,CHRIS CRAWFORD,445 BALTIMORE CH. RD,,MAYFIELD,KY,42066,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3.0,40.0,10.1,Hour,MAYFIELD,KY,Individual Employer
6201,H-300-14086-786995,2014-04-24 15:25:28,H-2A,2014-03-27 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-26 00:00:00,2015-03-26 00:00:00,2014-05-26 00:00:00,2015-03-26 00:00:00,Hill Country Bluebonnet Ranch,Mailing 3648 Fredricksburg,2894 Hwy 3235 Leaky Texas 78873,Kerrville,TX,78028,GENESIS V. SALMON,GENESIS SALMON,SAN ANGELO,TX,"Farmworkers, Farm, Ranch, and Animals",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6.0,40.0,10.86,Hour,Leaky,TX,Individual Employer
6202,H-300-14086-886067,2014-04-23 14:15:23,H-2A,2014-04-04 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-20 00:00:00,2014-11-06 00:00:00,2014-05-20 00:00:00,2014-11-06 00:00:00,"Subarashii Kudamono, LP",7200 Suter Road,,Coopersburg,PA,18036,"HEAD HONCHOS, LLC",TODD MILLER,SAN ANTONIO,TX,"Farmworker, Crop, Laborers",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12.0,40.0,11.06,Hour,Germansville,PA,Individual Employer
6203,H-300-14087-072457,2014-05-30 13:46:42,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-10-31 00:00:00,2014-05-15 00:00:00,2014-10-31 00:00:00,"Higuera  Farms, Inc.",3130 Skyway Drive,Suite 405,Santa Maria,CA,93455,LAW OFFICES OF MARIA JANOSSY,MARIA JANOSSY,LOS ANGELES,CA,Strawberry Picker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",20.0,35.0,11.01,Hour,Santa Maria,CA,Individual Employer
6204,H-300-14087-203748,2014-05-06 15:49:35,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-02 00:00:00,2014-11-08 00:00:00,2014-06-02 00:00:00,2014-11-08 00:00:00,Larson Orchards,1121 Burbank Creek Rd,,Yakima,WA,98901,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",67.0,40.0,11.87,Hour,Yakima,WA,
6205,H-300-14087-203748,2014-05-06 15:49:35,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-02 00:00:00,2014-11-08 00:00:00,2014-06-02 00:00:00,2014-11-08 00:00:00,Washington Farm Labor Association,8830 Tallon Lane NE,Suite C,Lacey,WA,98516,,,,,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",67.0,40.0,11.87,Hour,Yakima,WA,Association - Joint Employer (H-2A Only)
6206,H-300-14087-232396,2014-05-02 11:59:54,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-01 00:00:00,2014-10-25 00:00:00,2014-06-01 00:00:00,2014-10-25 00:00:00,"MWD FARMS, LLC",P.O. Box 228 (mailing address),13134 Butler Rd. (physical address only! no mail receptacle),Prairie Grove,AR,72753,,,,,Vegetable Harvester,45-2092.02,General Farmworkers,12.0,48.0,10.0,Hour,Prairie Grove,AR,Individual Employer
6207,H-300-14087-351670,2014-04-17 14:43:27,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-18 00:00:00,2014-11-01 00:00:00,2014-05-18 00:00:00,2014-11-01 00:00:00,Kevin B. Christensen,647 East 800 North,,Firth,ID,83236,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1.0,48.0,10.69,Hour,Firth,ID,Individual Employer
6208,H-300-14087-362477,2014-04-14 15:44:30,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-05-15 00:00:00,2014-07-03 00:00:00,2014-05-15 00:00:00,2014-07-03 00:00:00,"McNeill Labor Management, Inc.",1407 West Ave. A,Mailing: PO Box 1807,Belle Glade,FL,33430,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",99.0,42.0,10.0,Hour,Bainbridge,GA,H-2A Labor Contractor or Job Contractor
6209,H-300-14087-397629,2014-04-18 14:35:00,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-05-19 00:00:00,2014-08-05 00:00:00,2014-05-19 00:00:00,2014-08-05 00:00:00,L & D Produce Farm,2036 Hwy 172E,,Wilmar,AR,71675,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",30.0,42.0,9.87,Hour,Wilmar,AR,Individual Employer
6210,H-300-14087-409522,2014-04-18 14:46:09,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-19 00:00:00,2014-10-30 00:00:00,2014-05-19 00:00:00,2014-10-30 00:00:00,Kamman's Farms Inc,4683 S State Rd 135,,Vallonia,IN,47281,International Labor Management Corporation,Theresa Ward,Vass,NC,Farmworker; Vegetable,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",20.0,40.0,11.63,Hour,Vallonia,IN,Individual Employer
6211,H-300-14087-423511,2014-04-15 13:24:47,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-01 00:00:00,2014-05-15 00:00:00,2014-11-01 00:00:00,Ellsworth Farms,3303 East 500 North,,Lewisville,ID,83431,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,48.0,10.69,Hour,Lewisville,ID,Individual Employer
6212,H-300-14087-452559,2014-07-02 16:57:40,H-2A,2014-04-01 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-01 00:00:00,2014-10-07 00:00:00,2014-06-01 00:00:00,2014-10-07 00:00:00,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8.0,35.0,11.87,Hour,Entiat,WA,Association - Joint Employer (H-2A Only)
6213,H-300-14087-452559,2014-07-02 16:57:40,H-2A,2014-04-01 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-01 00:00:00,2014-10-07 00:00:00,2014-06-01 00:00:00,2014-10-07 00:00:00,ERV ORCHARDS LLC,23 S WENATCHEE AVE,STE 222,WENATCHEE,WA,98801,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3.0,35.0,11.87,Hour,Entiat,WA,
6214,H-300-14087-452559,2014-07-02 16:57:40,H-2A,2014-04-01 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-01 00:00:00,2014-10-07 00:00:00,2014-06-01 00:00:00,2014-10-07 00:00:00,RIVERSTONE ORCHARDS LLC,23 S WENATCHEE AVE,STE 222,WENATCHEE,WA,98801,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3.0,35.0,11.87,Hour,Entiat,WA,
6215,H-300-14087-452559,2014-07-02 16:57:40,H-2A,2014-04-01 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-01 00:00:00,2014-10-07 00:00:00,2014-06-01 00:00:00,2014-10-07 00:00:00,TAYLOR ORCHARDS LLC,23 S WENATCHEE AVE,STE 222,,WA,98801,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,35.0,11.87,Hour,Entiat,WA,
6216,H-300-14087-552949,2014-04-16 16:10:19,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-01 00:00:00,2014-08-31 00:00:00,2014-06-01 00:00:00,2014-08-31 00:00:00,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",25.0,35.0,11.87,Hour,DUVALL,WA,Association - Joint Employer (H-2A Only)
6217,H-300-14087-552949,2014-04-16 16:10:19,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-01 00:00:00,2014-08-31 00:00:00,2014-06-01 00:00:00,2014-08-31 00:00:00,HERBCO INTERNATIONAL INC,16661 W SNOQUALMIE RIVER ROAD NE,,DUVALL,WA,98109,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",25.0,35.0,11.87,Hour,DUVALL,WA,
6218,H-300-14087-648979,2014-04-25 16:01:06,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-19 00:00:00,2014-12-03 00:00:00,2014-05-19 00:00:00,2014-12-03 00:00:00,Ginger G. Martin,765 Lower River Road,,Hawkinsville,GA,31036,BGL,Brenda Lewis,Lyons,GA,Farm Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5.0,40.0,10.0,Hour,Hawkinsville,GA,Individual Employer
6219,H-300-14087-675797,2014-05-13 15:52:02,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION EXPIRED,2014-05-26 00:00:00,2014-07-15 00:00:00,2014-05-26 00:00:00,2014-07-15 00:00:00,TEMP LABOR LLC,1931 GA HWY 32 E,,DOUGLAS,GA,31533,,,,,VEGETABLE AND HAND HARVESTER WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",60.0,40.0,10.0,Hour,TIFTON,GA,H-2A Labor Contractor or Job Contractor
6220,H-300-14087-841725,2014-05-06 14:04:33,H-2A,2014-03-29 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-05-15 00:00:00,2014-07-12 00:00:00,2014-05-15 00:00:00,2014-07-12 00:00:00,CANAM HARVESTING LLC,521 N MARKET ST,PO BOX 418,SEAFORD,DE,19973,BCF LLP,STEPHANIE LIPSTEIN,MONTREAL,,Harvester Operators,45-2091,Agricultural Equipment Operators,12.0,40.0,15.81,Hour,Laurel,DE,H-2A Labor Contractor or Job Contractor
6221,H-300-14087-938233,2014-04-15 14:51:01,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-01 00:00:00,2014-05-15 00:00:00,2014-11-01 00:00:00,Garth or Shauna Storer,12313 North 65th East,,Idaho Falls,ID,83401,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,48.0,10.69,Hour,Idaho Falls,ID,Individual Employer
6222,H-300-14087-976931,2014-04-14 12:57:21,H-2A,2014-03-28 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-10-15 00:00:00,2014-05-15 00:00:00,2014-10-15 00:00:00,"Wet and Wild, LLC",3977 North 35 West,,Idaho Falls,ID,83402,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,48.0,10.69,Hour,Idaho Falls,ID,Individual Employer
6223,H-300-14088-075692,2014-04-30 12:09:47,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-30 00:00:00,2014-12-12 00:00:00,2014-05-30 00:00:00,2014-12-12 00:00:00,VOELPEL FARMS INC.,2770 WEST CREEK ROAD,,NEWFANE,NY,14108,,,,,"Farmworkers & Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",23.0,40.0,11.22,Hour,Newfane,NY,Individual Employer
6224,H-300-14089-303819,2014-04-23 14:00:04,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-12-15 00:00:00,2014-05-15 00:00:00,2014-12-15 00:00:00,GENE M. KOSINSKI KOSINSKI FARM,336 RUSSELLVILLE RD,,WESTFIELD,MA,01085,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,48.0,11.22,Hour,WESTFIELD,MA,Association - Filing as Agent (H-2A Only)
6225,H-300-14089-438059,2014-04-16 14:51:21,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-18 00:00:00,2014-11-11 00:00:00,2014-05-18 00:00:00,2014-11-11 00:00:00,ROBERT JOOS,1731 98TH AVENUE SE,,WIMBLEDON,ND,58492,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2091,Agricultural Equipment Operators,10.0,40.0,13.41,Hour,WIMBLEDON,ND,Individual Employer
6226,H-300-14089-439846,2014-04-09 11:20:14,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-20 00:00:00,2014-05-15 00:00:00,2014-11-20 00:00:00,WILLIAM F LEAHEY,133 TAINTOR ST,,SUFFIELD,CT,06078,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,35.0,11.22,Hour,SUFFIELD,CT,Association - Filing as Agent (H-2A Only)
6227,H-300-14089-477616,2014-04-09 09:13:55,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-01 00:00:00,2014-05-15 00:00:00,2014-11-01 00:00:00,WOODSTOCK ORCHARDS LLC,494 RT 169,PO BOX 113,WOODSTOCK,CT,06281,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,Farmworker and Laborer Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,44.0,11.22,Hour,WOODSTOCK,CT,Association - Filing as Agent (H-2A Only)
6228,H-300-14089-479087,2014-04-15 13:27:11,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-15 00:00:00,2014-05-15 00:00:00,2014-11-15 00:00:00,GRESCZYK FARMS LLC,860 LITCHFIELD TPKE,,NEW HARTFORD,CT,06057,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4.0,40.0,11.22,Hour,NEW HARTFORD,CT,Association - Filing as Agent (H-2A Only)
6229,H-300-14089-527986,2014-04-10 08:43:46,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-15 00:00:00,2014-05-15 00:00:00,2014-11-15 00:00:00,kimball fruit farm,15 worcester rd,,hollis,NH,03049,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8.0,48.0,11.22,Hour,HOLLIS,NH,Association - Filing as Agent (H-2A Only)
6230,H-300-14089-628586,2014-04-15 14:52:38,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-10-31 00:00:00,2014-05-15 00:00:00,2014-10-31 00:00:00,TENNEY FARM LLC,3 MAIN ST,,ANTRIM,NH,03440,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1.0,48.0,11.22,Hour,ANTRIM,NH,Association - Filing as Agent (H-2A Only)
6231,H-300-14089-736112,2014-04-15 12:59:40,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-05-15 00:00:00,2014-09-30 00:00:00,2014-05-15 00:00:00,2014-09-30 00:00:00,S. ARNOLD & CO LLC,379 GRANVILLE RD,,SOUTHWICK,MA,01077,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6.0,40.0,11.22,Hour,WESTFIELD,MA,Association - Filing as Agent (H-2A Only)
6232,H-300-14089-871728,2014-04-16 09:39:42,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-01 00:00:00,2014-05-15 00:00:00,2014-11-01 00:00:00,Barden Family Orchard LLC,56 elmdale rd,,north scituate,RI,02857,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1.0,40.0,11.22,Hour,north scituate,RI,Association - Filing as Agent (H-2A Only)
6233,H-300-14089-928521,2014-04-15 10:43:09,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-01 00:00:00,2014-05-15 00:00:00,2014-11-01 00:00:00,mulnite farms inc,28 miller rd,,broad brook,CT,06016,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",15.0,40.0,11.22,Hour,broad brook,CT,Association - Filing as Agent (H-2A Only)
6234,H-300-14089-939109,2014-04-23 14:58:39,H-2A,2014-03-30 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-15 00:00:00,2014-11-15 00:00:00,2014-05-15 00:00:00,2014-11-15 00:00:00,BOLTON SPRING FARM,149 MAIN ST,,BOLTON,MA,01740,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,44.0,11.22,Hour,BOLTON,MA,Association - Filing as Agent (H-2A Only)
6235,H-300-14090-004764,2014-05-02 16:29:27,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-02 00:00:00,2014-11-07 00:00:00,2014-06-02 00:00:00,2014-11-07 00:00:00,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,,,,,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",123.0,40.0,11.87,Hour,Brewster,WA,Association - Joint Employer (H-2A Only)
6236,H-300-14090-004764,2014-05-02 16:29:27,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-02 00:00:00,2014-11-07 00:00:00,2014-06-02 00:00:00,2014-11-07 00:00:00,C&S ORCHARDS II LP,716 B WEST MAIN AVENUE,,BREWSTER,WA,98812,,,,,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",123.0,40.0,11.87,Hour,Brewster,WA,
6237,H-300-14090-152697,2014-04-28 11:44:09,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-16 00:00:00,2014-10-31 00:00:00,2014-05-16 00:00:00,2014-10-31 00:00:00,Steven G. Bauer,16400 279 Ave NE,"mailing: 16400 279 Ave NE , Wilton ND  58579",Wilton,ND,58579,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,2.0,40.0,13.41,Hour,Wilton,ND,Individual Employer
6238,H-300-14090-354302,2014-04-24 13:14:56,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-05-30 00:00:00,2015-03-30 00:00:00,2014-05-30 00:00:00,2015-03-30 00:00:00,Lester Winfree Rice & Cattle LLC,P.O. Box 743,2917 El Camino St.,Bay City,TX,77414,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,1.0,48.0,10.86,Hour,Bay City,TX,Individual Employer
6239,H-300-14090-362048,2014-05-07 11:40:53,H-2A,2014-03-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-06-02 00:00:00,2014-11-08 00:00:00,2014-06-02 00:00:00,2014-11-08 00:00:00,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",240.0,35.0,11.87,Hour,ROYAL CITY,WA,Association - Joint Employer (H-2A Only)
